E /V	I /uA	E /V	I /uA	E /V	I /uA
0.530	0.364	0.530	0.353		
0.531	0.371	0.531	0.354		
0.532	0.368	0.532	0.350		
0.533	0.367	0.533	0.356		
0.534	0.376	0.534	0.365		
0.535	0.384	0.535	0.359		
0.536	0.374	0.536	0.361		
0.537	0.374	0.537	0.365		
0.538	0.380	0.538	0.367		
0.539	0.387	0.539	0.371		
0.540	0.391	0.540	0.371		
0.541	0.394	0.541	0.379		
0.542	0.391	0.542	0.376		
0.543	0.396	0.543	0.384		
0.544	0.400	0.544	0.384		
0.545	0.405	0.545	0.390		
0.546	0.407	0.546	0.393		
0.547	0.408	0.547	0.397		
0.548	0.408	0.548	0.390		
0.549	0.419	0.549	0.396		
0.550	0.413	0.550	0.402		
0.551	0.417	0.551	0.403		
0.552	0.417	0.552	0.410		
0.553	0.420	0.553	0.407		
0.554	0.420	0.554	0.417		
0.555	0.436	0.555	0.426		
0.556	0.430	0.556	0.417		
0.557	0.430	0.557	0.413		
0.558	0.436	0.558	0.420		
0.559	0.449	0.559	0.426		
0.560	0.440	0.560	0.425		
0.561	0.453	0.561	0.425		
0.562	0.440	0.562	0.426		
0.563	0.451	0.563	0.436		
0.564	0.453	0.564	0.433		
0.565	0.456	0.565	0.442		
0.566	0.459	0.566	0.443		
0.567	0.471	0.567	0.440		
0.568	0.465	0.568	0.449		
0.569	0.465	0.569	0.449		
0.570	0.465	0.570	0.449		
0.571	0.474	0.571	0.453		
0.572	0.480	0.572	0.454		
0.573	0.476	0.573	0.457		
0.574	0.480	0.574	0.466		
0.575	0.489	0.575	0.462		
0.576	0.485	0.576	0.460		
0.577	0.492	0.577	0.471		
0.578	0.492	0.578	0.469		
0.579	0.506	0.579	0.468		
0.580	0.500	0.580	0.469		
0.581	0.508	0.581	0.480		
0.582	0.508	0.582	0.477		
0.583	0.512	0.583	0.474		
0.584	0.509	0.584	0.477		
0.585	0.515	0.585	0.485		
0.586	0.522	0.586	0.491		
0.587	0.526	0.587	0.494		
0.588	0.529	0.588	0.489		
0.589	0.526	0.589	0.500		
0.590	0.535	0.590	0.502		
0.591	0.541	0.591	0.497		
0.592	0.543	0.592	0.502		
0.593	0.541	0.593	0.511		
0.594	0.551	0.594	0.512		
0.595	0.560	0.595	0.520		
0.596	0.560	0.596	0.525		
0.597	0.571	0.597	0.532		
0.598	0.568	0.598	0.531		
0.599	0.577	0.599	0.534		
0.600	0.578	0.600	0.537		
0.601	0.586	0.601	0.541		
0.602	0.594	0.602	0.546		
0.603	0.597	0.603	0.557		
0.604	0.601	0.604	0.554		
0.605	0.606	0.605	0.563		
0.606	0.611	0.606	0.561		
0.607	0.623	0.607	0.578		
0.608	0.626	0.608	0.571		
0.609	0.626	0.609	0.580		
0.610	0.634	0.610	0.583		
0.611	0.647	0.611	0.587		
0.612	0.647	0.612	0.592		
0.613	0.653	0.613	0.603		
0.614	0.663	0.614	0.603		
0.615	0.669	0.615	0.620		
0.616	0.672	0.616	0.621		
0.617	0.678	0.617	0.621		
0.618	0.692	0.618	0.634		
0.619	0.695	0.619	0.647		
0.620	0.706	0.620	0.653		
0.621	0.715	0.621	0.650		
0.622	0.722	0.622	0.660		
0.623	0.730	0.623	0.672		
0.624	0.738	0.624	0.678		
0.625	0.753	0.625	0.684		
0.626	0.745	0.626	0.695		
0.627	0.761	0.627	0.701		
0.628	0.781	0.628	0.712		
0.629	0.788	0.629	0.727		
0.630	0.788	0.630	0.733		
0.631	0.805	0.631	0.744		
0.632	0.818	0.632	0.752		
0.633	0.825	0.633	0.759		
0.634	0.839	0.634	0.770		
0.635	0.845	0.635	0.788		
0.636	0.864	0.636	0.796		
0.637	0.865	0.637	0.813		
0.638	0.880	0.638	0.821		
0.639	0.899	0.639	0.836		
0.640	0.905	0.640	0.845		
0.641	0.925	0.641	0.860		
0.642	0.936	0.642	0.868		
0.643	0.972	0.643	0.900		
0.644	0.972	0.644	0.907		
0.645	0.989	0.645	0.931		
0.646	0.999	0.646	0.940		
0.647	1.018	0.647	0.954		
0.648	1.037	0.648	0.972		
0.649	1.051	0.649	0.989		
0.650	1.072	0.650	1.003		
0.651	1.084	0.651	1.026		
0.652	1.109	0.652	1.038		
0.653	1.129	0.653	1.060		
0.654	1.147	0.654	1.077		
0.655	1.170	0.655	1.107		
0.656	1.186	0.656	1.114		
0.657	1.203	0.657	1.137		
0.658	1.236	0.658	1.152		
0.659	1.265	0.659	1.181		
0.660	1.284	0.660	1.206		
0.661	1.304	0.661	1.215		
0.662	1.328	0.662	1.250		
0.663	1.357	0.663	1.272		
0.664	1.371	0.664	1.296		
0.665	1.408	0.665	1.322		
0.666	1.434	0.666	1.341		
0.667	1.460	0.667	1.374		
0.668	1.492	0.668	1.394		
0.669	1.508	0.669	1.419		
0.670	1.537	0.670	1.449		
0.671	1.575	0.671	1.483		
0.672	1.598	0.672	1.502		
0.673	1.621	0.673	1.532		
0.674	1.658	0.674	1.564		
0.675	1.710	0.675	1.609		
0.676	1.725	0.676	1.629		
0.677	1.765	0.677	1.660		
0.678	1.791	0.678	1.696		
0.679	1.833	0.679	1.724		
0.680	1.867	0.680	1.750		
0.681	1.905	0.681	1.793		
0.682	1.934	0.682	1.830		
0.683	1.989	0.683	1.880		
0.684	2.012	0.684	1.897		
0.685	2.060	0.685	1.945		
0.686	2.094	0.686	1.975		
0.687	2.143	0.687	2.022		
0.688	2.176	0.688	2.055		
0.689	2.216	0.689	2.095		
0.690	2.250	0.690	2.138		
0.691	2.321	0.691	2.207		
0.692	2.342	0.692	2.221		
0.693	2.387	0.693	2.264		
0.694	2.422	0.694	2.304		
0.695	2.477	0.695	2.353		
0.696	2.506	0.696	2.390		
0.697	2.555	0.697	2.439		
0.698	2.598	0.698	2.475		
0.699	2.667	0.699	2.546		
0.700	2.198	0.700	2.068		
0.699	1.146	0.699	1.035		
0.698	0.264	0.698	0.163		
0.697	-0.403	0.697	-0.495		
0.696	-0.885	0.696	-0.960		
0.695	-1.215	0.695	-1.279		
0.694	-1.437	0.694	-1.506		
0.693	-1.581	0.693	-1.636		
0.692	-1.676	0.692	-1.725		
0.691	-1.758	0.691	-1.797		
0.690	-1.777	0.690	-1.805		
0.689	-1.787	0.689	-1.814		
0.688	-1.796	0.688	-1.810		
0.687	-1.802	0.687	-1.807		
0.686	-1.774	0.686	-1.787		
0.685	-1.753	0.685	-1.765		
0.684	-1.738	0.684	-1.744		
0.683	-1.727	0.683	-1.739		
0.682	-1.693	0.682	-1.685		
0.681	-1.672	0.681	-1.673		
0.680	-1.635	0.680	-1.646		
0.679	-1.619	0.679	-1.629		
0.678	-1.589	0.678	-1.580		
0.677	-1.569	0.677	-1.555		
0.676	-1.538	0.676	-1.532		
0.675	-1.509	0.675	-1.506		
0.674	-1.481	0.674	-1.463		
0.673	-1.440	0.673	-1.437		
0.672	-1.412	0.672	-1.397		
0.671	-1.383	0.671	-1.371		
0.670	-1.362	0.670	-1.350		
0.669	-1.327	0.669	-1.322		
0.668	-1.304	0.668	-1.291		
0.667	-1.277	0.667	-1.276		
0.666	-1.248	0.666	-1.245		
0.665	-1.222	0.665	-1.212		
0.664	-1.201	0.664	-1.185		
0.663	-1.179	0.663	-1.166		
0.662	-1.146	0.662	-1.144		
0.661	-1.129	0.661	-1.121		
0.660	-1.104	0.660	-1.096		
0.659	-1.090	0.659	-1.081		
0.658	-1.067	0.658	-1.060		
0.657	-1.046	0.657	-1.034		
0.656	-1.023	0.656	-1.018		
0.655	-1.001	0.655	-1.000		
0.654	-0.983	0.654	-0.983		
0.653	-0.965	0.653	-0.962		
0.652	-0.948	0.652	-0.943		
0.651	-0.931	0.651	-0.925		
0.650	-0.914	0.650	-0.909		
0.649	-0.891	0.649	-0.891		
0.648	-0.880	0.648	-0.876		
0.647	-0.862	0.647	-0.859		
0.646	-0.850	0.646	-0.851		
0.645	-0.830	0.645	-0.825		
0.644	-0.810	0.644	-0.831		
0.643	-0.813	0.643	-0.813		
0.642	-0.791	0.642	-0.799		
0.641	-0.773	0.641	-0.781		
0.640	-0.759	0.640	-0.773		
0.639	-0.759	0.639	-0.759		
0.638	-0.747	0.638	-0.747		
0.637	-0.727	0.637	-0.733		
0.636	-0.715	0.636	-0.718		
0.635	-0.715	0.635	-0.716		
0.634	-0.701	0.634	-0.698		
0.633	-0.681	0.633	-0.695		
0.632	-0.678	0.632	-0.684		
0.631	-0.664	0.631	-0.672		
0.630	-0.664	0.630	-0.652		
0.629	-0.646	0.629	-0.659		
0.628	-0.641	0.628	-0.649		
0.627	-0.633	0.627	-0.635		
0.626	-0.623	0.626	-0.627		
0.625	-0.604	0.625	-0.618		
0.624	-0.606	0.624	-0.610		
0.623	-0.600	0.623	-0.603		
0.622	-0.595	0.622	-0.600		
0.621	-0.578	0.621	-0.590		
0.620	-0.575	0.620	-0.578		
0.619	-0.578	0.619	-0.580		
0.618	-0.563	0.618	-0.580		
0.617	-0.552	0.617	-0.566		
0.616	-0.557	0.616	-0.560		
0.615	-0.538	0.615	-0.544		
0.614	-0.538	0.614	-0.543		
0.613	-0.531	0.613	-0.534		
0.612	-0.526	0.612	-0.535		
0.611	-0.520	0.611	-0.529		
0.610	-0.518	0.610	-0.518		
0.609	-0.508	0.609	-0.514		
0.608	-0.503	0.608	-0.511		
0.607	-0.501	0.607	-0.500		
0.606	-0.486	0.606	-0.497		
0.605	-0.488	0.605	-0.498		
0.604	-0.481	0.604	-0.494		
0.603	-0.474	0.603	-0.486		
0.602	-0.475	0.602	-0.483		
0.601	-0.468	0.601	-0.474		
0.600	-0.458	0.600	-0.468		
0.599	-0.460	0.599	-0.471		
0.598	-0.454	0.598	-0.462		
0.597	-0.452	0.597	-0.462		
0.596	-0.451	0.596	-0.457		
0.595	-0.448	0.595	-0.452		
0.594	-0.431	0.594	-0.446		
0.593	-0.434	0.593	-0.448		
0.592	-0.432	0.592	-0.442		
0.591	-0.420	0.591	-0.443		
0.590	-0.426	0.590	-0.435		
0.589	-0.420	0.589	-0.431		
0.588	-0.417	0.588	-0.423		
0.587	-0.411	0.587	-0.420		
0.586	-0.405	0.586	-0.423		
0.585	-0.408	0.585	-0.419		
0.584	-0.406	0.584	-0.416		
0.583	-0.402	0.583	-0.414		
0.582	-0.394	0.582	-0.412		
0.581	-0.400	0.581	-0.403		
0.580	-0.400	0.580	-0.408		
0.579	-0.396	0.579	-0.397		
0.578	-0.389	0.578	-0.399		
0.577	-0.386	0.577	-0.396		
0.576	-0.385	0.576	-0.389		
0.575	-0.377	0.575	-0.389		
0.574	-0.376	0.574	-0.380		
0.573	-0.373	0.573	-0.379		
0.572	-0.370	0.572	-0.382		
0.571	-0.371	0.571	-0.382		
0.570	-0.362	0.570	-0.374		
0.569	-0.359	0.569	-0.377		
0.568	-0.365	0.568	-0.376		
0.567	-0.359	0.567	-0.366		
0.566	-0.350	0.566	-0.370		
0.565	-0.345	0.565	-0.363		
0.564	-0.356	0.564	-0.370		
0.563	-0.350	0.563	-0.362		
0.562	-0.353	0.562	-0.365		
0.561	-0.345	0.561	-0.357		
0.560	-0.347	0.560	-0.356		
0.559	-0.340	0.559	-0.354		
0.558	-0.342	0.558	-0.351		
0.557	-0.339	0.557	-0.351		
0.556	-0.337	0.556	-0.345		
0.555	-0.339	0.555	-0.345		
0.554	-0.334	0.554	-0.347		
0.553	-0.334	0.553	-0.342		
0.552	-0.327	0.552	-0.348		
0.551	-0.330	0.551	-0.334		
0.550	-0.325	0.550	-0.347		
0.549	-0.330	0.549	-0.336		
0.548	-0.316	0.548	-0.337		
0.547	-0.328	0.547	-0.337		
0.546	-0.314	0.546	-0.336		
0.545	-0.319	0.545	-0.330		
0.544	-0.319	0.544	-0.333		
0.543	-0.311	0.543	-0.325		
0.542	-0.313	0.542	-0.324		
0.541	-0.311	0.541	-0.327		
0.540	-0.316	0.540	-0.322		
0.539	-0.317	0.539	-0.320		
0.538	-0.316	0.538	-0.319		
0.537	-0.307	0.537	-0.327		
0.536	-0.307	0.536	-0.316		
0.535	-0.307	0.535	-0.313		
0.534	-0.311	0.534	-0.317		
0.533	-0.305	0.533	-0.317		
0.532	-0.304	0.532	-0.316		
0.531	-0.307	0.531	-0.313		
0.530	-0.301	0.530	-0.311		
0.529	-0.297	0.529	-0.308		
0.528	-0.301	0.528	-0.313		
0.527	-0.296	0.527	-0.304		
0.526	-0.293	0.526	-0.304		
0.525	-0.291	0.525	-0.311		
0.524	-0.282	0.524	-0.310		
0.523	-0.287	0.523	-0.305		
0.522	-0.294	0.522	-0.297		
0.521	-0.287	0.521	-0.301		
0.520	-0.291	0.520	-0.302		
0.519	-0.288	0.519	-0.302		
0.518	-0.287	0.518	-0.294		
0.517	-0.282	0.517	-0.299		
0.516	-0.288	0.516	-0.296		
0.515	-0.288	0.515	-0.301		
0.514	-0.288	0.514	-0.302		
0.513	-0.278	0.513	-0.291		
0.512	-0.285	0.512	-0.294		
0.511	-0.278	0.511	-0.290		
0.510	-0.282	0.510	-0.293		
0.509	-0.285	0.509	-0.290		
0.508	-0.279	0.508	-0.285		
0.507	-0.274	0.507	-0.294		
0.506	-0.274	0.506	-0.290		
0.505	-0.271	0.505	-0.288		
0.504	-0.270	0.504	-0.284		
0.503	-0.273	0.503	-0.290		
0.502	-0.270	0.502	-0.291		
0.501	-0.273	0.501	-0.281		
0.500	-0.274	0.500	-0.282		
0.499	-0.274	0.499	-0.281		
0.498	-0.268	0.498	-0.282		
0.497	-0.268	0.497	-0.274		
0.496	-0.273	0.496	-0.282		
0.495	-0.271	0.495	-0.278		
0.494	-0.273	0.494	-0.279		
0.493	-0.270	0.493	-0.276		
0.492	-0.264	0.492	-0.282		
0.491	-0.270	0.491	-0.279		
0.490	-0.262	0.490	-0.284		
0.489	-0.262	0.489	-0.273		
0.488	-0.268	0.488	-0.278		
0.487	-0.271	0.487	-0.274		
0.486	-0.265	0.486	-0.274		
0.485	-0.264	0.485	-0.279		
0.484	-0.262	0.484	-0.274		
0.483	-0.267	0.483	-0.274		
0.482	-0.261	0.482	-0.279		
0.481	-0.267	0.481	-0.278		
0.480	-0.267	0.480	-0.274		
0.479	-0.274	0.479	-0.278		
0.478	-0.265	0.478	-0.276		
0.477	-0.264	0.477	-0.281		
0.476	-0.274	0.476	-0.279		
0.475	-0.262	0.475	-0.279		
0.474	-0.268	0.474	-0.273		
0.473	-0.268	0.473	-0.273		
0.472	-0.264	0.472	-0.279		
0.471	-0.270	0.471	-0.274		
0.470	-0.265	0.470	-0.278		
0.469	-0.265	0.469	-0.278		
0.468	-0.271	0.468	-0.276		
0.467	-0.273	0.467	-0.279		
0.466	-0.271	0.466	-0.274		
0.465	-0.270	0.465	-0.273		
0.464	-0.273	0.464	-0.276		
0.463	-0.273	0.463	-0.279		
0.462	-0.267	0.462	-0.279		
0.461	-0.271	0.461	-0.276		
0.460	-0.274	0.460	-0.278		
0.459	-0.274	0.459	-0.276		
0.458	-0.278	0.458	-0.274		
0.457	-0.268	0.457	-0.278		
0.456	-0.270	0.456	-0.282		
0.455	-0.267	0.455	-0.274		
0.454	-0.274	0.454	-0.279		
0.453	-0.278	0.453	-0.281		
0.452	-0.279	0.452	-0.279		
0.451	-0.278	0.451	-0.282		
0.450	-0.279	0.450	-0.287		
0.449	-0.279	0.449	-0.285		
0.448	-0.278	0.448	-0.284		
0.447	-0.278	0.447	-0.284		
0.446	-0.279	0.446	-0.284		
0.445	-0.285	0.445	-0.281		
0.444	-0.282	0.444	-0.290		
0.443	-0.284	0.443	-0.287		
0.442	-0.285	0.442	-0.297		
0.441	-0.281	0.441	-0.290		
0.440	-0.287	0.440	-0.287		
0.439	-0.282	0.439	-0.285		
0.438	-0.284	0.438	-0.291		
0.437	-0.287	0.437	-0.288		
0.436	-0.290	0.436	-0.290		
0.435	-0.287	0.435	-0.301		
0.434	-0.291	0.434	-0.288		
0.433	-0.287	0.433	-0.294		
0.432	-0.291	0.432	-0.291		
0.431	-0.294	0.431	-0.301		
0.430	-0.290	0.430	-0.301		
0.429	-0.293	0.429	-0.297		
0.428	-0.294	0.428	-0.299		
0.427	-0.296	0.427	-0.304		
0.426	-0.299	0.426	-0.305		
0.425	-0.293	0.425	-0.299		
0.424	-0.301	0.424	-0.302		
0.423	-0.297	0.423	-0.296		
0.422	-0.301	0.422	-0.310		
0.421	-0.305	0.421	-0.305		
0.420	-0.301	0.420	-0.310		
0.419	-0.302	0.419	-0.305		
0.418	-0.307	0.418	-0.307		
0.417	-0.301	0.417	-0.311		
0.416	-0.311	0.416	-0.316		
0.415	-0.310	0.415	-0.313		
0.414	-0.302	0.414	-0.313		
0.413	-0.311	0.413	-0.313		
0.412	-0.308	0.412	-0.314		
0.411	-0.311	0.411	-0.322		
0.410	-0.317	0.410	-0.317		
0.409	-0.313	0.409	-0.324		
0.408	-0.308	0.408	-0.324		
0.407	-0.313	0.407	-0.316		
0.406	-0.316	0.406	-0.320		
0.405	-0.314	0.405	-0.324		
0.404	-0.320	0.404	-0.327		
0.403	-0.319	0.403	-0.324		
0.402	-0.324	0.402	-0.328		
0.401	-0.328	0.401	-0.328		
0.400	-0.322	0.400	-0.334		
0.399	-0.330	0.399	-0.333		
0.398	-0.330	0.398	-0.331		
0.397	-0.325	0.397	-0.333		
0.396	-0.325	0.396	-0.336		
0.395	-0.325	0.395	-0.331		
0.394	-0.327	0.394	-0.340		
0.393	-0.331	0.393	-0.347		
0.392	-0.336	0.392	-0.334		
0.391	-0.340	0.391	-0.345		
0.390	-0.339	0.390	-0.345		
0.389	-0.343	0.389	-0.347		
0.388	-0.342	0.388	-0.354		
0.387	-0.339	0.387	-0.348		
0.386	-0.348	0.386	-0.343		
0.385	-0.343	0.385	-0.348		
0.384	-0.350	0.384	-0.359		
0.383	-0.350	0.383	-0.353		
0.382	-0.348	0.382	-0.357		
0.381	-0.353	0.381	-0.360		
0.380	-0.356	0.380	-0.362		
0.379	-0.357	0.379	-0.360		
0.378	-0.360	0.378	-0.357		
0.377	-0.362	0.377	-0.368		
0.376	-0.362	0.376	-0.368		
0.375	-0.368	0.375	-0.370		
0.374	-0.371	0.374	-0.379		
0.373	-0.374	0.373	-0.379		
0.372	-0.374	0.372	-0.374		
0.371	-0.382	0.371	-0.386		
0.370	-0.388	0.370	-0.393		
0.369	-0.386	0.369	-0.393		
0.368	-0.394	0.368	-0.394		
0.367	-0.397	0.367	-0.394		
0.366	-0.399	0.366	-0.408		
0.365	-0.406	0.365	-0.403		
0.364	-0.406	0.364	-0.419		
0.363	-0.420	0.363	-0.416		
0.362	-0.422	0.362	-0.423		
0.361	-0.420	0.361	-0.437		
0.360	-0.432	0.360	-0.439		
0.359	-0.443	0.359	-0.452		
0.358	-0.446	0.358	-0.455		
0.357	-0.455	0.357	-0.455		
0.356	-0.460	0.356	-0.463		
0.355	-0.471	0.355	-0.472		
0.354	-0.477	0.354	-0.486		
0.353	-0.485	0.353	-0.492		
0.352	-0.495	0.352	-0.511		
0.351	-0.504	0.351	-0.517		
0.350	-0.517	0.350	-0.524		
0.349	-0.531	0.349	-0.538		
0.348	-0.541	0.348	-0.547		
0.347	-0.558	0.347	-0.569		
0.346	-0.575	0.346	-0.581		
0.345	-0.578	0.345	-0.592		
0.344	-0.595	0.344	-0.613		
0.343	-0.620	0.343	-0.632		
0.342	-0.636	0.342	-0.649		
0.341	-0.659	0.341	-0.670		
0.340	-0.682	0.340	-0.693		
0.339	-0.704	0.339	-0.718		
0.338	-0.728	0.338	-0.745		
0.337	-0.754	0.337	-0.765		
0.336	-0.784	0.336	-0.793		
0.335	-0.814	0.335	-0.827		
0.334	-0.840	0.334	-0.854		
0.333	-0.880	0.333	-0.893		
0.332	-0.916	0.332	-0.928		
0.331	-0.958	0.331	-0.972		
0.330	-1.000	0.330	-1.011		
0.329	-1.046	0.329	-1.058		
0.328	-1.095	0.328	-1.109		
0.327	-1.150	0.327	-1.164		
0.326	-1.202	0.326	-1.212		
0.325	-1.262	0.325	-1.265		
0.324	-1.327	0.324	-1.320		
0.323	-1.411	0.323	-1.394		
0.322	-1.469	0.322	-1.458		
0.321	-1.538	0.321	-1.523		
0.320	-1.606	0.320	-1.581		
0.319	-1.679	0.319	-1.656		
0.318	-1.753	0.318	-1.715		
0.317	-1.828	0.317	-1.779		
0.316	-1.899	0.316	-1.854		
0.315	-1.981	0.315	-1.923		
0.314	-2.040	0.314	-1.974		
0.313	-2.103	0.313	-2.038		
0.312	-2.146	0.312	-2.087		
0.311	-2.198	0.311	-2.126		
0.310	-2.231	0.310	-2.162		
0.309	-2.251	0.309	-2.178		
0.308	-2.254	0.308	-2.196		
0.307	-2.274	0.307	-2.208		
0.306	-2.250	0.306	-2.202		
0.305	-2.207	0.305	-2.172		
0.304	-2.162	0.304	-2.138		
0.303	-2.104	0.303	-2.096		
0.302	-2.043	0.302	-2.041		
0.301	-1.963	0.301	-1.978		
0.300	-1.882	0.300	-1.903		
0.299	-1.808	0.299	-1.842		
0.298	-1.718	0.298	-1.767		
0.297	-1.641	0.297	-1.684		
0.296	-1.563	0.296	-1.612		
0.295	-1.494	0.295	-1.532		
0.294	-1.414	0.294	-1.469		
0.293	-1.357	0.293	-1.394		
0.292	-1.296	0.292	-1.337		
0.291	-1.256	0.291	-1.293		
0.290	-1.201	0.290	-1.225		
0.289	-1.158	0.289	-1.178		
0.288	-1.112	0.288	-1.146		
0.287	-1.087	0.287	-1.098		
0.286	-1.044	0.286	-1.061		
0.285	-1.020	0.285	-1.032		
0.284	-0.992	0.284	-1.004		
0.283	-0.980	0.283	-0.983		
0.282	-0.948	0.282	-0.948		
0.281	-0.923	0.281	-0.937		
0.280	-0.911	0.280	-0.911		
0.279	-0.894	0.279	-0.894		
0.278	-0.879	0.278	-0.879		
0.277	-0.866	0.277	-0.870		
0.276	-0.854	0.276	-0.856		
0.275	-0.853	0.275	-0.851		
0.274	-0.839	0.274	-0.833		
0.273	-0.827	0.273	-0.819		
0.272	-0.811	0.272	-0.816		
0.271	-0.810	0.271	-0.807		
0.270	-0.802	0.270	-0.800		
0.269	-0.793	0.269	-0.790		
0.268	-0.782	0.268	-0.791		
0.267	-0.787	0.267	-0.791		
0.266	-0.777	0.266	-0.777		
0.265	-0.776	0.265	-0.777		
0.264	-0.765	0.264	-0.770		
0.263	-0.770	0.263	-0.768		
0.262	-0.759	0.262	-0.759		
0.261	-0.758	0.261	-0.762		
0.260	-0.758	0.260	-0.750		
0.259	-0.771	0.259	-0.770		
0.258	-0.759	0.258	-0.761		
0.257	-0.748	0.257	-0.758		
0.256	-0.747	0.256	-0.761		
0.255	-0.748	0.255	-0.751		
0.254	-0.751	0.254	-0.758		
0.253	-0.745	0.253	-0.748		
0.252	-0.748	0.252	-0.751		
0.251	-0.744	0.251	-0.753		
0.250	-0.747	0.250	-0.753		
0.249	-0.745	0.249	-0.748		
0.248	-0.748	0.248	-0.745		
0.247	-0.747	0.247	-0.751		
0.246	-0.751	0.246	-0.750		
0.245	-0.754	0.245	-0.753		
0.244	-0.754	0.244	-0.753		
0.243	-0.765	0.243	-0.764		
0.242	-0.765	0.242	-0.756		
0.241	-0.762	0.241	-0.764		
0.240	-0.768	0.240	-0.770		
0.239	-0.777	0.239	-0.779		
0.238	-0.785	0.238	-0.781		
0.237	-0.788	0.237	-0.794		
0.236	-0.804	0.236	-0.802		
0.235	-0.814	0.235	-0.811		
0.234	-0.822	0.234	-0.819		
0.233	-0.827	0.233	-0.828		
0.232	-0.843	0.232	-0.840		
0.231	-0.853	0.231	-0.857		
0.230	-0.873	0.230	-0.873		
0.229	-0.883	0.229	-0.883		
0.228	-0.905	0.228	-0.902		
0.227	-0.928	0.227	-0.925		
0.226	-0.940	0.226	-0.939		
0.225	-0.957	0.225	-0.960		
0.224	-0.986	0.224	-0.978		
0.223	-1.004	0.223	-1.000		
0.222	-1.034	0.222	-1.027		
0.221	-1.047	0.221	-1.046		
0.220	-1.077	0.220	-1.067		
0.219	-1.103	0.219	-1.100		
0.218	-1.130	0.218	-1.113		
0.217	-1.152	0.217	-1.149		
0.216	-1.181	0.216	-1.173		
0.215	-1.205	0.215	-1.215		
0.214	-1.235	0.214	-1.231		
0.213	-1.262	0.213	-1.259		
0.212	-1.288	0.212	-1.284		
0.211	-1.330	0.211	-1.317		
0.210	-1.350	0.210	-1.337		
0.209	-1.371	0.209	-1.359		
0.208	-1.389	0.208	-1.377		
0.207	-1.416	0.207	-1.406		
0.206	-1.437	0.206	-1.420		
0.205	-1.457	0.205	-1.449		
0.204	-1.488	0.204	-1.460		
0.203	-1.511	0.203	-1.497		
0.202	-1.527	0.202	-1.495		
0.201	-1.546	0.201	-1.517		
0.200	-1.561	0.200	-1.534		
0.199	-1.569	0.199	-1.547		
0.198	-1.589	0.198	-1.555		
0.197	-1.600	0.197	-1.573		
0.196	-1.613	0.196	-1.580		
0.195	-1.650	0.195	-1.609		
0.194	-1.642	0.194	-1.616		
0.193	-1.659	0.193	-1.619		
0.192	-1.661	0.192	-1.623		
0.191	-1.667	0.191	-1.626		
0.190	-1.659	0.190	-1.629		
0.189	-1.679	0.189	-1.636		
0.188	-1.682	0.188	-1.630		
0.187	-1.696	0.187	-1.650		
0.186	-1.685	0.186	-1.636		
0.185	-1.678	0.185	-1.644		
0.184	-1.678	0.184	-1.635		
0.183	-1.684	0.183	-1.638		
0.182	-1.679	0.182	-1.624		
0.181	-1.658	0.181	-1.621		
0.180	-1.661	0.180	-1.612		
0.179	-1.670	0.179	-1.606		
0.178	-1.641	0.178	-1.590		
0.177	-1.624	0.177	-1.573		
0.176	-1.609	0.176	-1.558		
0.175	-1.601	0.175	-1.554		
0.174	-1.598	0.174	-1.535		
0.173	-1.578	0.173	-1.521		
0.172	-1.560	0.172	-1.508		
0.171	-1.554	0.171	-1.500		
0.170	-1.537	0.170	-1.478		
0.169	-1.518	0.169	-1.463		
0.168	-1.506	0.168	-1.448		
0.167	-1.492	0.167	-1.435		
0.166	-1.481	0.166	-1.426		
0.165	-1.475	0.165	-1.420		
0.164	-1.458	0.164	-1.405		
0.163	-1.460	0.163	-1.409		
0.162	-1.440	0.162	-1.380		
0.161	-1.442	0.161	-1.373		
0.160	-1.428	0.160	-1.371		
0.159	-1.423	0.159	-1.366		
0.158	-1.419	0.158	-1.363		
0.157	-1.411	0.157	-1.360		
0.156	-1.414	0.156	-1.353		
0.155	-1.416	0.155	-1.363		
0.154	-1.403	0.154	-1.353		
0.153	-1.402	0.153	-1.353		
0.152	-1.406	0.152	-1.346		
0.151	-1.408	0.151	-1.350		
0.150	-1.406	0.150	-1.357		
0.149	-1.411	0.149	-1.360		
0.148	-1.405	0.148	-1.360		
0.147	-1.425	0.147	-1.373		
0.146	-1.416	0.146	-1.366		
0.145	-1.419	0.145	-1.365		
0.144	-1.408	0.144	-1.373		
0.143	-1.429	0.143	-1.377		
0.142	-1.431	0.142	-1.379		
0.141	-1.435	0.141	-1.388		
0.140	-1.434	0.140	-1.391		
0.139	-1.455	0.139	-1.405		
0.138	-1.446	0.138	-1.405		
0.137	-1.452	0.137	-1.408		
0.136	-1.455	0.136	-1.416		
0.135	-1.475	0.135	-1.425		
0.134	-1.472	0.134	-1.429		
0.133	-1.483	0.133	-1.431		
0.132	-1.485	0.132	-1.446		
0.131	-1.517	0.131	-1.475		
0.130	-1.506	0.130	-1.465		
0.129	-1.503	0.129	-1.463		
0.128	-1.515	0.128	-1.466		
0.127	-1.523	0.127	-1.485		
0.126	-1.535	0.126	-1.485		
0.125	-1.524	0.125	-1.491		
0.124	-1.540	0.124	-1.503		
0.123	-1.560	0.123	-1.517		
0.122	-1.564	0.122	-1.521		
0.121	-1.570	0.121	-1.526		
0.120	-1.575	0.120	-1.535		
0.119	-1.589	0.119	-1.547		
0.118	-1.593	0.118	-1.544		
