E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.208	0.186	0.208	0.161	0.208	0.155	0.208	0.158	0.208	0.153
0.209	0.176	0.209	0.161	0.209	0.158	0.209	0.163	0.209	0.152
0.210	0.181	0.210	0.163	0.210	0.155	0.210	0.158	0.210	0.153
0.211	0.183	0.211	0.160	0.211	0.158	0.211	0.153	0.211	0.155
0.212	0.175	0.212	0.161	0.212	0.157	0.212	0.150	0.212	0.153
0.213	0.178	0.213	0.160	0.213	0.149	0.213	0.150	0.213	0.155
0.214	0.180	0.214	0.160	0.214	0.157	0.214	0.150	0.214	0.146
0.215	0.176	0.215	0.160	0.215	0.155	0.215	0.146	0.215	0.149
0.216	0.175	0.216	0.157	0.216	0.150	0.216	0.150	0.216	0.147
0.217	0.176	0.217	0.158	0.217	0.147	0.217	0.149	0.217	0.150
0.218	0.172	0.218	0.155	0.218	0.155	0.218	0.150	0.218	0.149
0.219	0.178	0.219	0.157	0.219	0.150	0.219	0.152	0.219	0.149
0.220	0.176	0.220	0.157	0.220	0.152	0.220	0.150	0.220	0.143
0.221	0.178	0.221	0.158	0.221	0.146	0.221	0.143	0.221	0.147
0.222	0.175	0.222	0.153	0.222	0.149	0.222	0.147	0.222	0.149
0.223	0.169	0.223	0.150	0.223	0.149	0.223	0.147	0.223	0.144
0.224	0.170	0.224	0.152	0.224	0.153	0.224	0.143	0.224	0.146
0.225	0.172	0.225	0.161	0.225	0.143	0.225	0.146	0.225	0.140
0.226	0.172	0.226	0.153	0.226	0.147	0.226	0.150	0.226	0.143
0.227	0.175	0.227	0.157	0.227	0.143	0.227	0.140	0.227	0.140
0.228	0.170	0.228	0.152	0.228	0.157	0.228	0.144	0.228	0.146
0.229	0.178	0.229	0.155	0.229	0.147	0.229	0.149	0.229	0.141
0.230	0.172	0.230	0.153	0.230	0.149	0.230	0.143	0.230	0.146
0.231	0.173	0.231	0.157	0.231	0.149	0.231	0.144	0.231	0.140
0.232	0.175	0.232	0.158	0.232	0.146	0.232	0.144	0.232	0.141
0.233	0.172	0.233	0.153	0.233	0.149	0.233	0.143	0.233	0.146
0.234	0.169	0.234	0.141	0.234	0.141	0.234	0.141	0.234	0.140
0.235	0.172	0.235	0.152	0.235	0.150	0.235	0.141	0.235	0.149
0.236	0.167	0.236	0.152	0.236	0.141	0.236	0.140	0.236	0.144
0.237	0.170	0.237	0.150	0.237	0.149	0.237	0.144	0.237	0.141
0.238	0.167	0.238	0.155	0.238	0.141	0.238	0.144	0.238	0.138
0.239	0.172	0.239	0.149	0.239	0.147	0.239	0.143	0.239	0.146
0.240	0.176	0.240	0.144	0.240	0.144	0.240	0.143	0.240	0.146
0.241	0.173	0.241	0.150	0.241	0.146	0.241	0.143	0.241	0.138
0.242	0.170	0.242	0.153	0.242	0.147	0.242	0.143	0.242	0.141
0.243	0.167	0.243	0.155	0.243	0.144	0.243	0.146	0.243	0.138
0.244	0.173	0.244	0.153	0.244	0.144	0.244	0.137	0.244	0.138
0.245	0.170	0.245	0.155	0.245	0.141	0.245	0.144	0.245	0.135
0.246	0.173	0.246	0.150	0.246	0.141	0.246	0.144	0.246	0.143
0.247	0.166	0.247	0.155	0.247	0.143	0.247	0.144	0.247	0.141
0.248	0.173	0.248	0.150	0.248	0.144	0.248	0.140	0.248	0.141
0.249	0.178	0.249	0.147	0.249	0.141	0.249	0.140	0.249	0.135
0.250	0.172	0.250	0.149	0.250	0.146	0.250	0.146	0.250	0.140
0.251	0.169	0.251	0.155	0.251	0.147	0.251	0.140	0.251	0.138
0.252	0.169	0.252	0.152	0.252	0.140	0.252	0.143	0.252	0.143
0.253	0.169	0.253	0.146	0.253	0.144	0.253	0.143	0.253	0.143
0.254	0.172	0.254	0.152	0.254	0.143	0.254	0.132	0.254	0.144
0.255	0.181	0.255	0.153	0.255	0.144	0.255	0.140	0.255	0.137
0.256	0.170	0.256	0.155	0.256	0.146	0.256	0.138	0.256	0.138
0.257	0.172	0.257	0.153	0.257	0.141	0.257	0.130	0.257	0.135
0.258	0.170	0.258	0.153	0.258	0.144	0.258	0.140	0.258	0.138
0.259	0.178	0.259	0.147	0.259	0.141	0.259	0.147	0.259	0.144
0.260	0.167	0.260	0.152	0.260	0.146	0.260	0.140	0.260	0.137
0.261	0.167	0.261	0.149	0.261	0.144	0.261	0.140	0.261	0.140
0.262	0.173	0.262	0.149	0.262	0.143	0.262	0.140	0.262	0.129
0.263	0.167	0.263	0.158	0.263	0.143	0.263	0.140	0.263	0.137
0.264	0.167	0.264	0.160	0.264	0.141	0.264	0.141	0.264	0.130
0.265	0.173	0.265	0.147	0.265	0.144	0.265	0.138	0.265	0.137
0.266	0.169	0.266	0.146	0.266	0.146	0.266	0.143	0.266	0.134
0.267	0.161	0.267	0.150	0.267	0.143	0.267	0.138	0.267	0.138
0.268	0.170	0.268	0.152	0.268	0.143	0.268	0.140	0.268	0.140
0.269	0.164	0.269	0.146	0.269	0.140	0.269	0.134	0.269	0.132
0.270	0.169	0.270	0.147	0.270	0.141	0.270	0.135	0.270	0.132
0.271	0.169	0.271	0.150	0.271	0.146	0.271	0.137	0.271	0.138
0.272	0.169	0.272	0.150	0.272	0.138	0.272	0.140	0.272	0.130
0.273	0.169	0.273	0.152	0.273	0.141	0.273	0.137	0.273	0.135
0.274	0.170	0.274	0.147	0.274	0.141	0.274	0.141	0.274	0.137
0.275	0.170	0.275	0.146	0.275	0.140	0.275	0.134	0.275	0.137
0.276	0.170	0.276	0.150	0.276	0.140	0.276	0.138	0.276	0.137
0.277	0.164	0.277	0.150	0.277	0.140	0.277	0.138	0.277	0.132
0.278	0.166	0.278	0.149	0.278	0.141	0.278	0.140	0.278	0.130
0.279	0.163	0.279	0.147	0.279	0.138	0.279	0.132	0.279	0.137
0.280	0.164	0.280	0.149	0.280	0.141	0.280	0.138	0.280	0.137
0.281	0.161	0.281	0.146	0.281	0.140	0.281	0.144	0.281	0.130
0.282	0.169	0.282	0.147	0.282	0.135	0.282	0.134	0.282	0.137
0.283	0.160	0.283	0.146	0.283	0.141	0.283	0.132	0.283	0.134
0.284	0.160	0.284	0.149	0.284	0.137	0.284	0.127	0.284	0.130
0.285	0.163	0.285	0.149	0.285	0.138	0.285	0.130	0.285	0.134
0.286	0.160	0.286	0.140	0.286	0.138	0.286	0.137	0.286	0.127
0.287	0.167	0.287	0.143	0.287	0.135	0.287	0.130	0.287	0.127
0.288	0.157	0.288	0.141	0.288	0.135	0.288	0.129	0.288	0.127
0.289	0.157	0.289	0.138	0.289	0.135	0.289	0.129	0.289	0.126
0.290	0.158	0.290	0.146	0.290	0.137	0.290	0.134	0.290	0.129
0.291	0.158	0.291	0.141	0.291	0.132	0.291	0.127	0.291	0.126
0.292	0.157	0.292	0.143	0.292	0.137	0.292	0.129	0.292	0.127
0.293	0.157	0.293	0.135	0.293	0.132	0.293	0.124	0.293	0.123
0.294	0.160	0.294	0.141	0.294	0.134	0.294	0.126	0.294	0.124
0.295	0.160	0.295	0.140	0.295	0.132	0.295	0.129	0.295	0.127
0.296	0.153	0.296	0.138	0.296	0.124	0.296	0.129	0.296	0.123
0.297	0.153	0.297	0.137	0.297	0.130	0.297	0.126	0.297	0.123
0.298	0.158	0.298	0.135	0.298	0.130	0.298	0.126	0.298	0.117
0.299	0.153	0.299	0.137	0.299	0.130	0.299	0.124	0.299	0.126
0.300	0.150	0.300	0.138	0.300	0.137	0.300	0.117	0.300	0.120
0.301	0.149	0.301	0.134	0.301	0.129	0.301	0.126	0.301	0.118
0.302	0.147	0.302	0.137	0.302	0.124	0.302	0.121	0.302	0.124
0.303	0.146	0.303	0.137	0.303	0.126	0.303	0.123	0.303	0.118
0.304	0.146	0.304	0.130	0.304	0.127	0.304	0.120	0.304	0.118
0.305	0.140	0.305	0.132	0.305	0.123	0.305	0.121	0.305	0.117
0.306	0.147	0.306	0.130	0.306	0.124	0.306	0.118	0.306	0.121
0.307	0.147	0.307	0.134	0.307	0.121	0.307	0.117	0.307	0.117
0.308	0.140	0.308	0.127	0.308	0.120	0.308	0.124	0.308	0.115
0.309	0.146	0.309	0.127	0.309	0.127	0.309	0.117	0.309	0.111
0.310	0.140	0.310	0.129	0.310	0.124	0.310	0.120	0.310	0.107
0.311	0.141	0.311	0.127	0.311	0.121	0.311	0.112	0.311	0.112
0.312	0.141	0.312	0.126	0.312	0.121	0.312	0.111	0.312	0.118
0.313	0.137	0.313	0.124	0.313	0.118	0.313	0.114	0.313	0.112
0.314	0.138	0.314	0.123	0.314	0.115	0.314	0.115	0.314	0.112
0.315	0.144	0.315	0.126	0.315	0.111	0.315	0.115	0.315	0.109
0.316	0.130	0.316	0.123	0.316	0.117	0.316	0.109	0.316	0.112
0.317	0.138	0.317	0.126	0.317	0.120	0.317	0.112	0.317	0.103
0.318	0.134	0.318	0.127	0.318	0.107	0.318	0.111	0.318	0.104
0.319	0.134	0.319	0.117	0.319	0.111	0.319	0.106	0.319	0.117
0.320	0.134	0.320	0.121	0.320	0.109	0.320	0.107	0.320	0.103
0.321	0.134	0.321	0.117	0.321	0.114	0.321	0.106	0.321	0.101
0.322	0.134	0.322	0.126	0.322	0.114	0.322	0.106	0.322	0.100
0.323	0.129	0.323	0.120	0.323	0.109	0.323	0.104	0.323	0.101
0.324	0.127	0.324	0.114	0.324	0.107	0.324	0.106	0.324	0.098
0.325	0.127	0.325	0.111	0.325	0.106	0.325	0.104	0.325	0.100
0.326	0.130	0.326	0.115	0.326	0.109	0.326	0.100	0.326	0.101
0.327	0.123	0.327	0.107	0.327	0.107	0.327	0.101	0.327	0.101
0.328	0.123	0.328	0.114	0.328	0.100	0.328	0.100	0.328	0.100
0.329	0.129	0.329	0.112	0.329	0.101	0.329	0.101	0.329	0.098
0.330	0.121	0.330	0.107	0.330	0.107	0.330	0.097	0.330	0.095
0.331	0.121	0.331	0.109	0.331	0.103	0.331	0.098	0.331	0.095
0.332	0.120	0.332	0.107	0.332	0.100	0.332	0.097	0.332	0.092
0.333	0.120	0.333	0.111	0.333	0.100	0.333	0.092	0.333	0.091
0.334	0.117	0.334	0.104	0.334	0.098	0.334	0.097	0.334	0.095
0.335	0.115	0.335	0.103	0.335	0.097	0.335	0.092	0.335	0.094
0.336	0.118	0.336	0.107	0.336	0.100	0.336	0.097	0.336	0.091
0.337	0.118	0.337	0.100	0.337	0.097	0.337	0.098	0.337	0.091
0.338	0.114	0.338	0.100	0.338	0.091	0.338	0.089	0.338	0.095
0.339	0.120	0.339	0.098	0.339	0.095	0.339	0.086	0.339	0.091
0.340	0.115	0.340	0.104	0.340	0.092	0.340	0.091	0.340	0.083
0.341	0.114	0.341	0.097	0.341	0.094	0.341	0.089	0.341	0.084
0.342	0.111	0.342	0.098	0.342	0.097	0.342	0.084	0.342	0.091
0.343	0.109	0.343	0.101	0.343	0.094	0.343	0.084	0.343	0.089
0.344	0.104	0.344	0.098	0.344	0.088	0.344	0.088	0.344	0.081
0.345	0.114	0.345	0.100	0.345	0.094	0.345	0.088	0.345	0.083
0.346	0.095	0.346	0.095	0.346	0.089	0.346	0.084	0.346	0.083
0.347	0.111	0.347	0.097	0.347	0.091	0.347	0.086	0.347	0.084
0.348	0.107	0.348	0.095	0.348	0.083	0.348	0.088	0.348	0.081
0.349	0.103	0.349	0.088	0.349	0.081	0.349	0.084	0.349	0.083
0.350	0.098	0.350	0.094	0.350	0.086	0.350	0.083	0.350	0.083
0.351	0.111	0.351	0.089	0.351	0.081	0.351	0.081	0.351	0.077
0.352	0.103	0.352	0.092	0.352	0.089	0.352	0.084	0.352	0.083
0.353	0.104	0.353	0.091	0.353	0.089	0.353	0.081	0.353	0.081
0.354	0.103	0.354	0.091	0.354	0.089	0.354	0.080	0.354	0.084
0.355	0.098	0.355	0.095	0.355	0.089	0.355	0.080	0.355	0.081
0.356	0.100	0.356	0.091	0.356	0.088	0.356	0.086	0.356	0.081
0.357	0.109	0.357	0.084	0.357	0.081	0.357	0.081	0.357	0.080
0.358	0.092	0.358	0.091	0.358	0.088	0.358	0.086	0.358	0.077
0.359	0.111	0.359	0.088	0.359	0.084	0.359	0.078	0.359	0.080
0.360	0.101	0.360	0.088	0.360	0.078	0.360	0.080	0.360	0.081
0.361	0.101	0.361	0.089	0.361	0.086	0.361	0.080	0.361	0.078
0.362	0.094	0.362	0.089	0.362	0.088	0.362	0.084	0.362	0.075
0.363	0.097	0.363	0.095	0.363	0.088	0.363	0.084	0.363	0.078
0.364	0.097	0.364	0.089	0.364	0.080	0.364	0.078	0.364	0.077
0.365	0.094	0.365	0.089	0.365	0.081	0.365	0.075	0.365	0.075
0.366	0.098	0.366	0.086	0.366	0.084	0.366	0.078	0.366	0.080
0.367	0.097	0.367	0.089	0.367	0.086	0.367	0.081	0.367	0.078
0.368	0.094	0.368	0.091	0.368	0.080	0.368	0.077	0.368	0.072
0.369	0.094	0.369	0.088	0.369	0.081	0.369	0.081	0.369	0.071
0.370	0.097	0.370	0.092	0.370	0.083	0.370	0.072	0.370	0.080
0.371	0.095	0.371	0.088	0.371	0.077	0.371	0.086	0.371	0.080
0.372	0.094	0.372	0.086	0.372	0.081	0.372	0.077	0.372	0.080
0.373	0.097	0.373	0.088	0.373	0.081	0.373	0.080	0.373	0.080
0.374	0.095	0.374	0.088	0.374	0.080	0.374	0.078	0.374	0.075
0.375	0.089	0.375	0.089	0.375	0.077	0.375	0.081	0.375	0.077
0.376	0.094	0.376	0.088	0.376	0.086	0.376	0.078	0.376	0.077
0.377	0.095	0.377	0.089	0.377	0.083	0.377	0.077	0.377	0.077
0.378	0.100	0.378	0.086	0.378	0.078	0.378	0.072	0.378	0.080
0.379	0.092	0.379	0.088	0.379	0.080	0.379	0.074	0.379	0.080
0.380	0.097	0.380	0.089	0.380	0.083	0.380	0.081	0.380	0.074
0.381	0.094	0.381	0.091	0.381	0.084	0.381	0.075	0.381	0.083
0.382	0.095	0.382	0.092	0.382	0.078	0.382	0.077	0.382	0.077
0.383	0.095	0.383	0.084	0.383	0.080	0.383	0.078	0.383	0.077
0.384	0.097	0.384	0.088	0.384	0.084	0.384	0.075	0.384	0.078
0.385	0.091	0.385	0.089	0.385	0.084	0.385	0.080	0.385	0.081
0.386	0.095	0.386	0.092	0.386	0.084	0.386	0.080	0.386	0.083
0.387	0.097	0.387	0.086	0.387	0.086	0.387	0.080	0.387	0.080
0.388	0.098	0.388	0.088	0.388	0.089	0.388	0.084	0.388	0.080
0.389	0.092	0.389	0.089	0.389	0.084	0.389	0.083	0.389	0.078
0.390	0.094	0.390	0.086	0.390	0.086	0.390	0.084	0.390	0.080
0.391	0.089	0.391	0.084	0.391	0.078	0.391	0.077	0.391	0.078
0.392	0.097	0.392	0.089	0.392	0.088	0.392	0.078	0.392	0.081
0.393	0.094	0.393	0.092	0.393	0.089	0.393	0.086	0.393	0.083
0.394	0.097	0.394	0.088	0.394	0.088	0.394	0.088	0.394	0.075
0.395	0.101	0.395	0.088	0.395	0.088	0.395	0.083	0.395	0.077
0.396	0.101	0.396	0.091	0.396	0.083	0.396	0.081	0.396	0.080
0.397	0.098	0.397	0.089	0.397	0.086	0.397	0.084	0.397	0.086
0.398	0.098	0.398	0.092	0.398	0.086	0.398	0.083	0.398	0.088
0.399	0.098	0.399	0.094	0.399	0.089	0.399	0.088	0.399	0.086
0.400	0.098	0.400	0.095	0.400	0.091	0.400	0.083	0.400	0.084
0.401	0.098	0.401	0.091	0.401	0.091	0.401	0.088	0.401	0.088
0.402	0.097	0.402	0.092	0.402	0.094	0.402	0.084	0.402	0.080
0.403	0.101	0.403	0.097	0.403	0.089	0.403	0.084	0.403	0.081
0.404	0.101	0.404	0.094	0.404	0.092	0.404	0.091	0.404	0.089
0.405	0.100	0.405	0.094	0.405	0.091	0.405	0.091	0.405	0.088
0.406	0.101	0.406	0.098	0.406	0.092	0.406	0.088	0.406	0.086
0.407	0.100	0.407	0.095	0.407	0.091	0.407	0.089	0.407	0.088
0.408	0.100	0.408	0.100	0.408	0.097	0.408	0.092	0.408	0.088
0.409	0.100	0.409	0.101	0.409	0.094	0.409	0.091	0.409	0.091
0.410	0.103	0.410	0.098	0.410	0.097	0.410	0.084	0.410	0.089
0.411	0.098	0.411	0.095	0.411	0.094	0.411	0.097	0.411	0.089
0.412	0.104	0.412	0.094	0.412	0.091	0.412	0.092	0.412	0.088
0.413	0.100	0.413	0.098	0.413	0.092	0.413	0.094	0.413	0.086
0.414	0.100	0.414	0.098	0.414	0.092	0.414	0.095	0.414	0.091
0.415	0.104	0.415	0.100	0.415	0.091	0.415	0.095	0.415	0.086
0.416	0.101	0.416	0.104	0.416	0.100	0.416	0.098	0.416	0.097
0.417	0.104	0.417	0.101	0.417	0.094	0.417	0.092	0.417	0.091
0.418	0.104	0.418	0.101	0.418	0.098	0.418	0.095	0.418	0.094
0.419	0.103	0.419	0.101	0.419	0.095	0.419	0.086	0.419	0.092
0.420	0.106	0.420	0.097	0.420	0.097	0.420	0.106	0.420	0.089
0.421	0.107	0.421	0.104	0.421	0.095	0.421	0.095	0.421	0.097
0.422	0.112	0.422	0.103	0.422	0.097	0.422	0.100	0.422	0.095
0.423	0.106	0.423	0.103	0.423	0.098	0.423	0.098	0.423	0.097
0.424	0.107	0.424	0.100	0.424	0.101	0.424	0.101	0.424	0.095
0.425	0.114	0.425	0.103	0.425	0.101	0.425	0.095	0.425	0.095
0.426	0.114	0.426	0.103	0.426	0.101	0.426	0.098	0.426	0.095
0.427	0.112	0.427	0.106	0.427	0.098	0.427	0.094	0.427	0.097
0.428	0.112	0.428	0.106	0.428	0.104	0.428	0.104	0.428	0.100
0.429	0.114	0.429	0.112	0.429	0.111	0.429	0.094	0.429	0.103
0.430	0.114	0.430	0.112	0.430	0.103	0.430	0.098	0.430	0.104
0.431	0.111	0.431	0.107	0.431	0.106	0.431	0.094	0.431	0.095
0.432	0.112	0.432	0.109	0.432	0.111	0.432	0.101	0.432	0.100
0.433	0.111	0.433	0.109	0.433	0.109	0.433	0.104	0.433	0.098
0.434	0.115	0.434	0.112	0.434	0.104	0.434	0.106	0.434	0.101
0.435	0.121	0.435	0.106	0.435	0.107	0.435	0.106	0.435	0.101
0.436	0.118	0.436	0.114	0.436	0.101	0.436	0.106	0.436	0.107
0.437	0.112	0.437	0.112	0.437	0.109	0.437	0.101	0.437	0.106
0.438	0.117	0.438	0.107	0.438	0.109	0.438	0.103	0.438	0.104
0.439	0.121	0.439	0.115	0.439	0.112	0.439	0.109	0.439	0.107
0.440	0.118	0.440	0.114	0.440	0.107	0.440	0.101	0.440	0.107
0.441	0.120	0.441	0.103	0.441	0.112	0.441	0.101	0.441	0.101
0.442	0.118	0.442	0.117	0.442	0.114	0.442	0.107	0.442	0.106
0.443	0.118	0.443	0.118	0.443	0.109	0.443	0.107	0.443	0.109
0.444	0.118	0.444	0.111	0.444	0.109	0.444	0.114	0.444	0.104
0.445	0.118	0.445	0.118	0.445	0.114	0.445	0.109	0.445	0.106
0.446	0.115	0.446	0.112	0.446	0.111	0.446	0.109	0.446	0.111
0.447	0.123	0.447	0.118	0.447	0.115	0.447	0.106	0.447	0.111
0.448	0.120	0.448	0.120	0.448	0.115	0.448	0.114	0.448	0.111
0.449	0.120	0.449	0.115	0.449	0.114	0.449	0.106	0.449	0.104
0.450	0.120	0.450	0.115	0.450	0.117	0.450	0.111	0.450	0.114
0.451	0.126	0.451	0.111	0.451	0.115	0.451	0.111	0.451	0.107
0.452	0.126	0.452	0.118	0.452	0.117	0.452	0.117	0.452	0.107
0.453	0.123	0.453	0.117	0.453	0.114	0.453	0.115	0.453	0.111
0.454	0.121	0.454	0.118	0.454	0.115	0.454	0.109	0.454	0.112
0.455	0.127	0.455	0.117	0.455	0.117	0.455	0.117	0.455	0.114
0.456	0.121	0.456	0.115	0.456	0.115	0.456	0.114	0.456	0.117
0.457	0.123	0.457	0.115	0.457	0.112	0.457	0.111	0.457	0.107
0.458	0.127	0.458	0.121	0.458	0.117	0.458	0.111	0.458	0.117
0.459	0.120	0.459	0.118	0.459	0.117	0.459	0.117	0.459	0.114
0.460	0.129	0.460	0.123	0.460	0.117	0.460	0.117	0.460	0.114
0.461	0.126	0.461	0.120	0.461	0.118	0.461	0.123	0.461	0.114
0.462	0.127	0.462	0.120	0.462	0.115	0.462	0.117	0.462	0.112
0.463	0.126	0.463	0.126	0.463	0.121	0.463	0.117	0.463	0.117
0.464	0.129	0.464	0.121	0.464	0.121	0.464	0.118	0.464	0.117
0.465	0.130	0.465	0.124	0.465	0.126	0.465	0.120	0.465	0.117
0.466	0.129	0.466	0.124	0.466	0.121	0.466	0.115	0.466	0.117
0.467	0.130	0.467	0.129	0.467	0.127	0.467	0.117	0.467	0.118
0.468	0.130	0.468	0.132	0.468	0.124	0.468	0.118	0.468	0.114
0.469	0.132	0.469	0.124	0.469	0.121	0.469	0.121	0.469	0.117
0.470	0.134	0.470	0.130	0.470	0.123	0.470	0.129	0.470	0.117
0.471	0.129	0.471	0.134	0.471	0.126	0.471	0.123	0.471	0.120
0.472	0.137	0.472	0.132	0.472	0.124	0.472	0.124	0.472	0.123
0.473	0.138	0.473	0.129	0.473	0.124	0.473	0.120	0.473	0.120
0.474	0.135	0.474	0.132	0.474	0.129	0.474	0.124	0.474	0.120
0.475	0.137	0.475	0.130	0.475	0.130	0.475	0.132	0.475	0.126
0.476	0.138	0.476	0.130	0.476	0.127	0.476	0.127	0.476	0.129
0.477	0.140	0.477	0.134	0.477	0.129	0.477	0.127	0.477	0.120
0.478	0.141	0.478	0.132	0.478	0.127	0.478	0.126	0.478	0.126
0.479	0.134	0.479	0.134	0.479	0.132	0.479	0.129	0.479	0.126
0.480	0.141	0.480	0.134	0.480	0.130	0.480	0.132	0.480	0.129
0.481	0.146	0.481	0.135	0.481	0.138	0.481	0.134	0.481	0.126
0.482	0.141	0.482	0.138	0.482	0.140	0.482	0.137	0.482	0.134
0.483	0.143	0.483	0.141	0.483	0.140	0.483	0.130	0.483	0.127
0.484	0.143	0.484	0.132	0.484	0.135	0.484	0.129	0.484	0.132
0.485	0.147	0.485	0.141	0.485	0.138	0.485	0.137	0.485	0.138
0.486	0.153	0.486	0.144	0.486	0.134	0.486	0.141	0.486	0.137
0.487	0.147	0.487	0.146	0.487	0.146	0.487	0.141	0.487	0.134
0.488	0.155	0.488	0.146	0.488	0.146	0.488	0.141	0.488	0.138
0.489	0.152	0.489	0.143	0.489	0.147	0.489	0.141	0.489	0.144
0.490	0.147	0.490	0.150	0.490	0.149	0.490	0.147	0.490	0.141
0.491	0.155	0.491	0.149	0.491	0.153	0.491	0.147	0.491	0.146
0.492	0.153	0.492	0.153	0.492	0.153	0.492	0.147	0.492	0.152
0.493	0.158	0.493	0.158	0.493	0.158	0.493	0.153	0.493	0.146
0.494	0.163	0.494	0.163	0.494	0.160	0.494	0.147	0.494	0.150
0.495	0.164	0.495	0.166	0.495	0.153	0.495	0.153	0.495	0.153
0.496	0.163	0.496	0.158	0.496	0.157	0.496	0.158	0.496	0.153
0.497	0.169	0.497	0.163	0.497	0.164	0.497	0.163	0.497	0.157
0.498	0.172	0.498	0.176	0.498	0.166	0.498	0.163	0.498	0.163
0.499	0.176	0.499	0.170	0.499	0.166	0.499	0.164	0.499	0.160
0.500	0.109	0.500	0.106	0.500	0.111	0.500	0.106	0.500	0.104
0.499	0.043	0.499	0.046	0.499	0.046	0.499	0.040	0.499	0.045
0.498	0.000	0.498	0.000	0.498	-0.003	0.498	-0.005	0.498	-0.006
0.497	-0.034	0.497	-0.031	0.497	-0.031	0.497	-0.038	0.497	-0.037
0.496	-0.052	0.496	-0.057	0.496	-0.060	0.496	-0.060	0.496	-0.063
0.495	-0.072	0.495	-0.077	0.495	-0.072	0.495	-0.077	0.495	-0.074
0.494	-0.083	0.494	-0.086	0.494	-0.087	0.494	-0.083	0.494	-0.089
0.493	-0.089	0.493	-0.092	0.493	-0.092	0.493	-0.092	0.493	-0.095
0.492	-0.093	0.492	-0.093	0.492	-0.086	0.492	-0.095	0.492	-0.098
0.491	-0.098	0.491	-0.098	0.491	-0.097	0.491	-0.095	0.491	-0.106
0.490	-0.098	0.490	-0.098	0.490	-0.101	0.490	-0.101	0.490	-0.100
0.489	-0.095	0.489	-0.098	0.489	-0.103	0.489	-0.103	0.489	-0.101
0.488	-0.106	0.488	-0.100	0.488	-0.101	0.488	-0.104	0.488	-0.104
0.487	-0.104	0.487	-0.103	0.487	-0.100	0.487	-0.107	0.487	-0.103
0.486	-0.106	0.486	-0.104	0.486	-0.103	0.486	-0.106	0.486	-0.104
0.485	-0.100	0.485	-0.101	0.485	-0.103	0.485	-0.106	0.485	-0.104
0.484	-0.101	0.484	-0.101	0.484	-0.103	0.484	-0.110	0.484	-0.115
0.483	-0.104	0.483	-0.106	0.483	-0.101	0.483	-0.101	0.483	-0.106
0.482	-0.101	0.482	-0.107	0.482	-0.101	0.482	-0.106	0.482	-0.106
0.481	-0.109	0.481	-0.106	0.481	-0.106	0.481	-0.103	0.481	-0.110
0.480	-0.101	0.480	-0.107	0.480	-0.109	0.480	-0.107	0.480	-0.107
0.479	-0.107	0.479	-0.104	0.479	-0.098	0.479	-0.106	0.479	-0.109
0.478	-0.101	0.478	-0.107	0.478	-0.104	0.478	-0.104	0.478	-0.107
0.477	-0.101	0.477	-0.100	0.477	-0.101	0.477	-0.109	0.477	-0.106
0.476	-0.098	0.476	-0.103	0.476	-0.104	0.476	-0.107	0.476	-0.103
0.475	-0.104	0.475	-0.104	0.475	-0.101	0.475	-0.101	0.475	-0.110
0.474	-0.097	0.474	-0.104	0.474	-0.104	0.474	-0.104	0.474	-0.109
0.473	-0.101	0.473	-0.104	0.473	-0.104	0.473	-0.104	0.473	-0.103
0.472	-0.098	0.472	-0.103	0.472	-0.103	0.472	-0.103	0.472	-0.107
0.471	-0.100	0.471	-0.101	0.471	-0.100	0.471	-0.103	0.471	-0.107
0.470	-0.104	0.470	-0.106	0.470	-0.101	0.470	-0.101	0.470	-0.106
0.469	-0.106	0.469	-0.103	0.469	-0.106	0.469	-0.103	0.469	-0.103
0.468	-0.093	0.468	-0.101	0.468	-0.106	0.468	-0.106	0.468	-0.104
0.467	-0.103	0.467	-0.100	0.467	-0.103	0.467	-0.100	0.467	-0.106
0.466	-0.100	0.466	-0.100	0.466	-0.101	0.466	-0.101	0.466	-0.104
0.465	-0.100	0.465	-0.101	0.465	-0.100	0.465	-0.104	0.465	-0.109
0.464	-0.104	0.464	-0.104	0.464	-0.101	0.464	-0.104	0.464	-0.100
0.463	-0.101	0.463	-0.095	0.463	-0.101	0.463	-0.100	0.463	-0.103
0.462	-0.103	0.462	-0.098	0.462	-0.101	0.462	-0.104	0.462	-0.101
0.461	-0.101	0.461	-0.100	0.461	-0.095	0.461	-0.104	0.461	-0.107
0.460	-0.101	0.460	-0.103	0.460	-0.103	0.460	-0.101	0.460	-0.103
0.459	-0.095	0.459	-0.101	0.459	-0.106	0.459	-0.107	0.459	-0.106
0.458	-0.106	0.458	-0.101	0.458	-0.098	0.458	-0.100	0.458	-0.103
0.457	-0.098	0.457	-0.097	0.457	-0.097	0.457	-0.104	0.457	-0.100
0.456	-0.098	0.456	-0.097	0.456	-0.097	0.456	-0.098	0.456	-0.104
0.455	-0.093	0.455	-0.100	0.455	-0.100	0.455	-0.098	0.455	-0.101
0.454	-0.101	0.454	-0.100	0.454	-0.101	0.454	-0.101	0.454	-0.093
0.453	-0.101	0.453	-0.098	0.453	-0.097	0.453	-0.098	0.453	-0.104
0.452	-0.098	0.452	-0.100	0.452	-0.097	0.452	-0.098	0.452	-0.104
0.451	-0.100	0.451	-0.100	0.451	-0.093	0.451	-0.100	0.451	-0.093
