E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.450	-0.098	0.450	-0.101	0.450	-0.101	0.450	-0.101	0.450	-0.095
0.449	-0.100	0.449	-0.097	0.449	-0.092	0.449	-0.097	0.449	-0.103
0.448	-0.098	0.448	-0.095	0.448	-0.098	0.448	-0.097	0.448	-0.101
0.447	-0.095	0.447	-0.098	0.447	-0.098	0.447	-0.098	0.447	-0.101
0.446	-0.095	0.446	-0.098	0.446	-0.097	0.446	-0.098	0.446	-0.100
0.445	-0.097	0.445	-0.093	0.445	-0.098	0.445	-0.095	0.445	-0.100
0.444	-0.097	0.444	-0.098	0.444	-0.097	0.444	-0.095	0.444	-0.101
0.443	-0.098	0.443	-0.101	0.443	-0.098	0.443	-0.104	0.443	-0.097
0.442	-0.100	0.442	-0.100	0.442	-0.095	0.442	-0.098	0.442	-0.098
0.441	-0.098	0.441	-0.097	0.441	-0.095	0.441	-0.097	0.441	-0.093
0.440	-0.098	0.440	-0.097	0.440	-0.101	0.440	-0.090	0.440	-0.098
0.439	-0.098	0.439	-0.098	0.439	-0.093	0.439	-0.093	0.439	-0.098
0.438	-0.101	0.438	-0.100	0.438	-0.093	0.438	-0.100	0.438	-0.103
0.437	-0.095	0.437	-0.097	0.437	-0.101	0.437	-0.100	0.437	-0.093
0.436	-0.103	0.436	-0.100	0.436	-0.097	0.436	-0.095	0.436	-0.093
0.435	-0.095	0.435	-0.095	0.435	-0.093	0.435	-0.092	0.435	-0.101
0.434	-0.095	0.434	-0.097	0.434	-0.092	0.434	-0.098	0.434	-0.095
0.433	-0.100	0.433	-0.095	0.433	-0.092	0.433	-0.101	0.433	-0.093
0.432	-0.097	0.432	-0.097	0.432	-0.095	0.432	-0.097	0.432	-0.098
0.431	-0.097	0.431	-0.093	0.431	-0.098	0.431	-0.100	0.431	-0.100
0.430	-0.097	0.430	-0.098	0.430	-0.092	0.430	-0.097	0.430	-0.097
0.429	-0.093	0.429	-0.097	0.429	-0.095	0.429	-0.100	0.429	-0.089
0.428	-0.098	0.428	-0.097	0.428	-0.095	0.428	-0.100	0.428	-0.097
0.427	-0.090	0.427	-0.100	0.427	-0.095	0.427	-0.101	0.427	-0.101
0.426	-0.097	0.426	-0.098	0.426	-0.095	0.426	-0.097	0.426	-0.093
0.425	-0.097	0.425	-0.098	0.425	-0.097	0.425	-0.093	0.425	-0.101
0.424	-0.097	0.424	-0.095	0.424	-0.095	0.424	-0.092	0.424	-0.092
0.423	-0.098	0.423	-0.097	0.423	-0.093	0.423	-0.092	0.423	-0.093
0.422	-0.093	0.422	-0.097	0.422	-0.084	0.422	-0.087	0.422	-0.093
0.421	-0.093	0.421	-0.098	0.421	-0.093	0.421	-0.090	0.421	-0.095
0.420	-0.093	0.420	-0.097	0.420	-0.092	0.420	-0.092	0.420	-0.097
0.419	-0.093	0.419	-0.093	0.419	-0.095	0.419	-0.092	0.419	-0.095
0.418	-0.097	0.418	-0.090	0.418	-0.093	0.418	-0.092	0.418	-0.095
0.417	-0.093	0.417	-0.093	0.417	-0.093	0.417	-0.086	0.417	-0.092
0.416	-0.097	0.416	-0.090	0.416	-0.093	0.416	-0.092	0.416	-0.089
0.415	-0.098	0.415	-0.093	0.415	-0.090	0.415	-0.090	0.415	-0.093
0.414	-0.093	0.414	-0.090	0.414	-0.087	0.414	-0.089	0.414	-0.092
0.413	-0.090	0.413	-0.092	0.413	-0.095	0.413	-0.092	0.413	-0.092
0.412	-0.092	0.412	-0.090	0.412	-0.092	0.412	-0.090	0.412	-0.092
0.411	-0.092	0.411	-0.095	0.411	-0.092	0.411	-0.092	0.411	-0.092
0.410	-0.093	0.410	-0.093	0.410	-0.092	0.410	-0.087	0.410	-0.093
0.409	-0.092	0.409	-0.093	0.409	-0.093	0.409	-0.092	0.409	-0.089
0.408	-0.092	0.408	-0.089	0.408	-0.086	0.408	-0.092	0.408	-0.092
0.407	-0.092	0.407	-0.092	0.407	-0.090	0.407	-0.086	0.407	-0.090
0.406	-0.090	0.406	-0.089	0.406	-0.092	0.406	-0.090	0.406	-0.093
0.405	-0.084	0.405	-0.092	0.405	-0.090	0.405	-0.090	0.405	-0.092
0.404	-0.090	0.404	-0.090	0.404	-0.089	0.404	-0.089	0.404	-0.095
0.403	-0.092	0.403	-0.090	0.403	-0.087	0.403	-0.086	0.403	-0.087
0.402	-0.090	0.402	-0.092	0.402	-0.084	0.402	-0.089	0.402	-0.090
0.401	-0.092	0.401	-0.092	0.401	-0.090	0.401	-0.087	0.401	-0.090
0.400	-0.087	0.400	-0.087	0.400	-0.092	0.400	-0.089	0.400	-0.087
0.399	-0.086	0.399	-0.090	0.399	-0.086	0.399	-0.081	0.399	-0.090
0.398	-0.090	0.398	-0.089	0.398	-0.087	0.398	-0.087	0.398	-0.089
0.397	-0.083	0.397	-0.089	0.397	-0.084	0.397	-0.090	0.397	-0.090
0.396	-0.089	0.396	-0.086	0.396	-0.086	0.396	-0.089	0.396	-0.090
0.395	-0.086	0.395	-0.090	0.395	-0.089	0.395	-0.084	0.395	-0.089
0.394	-0.087	0.394	-0.087	0.394	-0.090	0.394	-0.086	0.394	-0.089
0.393	-0.086	0.393	-0.092	0.393	-0.089	0.393	-0.083	0.393	-0.084
0.392	-0.087	0.392	-0.086	0.392	-0.090	0.392	-0.084	0.392	-0.081
0.391	-0.089	0.391	-0.084	0.391	-0.084	0.391	-0.087	0.391	-0.086
0.390	-0.081	0.390	-0.083	0.390	-0.083	0.390	-0.081	0.390	-0.087
0.389	-0.084	0.389	-0.086	0.389	-0.086	0.389	-0.086	0.389	-0.084
0.388	-0.083	0.388	-0.083	0.388	-0.087	0.388	-0.086	0.388	-0.087
0.387	-0.087	0.387	-0.090	0.387	-0.086	0.387	-0.084	0.387	-0.089
0.386	-0.081	0.386	-0.084	0.386	-0.081	0.386	-0.086	0.386	-0.093
0.385	-0.087	0.385	-0.083	0.385	-0.086	0.385	-0.081	0.385	-0.086
0.384	-0.081	0.384	-0.087	0.384	-0.084	0.384	-0.081	0.384	-0.087
0.383	-0.086	0.383	-0.081	0.383	-0.081	0.383	-0.083	0.383	-0.084
0.382	-0.086	0.382	-0.081	0.382	-0.083	0.382	-0.080	0.382	-0.075
0.381	-0.083	0.381	-0.087	0.381	-0.087	0.381	-0.078	0.381	-0.086
0.380	-0.083	0.380	-0.081	0.380	-0.081	0.380	-0.083	0.380	-0.081
0.379	-0.089	0.379	-0.084	0.379	-0.084	0.379	-0.084	0.379	-0.080
0.378	-0.083	0.378	-0.084	0.378	-0.083	0.378	-0.078	0.378	-0.087
0.377	-0.081	0.377	-0.080	0.377	-0.083	0.377	-0.075	0.377	-0.089
0.376	-0.086	0.376	-0.083	0.376	-0.078	0.376	-0.083	0.376	-0.084
0.375	-0.086	0.375	-0.084	0.375	-0.077	0.375	-0.081	0.375	-0.086
0.374	-0.080	0.374	-0.084	0.374	-0.084	0.374	-0.089	0.374	-0.083
0.373	-0.083	0.373	-0.081	0.373	-0.077	0.373	-0.081	0.373	-0.081
0.372	-0.086	0.372	-0.080	0.372	-0.080	0.372	-0.083	0.372	-0.083
0.371	-0.083	0.371	-0.081	0.371	-0.072	0.371	-0.081	0.371	-0.081
0.370	-0.081	0.370	-0.087	0.370	-0.081	0.370	-0.084	0.370	-0.083
0.369	-0.083	0.369	-0.084	0.369	-0.078	0.369	-0.075	0.369	-0.086
0.368	-0.086	0.368	-0.087	0.368	-0.078	0.368	-0.081	0.368	-0.083
0.367	-0.087	0.367	-0.078	0.367	-0.083	0.367	-0.083	0.367	-0.083
0.366	-0.083	0.366	-0.083	0.366	-0.078	0.366	-0.084	0.366	-0.077
0.365	-0.086	0.365	-0.083	0.365	-0.084	0.365	-0.080	0.365	-0.078
0.364	-0.084	0.364	-0.083	0.364	-0.083	0.364	-0.078	0.364	-0.086
0.363	-0.084	0.363	-0.086	0.363	-0.086	0.363	-0.081	0.363	-0.084
0.362	-0.086	0.362	-0.081	0.362	-0.080	0.362	-0.089	0.362	-0.078
0.361	-0.084	0.361	-0.081	0.361	-0.084	0.361	-0.087	0.361	-0.083
0.360	-0.087	0.360	-0.084	0.360	-0.083	0.360	-0.083	0.360	-0.087
0.359	-0.084	0.359	-0.075	0.359	-0.083	0.359	-0.078	0.359	-0.078
0.358	-0.080	0.358	-0.080	0.358	-0.081	0.358	-0.078	0.358	-0.084
0.357	-0.087	0.357	-0.080	0.357	-0.083	0.357	-0.080	0.357	-0.083
0.356	-0.086	0.356	-0.080	0.356	-0.084	0.356	-0.084	0.356	-0.083
0.355	-0.083	0.355	-0.083	0.355	-0.081	0.355	-0.081	0.355	-0.083
0.354	-0.083	0.354	-0.086	0.354	-0.084	0.354	-0.083	0.354	-0.090
0.353	-0.087	0.353	-0.083	0.353	-0.084	0.353	-0.083	0.353	-0.080
0.352	-0.084	0.352	-0.087	0.352	-0.087	0.352	-0.084	0.352	-0.090
0.351	-0.089	0.351	-0.092	0.351	-0.084	0.351	-0.081	0.351	-0.090
0.350	-0.086	0.350	-0.084	0.350	-0.081	0.350	-0.083	0.350	-0.086
0.349	-0.087	0.349	-0.090	0.349	-0.083	0.349	-0.087	0.349	-0.081
0.348	-0.089	0.348	-0.086	0.348	-0.081	0.348	-0.087	0.348	-0.083
0.347	-0.084	0.347	-0.084	0.347	-0.090	0.347	-0.081	0.347	-0.084
0.346	-0.089	0.346	-0.087	0.346	-0.087	0.346	-0.083	0.346	-0.084
0.345	-0.087	0.345	-0.087	0.345	-0.084	0.345	-0.086	0.345	-0.084
0.344	-0.089	0.344	-0.089	0.344	-0.083	0.344	-0.086	0.344	-0.087
0.343	-0.089	0.343	-0.089	0.343	-0.084	0.343	-0.081	0.343	-0.084
0.342	-0.089	0.342	-0.087	0.342	-0.084	0.342	-0.084	0.342	-0.089
0.341	-0.089	0.341	-0.089	0.341	-0.089	0.341	-0.087	0.341	-0.087
0.340	-0.095	0.340	-0.089	0.340	-0.087	0.340	-0.087	0.340	-0.089
0.339	-0.089	0.339	-0.090	0.339	-0.087	0.339	-0.089	0.339	-0.087
0.338	-0.092	0.338	-0.090	0.338	-0.089	0.338	-0.087	0.338	-0.095
0.337	-0.093	0.337	-0.090	0.337	-0.086	0.337	-0.086	0.337	-0.090
0.336	-0.092	0.336	-0.092	0.336	-0.090	0.336	-0.089	0.336	-0.090
0.335	-0.090	0.335	-0.090	0.335	-0.089	0.335	-0.090	0.335	-0.089
0.334	-0.093	0.334	-0.092	0.334	-0.090	0.334	-0.093	0.334	-0.087
0.333	-0.097	0.333	-0.089	0.333	-0.090	0.333	-0.092	0.333	-0.092
0.332	-0.093	0.332	-0.093	0.332	-0.093	0.332	-0.090	0.332	-0.089
0.331	-0.092	0.331	-0.092	0.331	-0.092	0.331	-0.093	0.331	-0.093
0.330	-0.095	0.330	-0.097	0.330	-0.093	0.330	-0.089	0.330	-0.093
0.329	-0.093	0.329	-0.093	0.329	-0.093	0.329	-0.089	0.329	-0.090
0.328	-0.095	0.328	-0.097	0.328	-0.092	0.328	-0.090	0.328	-0.093
0.327	-0.098	0.327	-0.093	0.327	-0.092	0.327	-0.092	0.327	-0.093
0.326	-0.100	0.326	-0.092	0.326	-0.092	0.326	-0.098	0.326	-0.095
0.325	-0.098	0.325	-0.092	0.325	-0.097	0.325	-0.098	0.325	-0.092
0.324	-0.097	0.324	-0.097	0.324	-0.093	0.324	-0.095	0.324	-0.093
0.323	-0.101	0.323	-0.097	0.323	-0.092	0.323	-0.097	0.323	-0.092
0.322	-0.097	0.322	-0.095	0.322	-0.092	0.322	-0.095	0.322	-0.095
0.321	-0.101	0.321	-0.087	0.321	-0.098	0.321	-0.095	0.321	-0.095
0.320	-0.101	0.320	-0.095	0.320	-0.097	0.320	-0.095	0.320	-0.095
0.319	-0.100	0.319	-0.100	0.319	-0.092	0.319	-0.093	0.319	-0.095
0.318	-0.100	0.318	-0.101	0.318	-0.095	0.318	-0.101	0.318	-0.098
0.317	-0.104	0.317	-0.100	0.317	-0.093	0.317	-0.095	0.317	-0.097
0.316	-0.101	0.316	-0.104	0.316	-0.097	0.316	-0.097	0.316	-0.101
0.315	-0.107	0.315	-0.106	0.315	-0.101	0.315	-0.101	0.315	-0.097
0.314	-0.104	0.314	-0.107	0.314	-0.101	0.314	-0.100	0.314	-0.100
0.313	-0.103	0.313	-0.106	0.313	-0.100	0.313	-0.097	0.313	-0.101
0.312	-0.110	0.312	-0.106	0.312	-0.098	0.312	-0.095	0.312	-0.101
0.311	-0.107	0.311	-0.101	0.311	-0.098	0.311	-0.101	0.311	-0.104
0.310	-0.106	0.310	-0.101	0.310	-0.100	0.310	-0.104	0.310	-0.098
0.309	-0.110	0.309	-0.109	0.309	-0.103	0.309	-0.103	0.309	-0.106
0.308	-0.112	0.308	-0.106	0.308	-0.104	0.308	-0.101	0.308	-0.100
0.307	-0.118	0.307	-0.110	0.307	-0.104	0.307	-0.098	0.307	-0.103
0.306	-0.113	0.306	-0.107	0.306	-0.107	0.306	-0.107	0.306	-0.110
0.305	-0.115	0.305	-0.109	0.305	-0.107	0.305	-0.104	0.305	-0.103
0.304	-0.115	0.304	-0.106	0.304	-0.104	0.304	-0.106	0.304	-0.104
0.303	-0.116	0.303	-0.113	0.303	-0.110	0.303	-0.104	0.303	-0.109
0.302	-0.120	0.302	-0.113	0.302	-0.109	0.302	-0.107	0.302	-0.103
0.301	-0.116	0.301	-0.112	0.301	-0.112	0.301	-0.106	0.301	-0.107
0.300	-0.121	0.300	-0.118	0.300	-0.113	0.300	-0.118	0.300	-0.106
0.299	-0.118	0.299	-0.109	0.299	-0.112	0.299	-0.109	0.299	-0.107
0.298	-0.120	0.298	-0.115	0.298	-0.112	0.298	-0.110	0.298	-0.110
0.297	-0.116	0.297	-0.113	0.297	-0.115	0.297	-0.113	0.297	-0.112
0.296	-0.120	0.296	-0.116	0.296	-0.115	0.296	-0.112	0.296	-0.115
0.295	-0.126	0.295	-0.120	0.295	-0.112	0.295	-0.110	0.295	-0.116
0.294	-0.126	0.294	-0.120	0.294	-0.118	0.294	-0.113	0.294	-0.113
0.293	-0.121	0.293	-0.121	0.293	-0.118	0.293	-0.113	0.293	-0.118
0.292	-0.126	0.292	-0.126	0.292	-0.115	0.292	-0.113	0.292	-0.115
0.291	-0.126	0.291	-0.124	0.291	-0.120	0.291	-0.116	0.291	-0.118
0.290	-0.124	0.290	-0.124	0.290	-0.120	0.290	-0.120	0.290	-0.118
0.289	-0.135	0.289	-0.121	0.289	-0.121	0.289	-0.120	0.289	-0.120
0.288	-0.127	0.288	-0.123	0.288	-0.118	0.288	-0.115	0.288	-0.120
0.287	-0.129	0.287	-0.127	0.287	-0.124	0.287	-0.124	0.287	-0.120
0.286	-0.132	0.286	-0.126	0.286	-0.124	0.286	-0.123	0.286	-0.116
0.285	-0.136	0.285	-0.127	0.285	-0.123	0.285	-0.121	0.285	-0.126
0.284	-0.135	0.284	-0.130	0.284	-0.121	0.284	-0.121	0.284	-0.124
0.283	-0.139	0.283	-0.130	0.283	-0.127	0.283	-0.124	0.283	-0.124
0.282	-0.135	0.282	-0.127	0.282	-0.127	0.282	-0.121	0.282	-0.124
0.281	-0.130	0.281	-0.130	0.281	-0.126	0.281	-0.132	0.281	-0.121
0.280	-0.138	0.280	-0.130	0.280	-0.133	0.280	-0.123	0.280	-0.126
0.279	-0.139	0.279	-0.129	0.279	-0.129	0.279	-0.123	0.279	-0.123
0.278	-0.136	0.278	-0.133	0.278	-0.130	0.278	-0.126	0.278	-0.129
0.277	-0.132	0.277	-0.135	0.277	-0.129	0.277	-0.123	0.277	-0.124
0.276	-0.139	0.276	-0.133	0.276	-0.124	0.276	-0.126	0.276	-0.127
0.275	-0.138	0.275	-0.133	0.275	-0.132	0.275	-0.129	0.275	-0.124
0.274	-0.139	0.274	-0.133	0.274	-0.129	0.274	-0.126	0.274	-0.132
0.273	-0.141	0.273	-0.135	0.273	-0.132	0.273	-0.129	0.273	-0.116
0.272	-0.139	0.272	-0.135	0.272	-0.135	0.272	-0.126	0.272	-0.133
0.271	-0.135	0.271	-0.138	0.271	-0.130	0.271	-0.127	0.271	-0.120
0.270	-0.138	0.270	-0.139	0.270	-0.132	0.270	-0.129	0.270	-0.129
0.269	-0.136	0.269	-0.133	0.269	-0.132	0.269	-0.130	0.269	-0.127
0.268	-0.141	0.268	-0.135	0.268	-0.130	0.268	-0.129	0.268	-0.129
0.267	-0.133	0.267	-0.138	0.267	-0.135	0.267	-0.126	0.267	-0.133
0.266	-0.143	0.266	-0.141	0.266	-0.130	0.266	-0.135	0.266	-0.130
0.265	-0.141	0.265	-0.132	0.265	-0.139	0.265	-0.130	0.265	-0.126
0.264	-0.143	0.264	-0.139	0.264	-0.130	0.264	-0.130	0.264	-0.130
0.263	-0.141	0.263	-0.129	0.263	-0.133	0.263	-0.124	0.263	-0.129
0.262	-0.138	0.262	-0.135	0.262	-0.126	0.262	-0.133	0.262	-0.116
0.261	-0.144	0.261	-0.132	0.261	-0.132	0.261	-0.129	0.261	-0.129
0.260	-0.139	0.260	-0.136	0.260	-0.133	0.260	-0.130	0.260	-0.127
0.259	-0.147	0.259	-0.135	0.259	-0.135	0.259	-0.133	0.259	-0.133
0.258	-0.136	0.258	-0.138	0.258	-0.136	0.258	-0.132	0.258	-0.126
0.257	-0.143	0.257	-0.136	0.257	-0.136	0.257	-0.130	0.257	-0.121
0.256	-0.141	0.256	-0.136	0.256	-0.129	0.256	-0.123	0.256	-0.130
0.255	-0.143	0.255	-0.135	0.255	-0.136	0.255	-0.132	0.255	-0.129
0.254	-0.139	0.254	-0.130	0.254	-0.130	0.254	-0.132	0.254	-0.130
0.253	-0.138	0.253	-0.135	0.253	-0.135	0.253	-0.130	0.253	-0.133
0.252	-0.136	0.252	-0.130	0.252	-0.126	0.252	-0.129	0.252	-0.127
0.251	-0.143	0.251	-0.138	0.251	-0.132	0.251	-0.132	0.251	-0.130
0.250	-0.139	0.250	-0.135	0.250	-0.130	0.250	-0.127	0.250	-0.135
0.249	-0.139	0.249	-0.135	0.249	-0.130	0.249	-0.129	0.249	-0.132
0.248	-0.138	0.248	-0.135	0.248	-0.129	0.248	-0.129	0.248	-0.127
0.247	-0.136	0.247	-0.136	0.247	-0.135	0.247	-0.127	0.247	-0.129
0.246	-0.144	0.246	-0.129	0.246	-0.135	0.246	-0.135	0.246	-0.129
0.245	-0.139	0.245	-0.138	0.245	-0.130	0.245	-0.127	0.245	-0.132
0.244	-0.136	0.244	-0.138	0.244	-0.135	0.244	-0.129	0.244	-0.130
0.243	-0.141	0.243	-0.135	0.243	-0.132	0.243	-0.133	0.243	-0.127
0.242	-0.138	0.242	-0.132	0.242	-0.132	0.242	-0.132	0.242	-0.130
0.241	-0.133	0.241	-0.135	0.241	-0.127	0.241	-0.132	0.241	-0.132
0.240	-0.139	0.240	-0.138	0.240	-0.132	0.240	-0.129	0.240	-0.126
0.239	-0.135	0.239	-0.139	0.239	-0.132	0.239	-0.127	0.239	-0.135
0.238	-0.136	0.238	-0.135	0.238	-0.135	0.238	-0.129	0.238	-0.132
0.237	-0.139	0.237	-0.143	0.237	-0.126	0.237	-0.127	0.237	-0.129
0.236	-0.138	0.236	-0.132	0.236	-0.132	0.236	-0.135	0.236	-0.130
0.235	-0.139	0.235	-0.139	0.235	-0.132	0.235	-0.130	0.235	-0.132
0.234	-0.127	0.234	-0.130	0.234	-0.138	0.234	-0.130	0.234	-0.129
0.233	-0.136	0.233	-0.130	0.233	-0.143	0.233	-0.133	0.233	-0.133
0.232	-0.143	0.232	-0.130	0.232	-0.130	0.232	-0.132	0.232	-0.129
0.231	-0.136	0.231	-0.135	0.231	-0.130	0.231	-0.133	0.231	-0.132
0.230	-0.139	0.230	-0.138	0.230	-0.133	0.230	-0.132	0.230	-0.127
0.229	-0.144	0.229	-0.132	0.229	-0.132	0.229	-0.133	0.229	-0.129
0.228	-0.138	0.228	-0.132	0.228	-0.136	0.228	-0.130	0.228	-0.135
0.227	-0.138	0.227	-0.135	0.227	-0.133	0.227	-0.133	0.227	-0.135
0.226	-0.138	0.226	-0.135	0.226	-0.130	0.226	-0.133	0.226	-0.126
0.225	-0.138	0.225	-0.135	0.225	-0.130	0.225	-0.135	0.225	-0.132
0.224	-0.144	0.224	-0.129	0.224	-0.135	0.224	-0.132	0.224	-0.132
0.223	-0.143	0.223	-0.139	0.223	-0.136	0.223	-0.130	0.223	-0.126
0.222	-0.133	0.222	-0.139	0.222	-0.136	0.222	-0.130	0.222	-0.132
0.221	-0.141	0.221	-0.141	0.221	-0.133	0.221	-0.138	0.221	-0.133
0.220	-0.136	0.220	-0.138	0.220	-0.136	0.220	-0.132	0.220	-0.133
0.219	-0.146	0.219	-0.138	0.219	-0.133	0.219	-0.132	0.219	-0.130
0.218	-0.139	0.218	-0.139	0.218	-0.136	0.218	-0.127	0.218	-0.133
0.217	-0.143	0.217	-0.135	0.217	-0.138	0.217	-0.132	0.217	-0.132
0.216	-0.146	0.216	-0.143	0.216	-0.135	0.216	-0.132	0.216	-0.136
0.215	-0.144	0.215	-0.144	0.215	-0.138	0.215	-0.143	0.215	-0.139
0.214	-0.139	0.214	-0.141	0.214	-0.139	0.214	-0.136	0.214	-0.139
0.213	-0.147	0.213	-0.136	0.213	-0.138	0.213	-0.133	0.213	-0.139
0.212	-0.139	0.212	-0.139	0.212	-0.138	0.212	-0.138	0.212	-0.141
0.211	-0.143	0.211	-0.146	0.211	-0.141	0.211	-0.139	0.211	-0.139
0.210	-0.147	0.210	-0.143	0.210	-0.141	0.210	-0.138	0.210	-0.133
0.209	-0.144	0.209	-0.143	0.209	-0.150	0.209	-0.136	0.209	-0.139
0.208	-0.141	0.208	-0.143	0.208	-0.141	0.208	-0.139	0.208	-0.146
0.207	-0.152	0.207	-0.149	0.207	-0.144	0.207	-0.144	0.207	-0.141
0.206	-0.149	0.206	-0.143	0.206	-0.149	0.206	-0.141	0.206	-0.143
0.205	-0.143	0.205	-0.147	0.205	-0.149	0.205	-0.149	0.205	-0.143
0.204	-0.158	0.204	-0.147	0.204	-0.141	0.204	-0.143	0.204	-0.147
0.203	-0.152	0.203	-0.143	0.203	-0.147	0.203	-0.152	0.203	-0.149
0.202	-0.158	0.202	-0.144	0.202	-0.143	0.202	-0.141	0.202	-0.149
0.201	-0.150	0.201	-0.155	0.201	-0.149	0.201	-0.144	0.201	-0.146
0.200	-0.155	0.200	-0.152	0.200	-0.153	0.200	-0.144	0.200	-0.149
0.199	-0.156	0.199	-0.152	0.199	-0.141	0.199	-0.147	0.199	-0.152
0.198	-0.155	0.198	-0.155	0.198	-0.150	0.198	-0.141	0.198	-0.152
0.197	-0.162	0.197	-0.153	0.197	-0.152	0.197	-0.146	0.197	-0.150
0.196	-0.158	0.196	-0.153	0.196	-0.155	0.196	-0.152	0.196	-0.144
0.195	-0.162	0.195	-0.164	0.195	-0.161	0.195	-0.155	0.195	-0.155
0.194	-0.166	0.194	-0.153	0.194	-0.152	0.194	-0.153	0.194	-0.153
0.193	-0.166	0.193	-0.162	0.193	-0.158	0.193	-0.150	0.193	-0.158
0.192	-0.164	0.192	-0.159	0.192	-0.159	0.192	-0.156	0.192	-0.155
0.191	-0.164	0.191	-0.161	0.191	-0.162	0.191	-0.155	0.191	-0.158
0.190	-0.167	0.190	-0.169	0.190	-0.162	0.190	-0.161	0.190	-0.155
0.189	-0.172	0.189	-0.169	0.189	-0.155	0.189	-0.155	0.189	-0.156
0.188	-0.169	0.188	-0.169	0.188	-0.164	0.188	-0.164	0.188	-0.167
0.187	-0.170	0.187	-0.170	0.187	-0.169	0.187	-0.170	0.187	-0.166
0.186	-0.178	0.186	-0.173	0.186	-0.170	0.186	-0.166	0.186	-0.169
0.185	-0.175	0.185	-0.170	0.185	-0.170	0.185	-0.166	0.185	-0.164
0.184	-0.178	0.184	-0.175	0.184	-0.170	0.184	-0.170	0.184	-0.172
0.183	-0.178	0.183	-0.182	0.183	-0.173	0.183	-0.170	0.183	-0.173
0.182	-0.185	0.182	-0.176	0.182	-0.178	0.182	-0.170	0.182	-0.167
0.181	-0.189	0.181	-0.179	0.181	-0.178	0.181	-0.172	0.181	-0.176
0.180	-0.184	0.180	-0.189	0.180	-0.179	0.180	-0.178	0.180	-0.178
0.179	-0.192	0.179	-0.192	0.179	-0.184	0.179	-0.182	0.179	-0.176
0.178	-0.195	0.178	-0.185	0.178	-0.185	0.178	-0.182	0.178	-0.182
0.177	-0.189	0.177	-0.189	0.177	-0.187	0.177	-0.181	0.177	-0.187
0.176	-0.196	0.176	-0.196	0.176	-0.184	0.176	-0.185	0.176	-0.189
0.175	-0.196	0.175	-0.189	0.175	-0.192	0.175	-0.187	0.175	-0.189
0.174	-0.198	0.174	-0.198	0.174	-0.193	0.174	-0.196	0.174	-0.189
0.173	-0.204	0.173	-0.198	0.173	-0.195	0.173	-0.196	0.173	-0.189
0.172	-0.204	0.172	-0.201	0.172	-0.201	0.172	-0.192	0.172	-0.193
0.171	-0.212	0.171	-0.210	0.171	-0.204	0.171	-0.198	0.171	-0.196
0.170	-0.208	0.170	-0.210	0.170	-0.199	0.170	-0.199	0.170	-0.201
0.169	-0.213	0.169	-0.207	0.169	-0.202	0.169	-0.207	0.169	-0.202
0.168	-0.218	0.168	-0.216	0.168	-0.213	0.168	-0.208	0.168	-0.202
0.167	-0.219	0.167	-0.218	0.167	-0.208	0.167	-0.205	0.167	-0.207
0.166	-0.221	0.166	-0.215	0.166	-0.207	0.166	-0.212	0.166	-0.204
0.165	-0.230	0.165	-0.224	0.165	-0.218	0.165	-0.215	0.165	-0.213
0.164	-0.235	0.164	-0.225	0.164	-0.224	0.164	-0.218	0.164	-0.221
0.163	-0.225	0.163	-0.236	0.163	-0.225	0.163	-0.222	0.163	-0.219
0.162	-0.239	0.162	-0.236	0.162	-0.233	0.162	-0.227	0.162	-0.222
0.161	-0.245	0.161	-0.235	0.161	-0.236	0.161	-0.228	0.161	-0.228
0.160	-0.251	0.160	-0.241	0.160	-0.235	0.160	-0.238	0.160	-0.231
0.159	-0.245	0.159	-0.245	0.159	-0.247	0.159	-0.236	0.159	-0.235
0.158	-0.248	0.158	-0.248	0.158	-0.242	0.158	-0.241	0.158	-0.238
0.157	-0.259	0.157	-0.251	0.157	-0.245	0.157	-0.245	0.157	-0.241
0.156	-0.259	0.156	-0.261	0.156	-0.250	0.156	-0.245	0.156	-0.245
0.155	-0.264	0.155	-0.262	0.155	-0.256	0.155	-0.248	0.155	-0.247
0.154	-0.270	0.154	-0.267	0.154	-0.265	0.154	-0.253	0.154	-0.248
0.153	-0.274	0.153	-0.265	0.153	-0.264	0.153	-0.258	0.153	-0.256
0.152	-0.279	0.152	-0.270	0.152	-0.270	0.152	-0.261	0.152	-0.261
0.151	-0.281	0.151	-0.281	0.151	-0.274	0.151	-0.267	0.151	-0.264
0.150	-0.284	0.150	-0.285	0.150	-0.271	0.150	-0.273	0.150	-0.270
0.149	-0.290	0.149	-0.285	0.149	-0.281	0.149	-0.274	0.149	-0.276
0.148	-0.301	0.148	-0.291	0.148	-0.285	0.148	-0.279	0.148	-0.273
0.147	-0.302	0.147	-0.297	0.147	-0.291	0.147	-0.284	0.147	-0.284
0.146	-0.299	0.146	-0.302	0.146	-0.294	0.146	-0.285	0.146	-0.285
0.145	-0.305	0.145	-0.302	0.145	-0.301	0.145	-0.296	0.145	-0.288
0.144	-0.313	0.144	-0.316	0.144	-0.305	0.144	-0.301	0.144	-0.291
0.143	-0.322	0.143	-0.319	0.143	-0.310	0.143	-0.304	0.143	-0.302
0.142	-0.327	0.142	-0.322	0.142	-0.313	0.142	-0.310	0.142	-0.307
0.141	-0.330	0.141	-0.331	0.141	-0.322	0.141	-0.311	0.141	-0.310
