E /V	I /uA	E /V	I /uA	E /V	I /uA
0.442	0.213	0.442	0.189	0.442	0.187
0.443	0.209	0.443	0.187	0.443	0.176
0.444	0.207	0.444	0.189	0.444	0.183
0.445	0.209	0.445	0.190	0.445	0.181
0.446	0.212	0.446	0.192	0.446	0.180
0.447	0.206	0.447	0.195	0.447	0.183
0.448	0.213	0.448	0.195	0.448	0.181
0.449	0.212	0.449	0.196	0.449	0.183
0.450	0.206	0.450	0.192	0.450	0.183
0.451	0.213	0.451	0.192	0.451	0.187
0.452	0.210	0.452	0.196	0.452	0.181
0.453	0.207	0.453	0.189	0.453	0.184
0.454	0.215	0.454	0.192	0.454	0.190
0.455	0.212	0.455	0.195	0.455	0.184
0.456	0.213	0.456	0.192	0.456	0.186
0.457	0.210	0.457	0.196	0.457	0.187
0.458	0.212	0.458	0.193	0.458	0.180
0.459	0.213	0.459	0.189	0.459	0.189
0.460	0.216	0.460	0.198	0.460	0.184
0.461	0.218	0.461	0.192	0.461	0.190
0.462	0.210	0.462	0.199	0.462	0.189
0.463	0.215	0.463	0.187	0.463	0.189
0.464	0.209	0.464	0.193	0.464	0.186
0.465	0.218	0.465	0.199	0.465	0.189
0.466	0.210	0.466	0.201	0.466	0.196
0.467	0.219	0.467	0.203	0.467	0.190
0.468	0.218	0.468	0.203	0.468	0.198
0.469	0.213	0.469	0.201	0.469	0.195
0.470	0.221	0.470	0.198	0.470	0.195
0.471	0.224	0.471	0.204	0.471	0.196
0.472	0.222	0.472	0.206	0.472	0.193
0.473	0.224	0.473	0.204	0.473	0.193
0.474	0.235	0.474	0.203	0.474	0.195
0.475	0.227	0.475	0.206	0.475	0.196
0.476	0.222	0.476	0.209	0.476	0.196
0.477	0.226	0.477	0.213	0.477	0.198
0.478	0.229	0.478	0.216	0.478	0.203
0.479	0.224	0.479	0.210	0.479	0.199
0.480	0.227	0.480	0.215	0.480	0.206
0.481	0.229	0.481	0.219	0.481	0.213
0.482	0.236	0.482	0.215	0.482	0.207
0.483	0.235	0.483	0.219	0.483	0.210
0.484	0.236	0.484	0.218	0.484	0.207
0.485	0.244	0.485	0.219	0.485	0.219
0.486	0.239	0.486	0.221	0.486	0.216
0.487	0.242	0.487	0.226	0.487	0.219
0.488	0.245	0.488	0.226	0.488	0.222
0.489	0.245	0.489	0.229	0.489	0.221
0.490	0.250	0.490	0.235	0.490	0.224
0.491	0.253	0.491	0.236	0.491	0.233
0.492	0.255	0.492	0.236	0.492	0.233
0.493	0.262	0.493	0.239	0.493	0.227
0.494	0.262	0.494	0.238	0.494	0.235
0.495	0.267	0.495	0.242	0.495	0.239
0.496	0.265	0.496	0.249	0.496	0.241
0.497	0.268	0.497	0.253	0.497	0.245
0.498	0.273	0.498	0.249	0.498	0.245
0.499	0.276	0.499	0.259	0.499	0.255
0.500	0.186	0.500	0.172	0.500	0.161
0.499	0.089	0.499	0.061	0.499	0.065
0.498	0.012	0.498	-0.008	0.498	-0.005
0.497	-0.032	0.497	-0.052	0.497	-0.055
0.496	-0.075	0.496	-0.086	0.496	-0.087
0.495	-0.095	0.495	-0.103	0.495	-0.104
0.494	-0.106	0.494	-0.116	0.494	-0.123
0.493	-0.124	0.493	-0.135	0.493	-0.130
0.492	-0.132	0.492	-0.141	0.492	-0.141
0.491	-0.141	0.491	-0.143	0.491	-0.143
0.490	-0.144	0.490	-0.153	0.490	-0.150
0.489	-0.143	0.489	-0.146	0.489	-0.150
0.488	-0.153	0.488	-0.155	0.488	-0.156
0.487	-0.150	0.487	-0.155	0.487	-0.156
0.486	-0.150	0.486	-0.155	0.486	-0.156
0.485	-0.146	0.485	-0.155	0.485	-0.162
0.484	-0.155	0.484	-0.158	0.484	-0.158
0.483	-0.153	0.483	-0.155	0.483	-0.162
0.482	-0.152	0.482	-0.159	0.482	-0.156
0.481	-0.155	0.481	-0.152	0.481	-0.161
0.480	-0.156	0.480	-0.158	0.480	-0.152
0.479	-0.150	0.479	-0.162	0.479	-0.156
0.478	-0.153	0.478	-0.155	0.478	-0.158
0.477	-0.147	0.477	-0.155	0.477	-0.158
0.476	-0.156	0.476	-0.159	0.476	-0.156
0.475	-0.150	0.475	-0.152	0.475	-0.149
0.474	-0.152	0.474	-0.153	0.474	-0.158
0.473	-0.150	0.473	-0.153	0.473	-0.155
0.472	-0.153	0.472	-0.156	0.472	-0.155
0.471	-0.149	0.471	-0.153	0.471	-0.152
0.470	-0.158	0.470	-0.153	0.470	-0.155
0.469	-0.150	0.469	-0.153	0.469	-0.155
0.468	-0.144	0.468	-0.153	0.468	-0.152
0.467	-0.152	0.467	-0.155	0.467	-0.150
0.466	-0.152	0.466	-0.149	0.466	-0.152
0.465	-0.150	0.465	-0.156	0.465	-0.152
0.464	-0.152	0.464	-0.153	0.464	-0.153
0.463	-0.146	0.463	-0.155	0.463	-0.149
0.462	-0.149	0.462	-0.159	0.462	-0.153
0.461	-0.149	0.461	-0.152	0.461	-0.155
0.460	-0.159	0.460	-0.152	0.460	-0.155
0.459	-0.152	0.459	-0.155	0.459	-0.152
0.458	-0.155	0.458	-0.155	0.458	-0.158
0.457	-0.152	0.457	-0.156	0.457	-0.155
0.456	-0.159	0.456	-0.152	0.456	-0.155
0.455	-0.155	0.455	-0.153	0.455	-0.153
0.454	-0.152	0.454	-0.159	0.454	-0.149
0.453	-0.153	0.453	-0.152	0.453	-0.156
0.452	-0.149	0.452	-0.152	0.452	-0.153
0.451	-0.156	0.451	-0.150	0.451	-0.156
0.450	-0.155	0.450	-0.153	0.450	-0.156
0.449	-0.152	0.449	-0.147	0.449	-0.149
0.448	-0.149	0.448	-0.150	0.448	-0.146
0.447	-0.150	0.447	-0.155	0.447	-0.158
0.446	-0.156	0.446	-0.155	0.446	-0.153
0.445	-0.150	0.445	-0.150	0.445	-0.153
0.444	-0.152	0.444	-0.152	0.444	-0.150
0.443	-0.149	0.443	-0.153	0.443	-0.152
0.442	-0.150	0.442	-0.158	0.442	-0.150
0.441	-0.155	0.441	-0.149	0.441	-0.152
0.440	-0.152	0.440	-0.156	0.440	-0.153
0.439	-0.159	0.439	-0.162	0.439	-0.153
0.438	-0.152	0.438	-0.150	0.438	-0.155
0.437	-0.155	0.437	-0.150	0.437	-0.150
0.436	-0.150	0.436	-0.155	0.436	-0.150
0.435	-0.156	0.435	-0.156	0.435	-0.153
0.434	-0.156	0.434	-0.156	0.434	-0.159
0.433	-0.156	0.433	-0.159	0.433	-0.159
0.432	-0.153	0.432	-0.156	0.432	-0.161
0.431	-0.153	0.431	-0.162	0.431	-0.156
0.430	-0.158	0.430	-0.153	0.430	-0.152
0.429	-0.155	0.429	-0.153	0.429	-0.159
0.428	-0.156	0.428	-0.156	0.428	-0.159
0.427	-0.161	0.427	-0.158	0.427	-0.158
0.426	-0.158	0.426	-0.159	0.426	-0.159
0.425	-0.162	0.425	-0.162	0.425	-0.156
0.424	-0.161	0.424	-0.159	0.424	-0.162
0.423	-0.159	0.423	-0.162	0.423	-0.162
0.422	-0.162	0.422	-0.164	0.422	-0.158
0.421	-0.161	0.421	-0.162	0.421	-0.161
0.420	-0.164	0.420	-0.161	0.420	-0.167
0.419	-0.158	0.419	-0.161	0.419	-0.161
0.418	-0.161	0.418	-0.161	0.418	-0.162
0.417	-0.161	0.417	-0.166	0.417	-0.162
0.416	-0.161	0.416	-0.161	0.416	-0.161
0.415	-0.167	0.415	-0.164	0.415	-0.159
0.414	-0.164	0.414	-0.164	0.414	-0.164
0.413	-0.162	0.413	-0.161	0.413	-0.166
0.412	-0.167	0.412	-0.164	0.412	-0.162
0.411	-0.159	0.411	-0.166	0.411	-0.161
0.410	-0.164	0.410	-0.167	0.410	-0.166
0.409	-0.167	0.409	-0.158	0.409	-0.162
0.408	-0.167	0.408	-0.164	0.408	-0.164
0.407	-0.162	0.407	-0.162	0.407	-0.166
0.406	-0.169	0.406	-0.164	0.406	-0.162
0.405	-0.169	0.405	-0.166	0.405	-0.161
0.404	-0.169	0.404	-0.167	0.404	-0.166
0.403	-0.175	0.403	-0.162	0.403	-0.164
0.402	-0.167	0.402	-0.164	0.402	-0.164
0.401	-0.172	0.401	-0.169	0.401	-0.164
0.400	-0.169	0.400	-0.167	0.400	-0.167
0.399	-0.170	0.399	-0.166	0.399	-0.164
0.398	-0.176	0.398	-0.169	0.398	-0.159
0.397	-0.170	0.397	-0.164	0.397	-0.162
0.396	-0.166	0.396	-0.169	0.396	-0.166
0.395	-0.170	0.395	-0.164	0.395	-0.169
0.394	-0.176	0.394	-0.170	0.394	-0.167
0.393	-0.170	0.393	-0.175	0.393	-0.169
0.392	-0.172	0.392	-0.162	0.392	-0.172
0.391	-0.172	0.391	-0.167	0.391	-0.164
0.390	-0.176	0.390	-0.167	0.390	-0.162
0.389	-0.172	0.389	-0.167	0.389	-0.167
0.388	-0.170	0.388	-0.166	0.388	-0.162
0.387	-0.173	0.387	-0.172	0.387	-0.162
0.386	-0.170	0.386	-0.172	0.386	-0.167
0.385	-0.172	0.385	-0.170	0.385	-0.167
0.384	-0.173	0.384	-0.170	0.384	-0.172
0.383	-0.178	0.383	-0.170	0.383	-0.170
0.382	-0.172	0.382	-0.175	0.382	-0.169
0.381	-0.164	0.381	-0.172	0.381	-0.164
0.380	-0.173	0.380	-0.170	0.380	-0.169
0.379	-0.176	0.379	-0.166	0.379	-0.169
0.378	-0.179	0.378	-0.176	0.378	-0.172
0.377	-0.176	0.377	-0.178	0.377	-0.169
0.376	-0.181	0.376	-0.173	0.376	-0.172
0.375	-0.184	0.375	-0.175	0.375	-0.166
0.374	-0.185	0.374	-0.179	0.374	-0.173
0.373	-0.179	0.373	-0.175	0.373	-0.175
0.372	-0.185	0.372	-0.182	0.372	-0.170
0.371	-0.184	0.371	-0.182	0.371	-0.176
0.370	-0.185	0.370	-0.176	0.370	-0.176
0.369	-0.187	0.369	-0.181	0.369	-0.179
0.368	-0.192	0.368	-0.184	0.368	-0.182
0.367	-0.182	0.367	-0.179	0.367	-0.179
0.366	-0.195	0.366	-0.185	0.366	-0.181
0.365	-0.192	0.365	-0.187	0.365	-0.182
0.364	-0.190	0.364	-0.187	0.364	-0.182
0.363	-0.198	0.363	-0.190	0.363	-0.184
0.362	-0.196	0.362	-0.185	0.362	-0.182
0.361	-0.199	0.361	-0.193	0.361	-0.189
0.360	-0.202	0.360	-0.195	0.360	-0.181
0.359	-0.202	0.359	-0.199	0.359	-0.187
0.358	-0.208	0.358	-0.195	0.358	-0.189
0.357	-0.205	0.357	-0.195	0.357	-0.195
0.356	-0.210	0.356	-0.202	0.356	-0.190
0.355	-0.213	0.355	-0.207	0.355	-0.202
0.354	-0.216	0.354	-0.205	0.354	-0.196
0.353	-0.219	0.353	-0.207	0.353	-0.205
0.352	-0.221	0.352	-0.218	0.352	-0.201
0.351	-0.227	0.351	-0.218	0.351	-0.205
0.350	-0.228	0.350	-0.218	0.350	-0.216
0.349	-0.231	0.349	-0.219	0.349	-0.213
0.348	-0.236	0.348	-0.225	0.348	-0.213
0.347	-0.236	0.347	-0.231	0.347	-0.225
0.346	-0.239	0.346	-0.238	0.346	-0.224
0.345	-0.247	0.345	-0.241	0.345	-0.225
0.344	-0.254	0.344	-0.241	0.344	-0.227
0.343	-0.258	0.343	-0.238	0.343	-0.235
0.342	-0.265	0.342	-0.251	0.342	-0.238
0.341	-0.264	0.341	-0.253	0.341	-0.236
0.340	-0.267	0.340	-0.261	0.340	-0.250
0.339	-0.268	0.339	-0.259	0.339	-0.251
0.338	-0.281	0.338	-0.267	0.338	-0.258
0.337	-0.288	0.337	-0.274	0.337	-0.258
0.336	-0.296	0.336	-0.281	0.336	-0.268
0.335	-0.301	0.335	-0.282	0.335	-0.270
0.334	-0.307	0.334	-0.287	0.334	-0.271
0.333	-0.308	0.333	-0.291	0.333	-0.281
0.332	-0.319	0.332	-0.301	0.332	-0.288
0.331	-0.328	0.331	-0.308	0.331	-0.294
0.330	-0.331	0.330	-0.319	0.330	-0.297
0.329	-0.340	0.329	-0.314	0.329	-0.305
0.328	-0.350	0.328	-0.328	0.328	-0.314
0.327	-0.359	0.327	-0.336	0.327	-0.310
0.326	-0.363	0.326	-0.343	0.326	-0.324
0.325	-0.371	0.325	-0.348	0.325	-0.333
0.324	-0.373	0.324	-0.353	0.324	-0.337
0.323	-0.393	0.323	-0.368	0.323	-0.350
0.322	-0.396	0.322	-0.371	0.322	-0.350
0.321	-0.403	0.321	-0.376	0.321	-0.354
0.320	-0.412	0.320	-0.385	0.320	-0.362
0.319	-0.419	0.319	-0.393	0.319	-0.373
0.318	-0.428	0.318	-0.397	0.318	-0.382
0.317	-0.434	0.317	-0.405	0.317	-0.382
0.316	-0.439	0.316	-0.409	0.316	-0.386
0.315	-0.451	0.315	-0.417	0.315	-0.397
0.314	-0.454	0.314	-0.417	0.314	-0.400
0.313	-0.454	0.313	-0.428	0.313	-0.397
0.312	-0.460	0.312	-0.434	0.312	-0.405
0.311	-0.469	0.311	-0.440	0.311	-0.409
0.310	-0.472	0.310	-0.448	0.310	-0.417
0.309	-0.472	0.309	-0.435	0.309	-0.416
0.308	-0.478	0.308	-0.451	0.308	-0.420
0.307	-0.478	0.307	-0.449	0.307	-0.420
0.306	-0.474	0.306	-0.443	0.306	-0.423
0.305	-0.481	0.305	-0.440	0.305	-0.419
0.304	-0.472	0.304	-0.435	0.304	-0.414
0.303	-0.469	0.303	-0.443	0.303	-0.417
0.302	-0.465	0.302	-0.440	0.302	-0.419
0.301	-0.463	0.301	-0.434	0.301	-0.412
0.300	-0.457	0.300	-0.432	0.300	-0.408
0.299	-0.457	0.299	-0.431	0.299	-0.411
0.298	-0.449	0.298	-0.425	0.298	-0.403
0.297	-0.448	0.297	-0.419	0.297	-0.397
0.296	-0.443	0.296	-0.428	0.296	-0.397
0.295	-0.435	0.295	-0.419	0.295	-0.394
0.294	-0.428	0.294	-0.416	0.294	-0.394
0.293	-0.426	0.293	-0.406	0.293	-0.388
0.292	-0.419	0.292	-0.405	0.292	-0.388
0.291	-0.420	0.291	-0.409	0.291	-0.388
0.290	-0.420	0.290	-0.402	0.290	-0.385
0.289	-0.409	0.289	-0.399	0.289	-0.380
0.288	-0.408	0.288	-0.399	0.288	-0.374
0.287	-0.412	0.287	-0.397	0.287	-0.377
0.286	-0.403	0.286	-0.402	0.286	-0.380
0.285	-0.409	0.285	-0.388	0.285	-0.374
0.284	-0.402	0.284	-0.391	0.284	-0.376
0.283	-0.400	0.283	-0.389	0.283	-0.374
0.282	-0.399	0.282	-0.385	0.282	-0.373
0.281	-0.396	0.281	-0.385	0.281	-0.374
0.280	-0.399	0.280	-0.383	0.280	-0.371
0.279	-0.393	0.279	-0.385	0.279	-0.368
0.278	-0.393	0.278	-0.379	0.278	-0.373
0.277	-0.393	0.277	-0.382	0.277	-0.370
0.276	-0.393	0.276	-0.383	0.276	-0.371
0.275	-0.397	0.275	-0.385	0.275	-0.377
0.274	-0.394	0.274	-0.380	0.274	-0.370
0.273	-0.385	0.273	-0.380	0.273	-0.366
0.272	-0.386	0.272	-0.379	0.272	-0.366
0.271	-0.388	0.271	-0.379	0.271	-0.368
0.270	-0.382	0.270	-0.376	0.270	-0.368
0.269	-0.380	0.269	-0.379	0.269	-0.365
0.268	-0.386	0.268	-0.376	0.268	-0.363
0.267	-0.388	0.267	-0.370	0.267	-0.365
0.266	-0.385	0.266	-0.377	0.266	-0.370
0.265	-0.383	0.265	-0.377	0.265	-0.370
0.264	-0.386	0.264	-0.373	0.264	-0.359
0.263	-0.383	0.263	-0.374	0.263	-0.368
0.262	-0.379	0.262	-0.371	0.262	-0.362
0.261	-0.380	0.261	-0.371	0.261	-0.360
0.260	-0.380	0.260	-0.370	0.260	-0.362
0.259	-0.388	0.259	-0.377	0.259	-0.368
0.258	-0.382	0.258	-0.376	0.258	-0.357
0.257	-0.377	0.257	-0.365	0.257	-0.359
0.256	-0.377	0.256	-0.368	0.256	-0.353
0.255	-0.376	0.255	-0.368	0.255	-0.363
0.254	-0.382	0.254	-0.366	0.254	-0.357
0.253	-0.379	0.253	-0.366	0.253	-0.351
0.252	-0.377	0.252	-0.371	0.252	-0.359
0.251	-0.374	0.251	-0.365	0.251	-0.362
0.250	-0.376	0.250	-0.368	0.250	-0.360
0.249	-0.379	0.249	-0.362	0.249	-0.359
0.248	-0.370	0.248	-0.365	0.248	-0.356
0.247	-0.376	0.247	-0.368	0.247	-0.357
0.246	-0.377	0.246	-0.368	0.246	-0.354
0.245	-0.380	0.245	-0.363	0.245	-0.360
0.244	-0.377	0.244	-0.366	0.244	-0.354
0.243	-0.383	0.243	-0.366	0.243	-0.362
0.242	-0.376	0.242	-0.368	0.242	-0.357
0.241	-0.379	0.241	-0.366	0.241	-0.359
0.240	-0.383	0.240	-0.366	0.240	-0.366
0.239	-0.385	0.239	-0.370	0.239	-0.368
0.238	-0.386	0.238	-0.373	0.238	-0.371
0.237	-0.386	0.237	-0.374	0.237	-0.368
0.236	-0.393	0.236	-0.377	0.236	-0.368
0.235	-0.393	0.235	-0.377	0.235	-0.379
0.234	-0.396	0.234	-0.389	0.234	-0.374
0.233	-0.399	0.233	-0.386	0.233	-0.377
0.232	-0.403	0.232	-0.393	0.232	-0.386
0.231	-0.409	0.231	-0.400	0.231	-0.391
0.230	-0.414	0.230	-0.405	0.230	-0.394
0.229	-0.419	0.229	-0.403	0.229	-0.396
0.228	-0.425	0.228	-0.412	0.228	-0.400
0.227	-0.435	0.227	-0.416	0.227	-0.408
0.226	-0.432	0.226	-0.423	0.226	-0.403
0.225	-0.439	0.225	-0.426	0.225	-0.416
0.224	-0.446	0.224	-0.431	0.224	-0.423
0.223	-0.451	0.223	-0.437	0.223	-0.425
0.222	-0.463	0.222	-0.451	0.222	-0.432
0.221	-0.463	0.221	-0.458	0.221	-0.440
0.220	-0.471	0.220	-0.457	0.220	-0.449
0.219	-0.485	0.219	-0.465	0.219	-0.455
0.218	-0.491	0.218	-0.475	0.218	-0.462
0.217	-0.497	0.217	-0.478	0.217	-0.469
0.216	-0.504	0.216	-0.488	0.216	-0.472
0.215	-0.515	0.215	-0.495	0.215	-0.481
0.214	-0.524	0.214	-0.498	0.214	-0.494
0.213	-0.529	0.213	-0.514	0.213	-0.498
0.212	-0.538	0.212	-0.521	0.212	-0.504
0.211	-0.550	0.211	-0.532	0.211	-0.514
0.210	-0.549	0.210	-0.529	0.210	-0.520
0.209	-0.563	0.209	-0.541	0.209	-0.517
0.208	-0.560	0.208	-0.549	0.208	-0.529
0.207	-0.574	0.207	-0.557	0.207	-0.538
0.206	-0.580	0.206	-0.558	0.206	-0.541
0.205	-0.586	0.205	-0.566	0.205	-0.543
0.204	-0.590	0.204	-0.567	0.204	-0.549
0.203	-0.600	0.203	-0.578	0.203	-0.563
0.202	-0.601	0.202	-0.580	0.202	-0.569
0.201	-0.598	0.201	-0.584	0.201	-0.566
0.200	-0.607	0.200	-0.589	0.200	-0.570
0.199	-0.623	0.199	-0.600	0.199	-0.580
0.198	-0.616	0.198	-0.601	0.198	-0.581
0.197	-0.624	0.197	-0.604	0.197	-0.586
0.196	-0.623	0.196	-0.606	0.196	-0.586
0.195	-0.638	0.195	-0.618	0.195	-0.597
0.194	-0.641	0.194	-0.623	0.194	-0.601
0.193	-0.644	0.193	-0.615	0.193	-0.600
0.192	-0.646	0.192	-0.623	0.192	-0.600
0.191	-0.650	0.191	-0.624	0.191	-0.604
0.190	-0.641	0.190	-0.623	0.190	-0.607
0.189	-0.646	0.189	-0.626	0.189	-0.607
0.188	-0.655	0.188	-0.635	0.188	-0.615
0.187	-0.662	0.187	-0.629	0.187	-0.610
0.186	-0.661	0.186	-0.641	0.186	-0.615
0.185	-0.664	0.185	-0.635	0.185	-0.615
0.184	-0.658	0.184	-0.635	0.184	-0.618
0.183	-0.666	0.183	-0.638	0.183	-0.612
0.182	-0.662	0.182	-0.639	0.182	-0.615
0.181	-0.670	0.181	-0.635	0.181	-0.615
0.180	-0.672	0.180	-0.643	0.180	-0.623
0.179	-0.673	0.179	-0.641	0.179	-0.623
0.178	-0.675	0.178	-0.644	0.178	-0.618
0.177	-0.656	0.177	-0.649	0.177	-0.618
0.176	-0.670	0.176	-0.646	0.176	-0.620
0.175	-0.667	0.175	-0.647	0.175	-0.623
0.174	-0.679	0.174	-0.647	0.174	-0.627
0.173	-0.675	0.173	-0.646	0.173	-0.626
0.172	-0.670	0.172	-0.649	0.172	-0.624
0.171	-0.679	0.171	-0.650	0.171	-0.623
0.170	-0.678	0.170	-0.646	0.170	-0.623
0.169	-0.676	0.169	-0.644	0.169	-0.629
0.168	-0.676	0.168	-0.650	0.168	-0.624
0.167	-0.675	0.167	-0.652	0.167	-0.630
0.166	-0.687	0.166	-0.647	0.166	-0.626
0.165	-0.676	0.165	-0.652	0.165	-0.630
0.164	-0.682	0.164	-0.664	0.164	-0.639
0.163	-0.682	0.163	-0.666	0.163	-0.636
0.162	-0.679	0.162	-0.659	0.162	-0.635
0.161	-0.689	0.161	-0.662	0.161	-0.639
0.160	-0.690	0.160	-0.662	0.160	-0.643
0.159	-0.696	0.159	-0.667	0.159	-0.646
0.158	-0.693	0.158	-0.664	0.158	-0.650
0.157	-0.695	0.157	-0.669	0.157	-0.650
0.156	-0.698	0.156	-0.673	0.156	-0.656
0.155	-0.710	0.155	-0.682	0.155	-0.670
0.154	-0.708	0.154	-0.681	0.154	-0.659
0.153	-0.708	0.153	-0.690	0.153	-0.661
0.152	-0.718	0.152	-0.690	0.152	-0.670
0.151	-0.724	0.151	-0.696	0.151	-0.679
0.150	-0.728	0.150	-0.704	0.150	-0.676
0.149	-0.727	0.149	-0.713	0.149	-0.682
0.148	-0.741	0.148	-0.712	0.148	-0.693
0.147	-0.745	0.147	-0.722	0.147	-0.699
0.146	-0.750	0.146	-0.725	0.146	-0.704
0.145	-0.750	0.145	-0.722	0.145	-0.702
0.144	-0.762	0.144	-0.739	0.144	-0.718
0.143	-0.770	0.143	-0.742	0.143	-0.718
0.142	-0.770	0.142	-0.747	0.142	-0.725
0.141	-0.782	0.141	-0.756	0.141	-0.735
0.140	-0.790	0.140	-0.758	0.140	-0.731
0.139	-0.799	0.139	-0.770	0.139	-0.750
0.138	-0.800	0.138	-0.774	0.138	-0.754
0.137	-0.805	0.137	-0.777	0.137	-0.756
0.136	-0.823	0.136	-0.787	0.136	-0.767
0.135	-0.827	0.135	-0.797	0.135	-0.777
0.134	-0.830	0.134	-0.802	0.134	-0.777
0.133	-0.837	0.133	-0.810	0.133	-0.794
0.132	-0.848	0.132	-0.817	0.132	-0.791
0.131	-0.866	0.131	-0.846	0.131	-0.817
0.130	-0.866	0.130	-0.834	0.130	-0.813
0.129	-0.874	0.129	-0.843	0.129	-0.822
0.128	-0.880	0.128	-0.853	0.128	-0.825
0.127	-0.888	0.127	-0.865	0.127	-0.839
0.126	-0.899	0.126	-0.871	0.126	-0.843
0.125	-0.903	0.125	-0.874	0.125	-0.857
0.124	-0.917	0.124	-0.885	0.124	-0.860
0.123	-0.923	0.123	-0.897	0.123	-0.873
0.122	-0.931	0.122	-0.899	0.122	-0.883
0.121	-0.939	0.121	-0.912	0.121	-0.886
0.120	-0.943	0.120	-0.914	0.120	-0.902
0.119	-0.958	0.119	-0.934	0.119	-0.906
0.118	-0.969	0.118	-0.945	0.118	-0.914
0.117	-0.966	0.117	-0.948	0.117	-0.925
0.116	-0.989	0.116	-0.958	0.116	-0.931
0.115	-1.004	0.115	-0.980	0.115	-0.946
0.114	-1.009	0.114	-0.975	0.114	-0.952
0.113	-1.021	0.113	-0.986	0.113	-0.968
0.112	-1.018	0.112	-0.989	0.112	-0.969
0.111	-1.035	0.111	-1.006	0.111	-0.981
0.110	-1.043	0.110	-1.014	0.110	-0.991
0.109	-1.055	0.109	-1.031	0.109	-0.998
0.108	-1.063	0.108	-1.034	0.108	-1.006
0.107	-1.080	0.107	-1.055	0.107	-1.021
0.106	-1.084	0.106	-1.052	0.106	-1.027
0.105	-1.092	0.105	-1.060	0.105	-1.038
0.104	-1.098	0.104	-1.066	0.104	-1.046
0.103	-1.110	0.103	-1.087	0.103	-1.063
0.102	-1.120	0.102	-1.087	0.102	-1.069
0.101	-1.129	0.101	-1.098	0.101	-1.070
