E /V	I /uA	E /V	I /uA	E /V	I /uA
0.442	0.310	0.442	0.252	0.442	0.235
0.443	0.247	0.443	0.328	0.443	0.255
0.443	0.218	0.443	0.321	0.443	0.262
0.444	0.245	0.444	0.285	0.444	0.258
0.444	0.308	0.444	0.259	0.444	0.267
0.445	0.298	0.445	0.215	0.445	0.253
0.445	0.288	0.445	0.247	0.445	0.270
0.446	0.315	0.446	0.213	0.446	0.252
0.446	0.265	0.446	0.264	0.446	0.249
0.447	0.304	0.447	0.259	0.447	0.282
0.447	0.276	0.447	0.308	0.447	0.239
0.448	0.230	0.448	0.299	0.448	0.250
0.448	0.242	0.448	0.249	0.448	0.270
0.449	0.239	0.449	0.219	0.449	0.272
0.449	0.249	0.449	0.264	0.449	0.233
0.450	0.265	0.450	0.272	0.450	0.249
0.450	0.302	0.450	0.256	0.450	0.245
0.451	0.311	0.451	0.244	0.451	0.235
0.451	0.295	0.451	0.267	0.451	0.275
0.452	0.262	0.452	0.230	0.452	0.291
0.452	0.302	0.452	0.255	0.452	0.227
0.453	0.301	0.453	0.324	0.453	0.272
0.453	0.230	0.453	0.239	0.453	0.275
0.454	0.249	0.454	0.285	0.454	0.241
0.454	0.262	0.454	0.276	0.454	0.278
0.455	0.264	0.455	0.264	0.455	0.304
0.455	0.221	0.455	0.247	0.455	0.249
0.456	0.249	0.456	0.267	0.456	0.278
0.456	0.272	0.456	0.230	0.456	0.244
0.457	0.247	0.457	0.244	0.457	0.278
0.457	0.227	0.457	0.281	0.457	0.281
0.458	0.221	0.458	0.256	0.458	0.264
0.458	0.250	0.458	0.262	0.458	0.310
0.459	0.235	0.459	0.216	0.459	0.270
0.459	0.235	0.459	0.235	0.459	0.273
0.460	0.276	0.460	0.255	0.460	0.244
0.460	0.284	0.460	0.270	0.460	0.239
0.461	0.305	0.461	0.307	0.461	0.298
0.461	0.255	0.461	0.272	0.461	0.276
0.462	0.232	0.462	0.199	0.462	0.275
0.462	0.233	0.462	0.210	0.462	0.281
0.463	0.250	0.463	0.241	0.463	0.267
0.463	0.235	0.463	0.288	0.463	0.282
0.464	0.244	0.464	0.276	0.464	0.273
0.464	0.224	0.464	0.281	0.464	0.264
0.465	0.261	0.465	0.252	0.465	0.305
0.465	0.275	0.465	0.272	0.465	0.270
0.466	0.281	0.466	0.242	0.466	0.262
0.466	0.253	0.466	0.259	0.466	0.252
0.467	0.244	0.467	0.293	0.467	0.232
0.467	0.224	0.467	0.261	0.467	0.212
0.468	0.221	0.468	0.281	0.468	0.226
0.468	0.206	0.468	0.236	0.468	0.245
0.469	0.210	0.469	0.265	0.469	0.222
0.469	0.252	0.469	0.235	0.469	0.252
0.469	0.252	0.469	0.229	0.469	0.222
0.470	0.242	0.470	0.226	0.470	0.230
0.470	0.232	0.470	0.230	0.470	0.238
0.471	0.273	0.471	0.268	0.471	0.287
0.471	0.247	0.471	0.264	0.471	0.296
0.472	0.262	0.472	0.256	0.472	0.273
0.472	0.226	0.472	0.250	0.472	0.276
0.473	0.192	0.473	0.249	0.473	0.261
0.473	0.193	0.473	0.235	0.473	0.195
0.474	0.210	0.474	0.245	0.474	0.210
0.474	0.212	0.474	0.264	0.474	0.247
0.475	0.256	0.475	0.232	0.475	0.258
0.475	0.239	0.475	0.253	0.475	0.224
0.476	0.235	0.476	0.261	0.476	0.221
0.476	0.279	0.476	0.256	0.476	0.215
0.477	0.245	0.477	0.255	0.477	0.204
0.477	0.153	0.477	0.213	0.477	0.157
0.478	0.201	0.478	0.287	0.478	0.219
0.478	0.212	0.478	0.226	0.478	0.247
0.479	0.261	0.479	0.209	0.479	0.245
0.479	0.239	0.479	0.213	0.479	0.210
0.480	0.219	0.480	0.172	0.480	0.256
0.480	0.186	0.480	0.233	0.480	0.262
0.481	0.173	0.481	0.206	0.481	0.233
0.481	0.204	0.481	0.199	0.481	0.207
0.482	0.244	0.482	0.189	0.482	0.230
0.482	0.233	0.482	0.181	0.482	0.210
0.483	0.203	0.483	0.181	0.483	0.226
0.483	0.190	0.483	0.164	0.483	0.222
0.484	0.229	0.484	0.158	0.484	0.252
0.484	0.192	0.484	0.176	0.484	0.215
0.485	0.199	0.485	0.176	0.485	0.236
0.485	0.235	0.485	0.195	0.485	0.239
0.486	0.242	0.486	0.222	0.486	0.215
0.486	0.253	0.486	0.175	0.486	0.216
0.487	0.242	0.487	0.167	0.487	0.226
0.487	0.236	0.487	0.209	0.487	0.224
0.488	0.215	0.488	0.207	0.488	0.183
0.488	0.153	0.488	0.206	0.488	0.169
0.489	0.170	0.489	0.155	0.489	0.181
0.489	0.146	0.489	0.219	0.489	0.204
0.490	0.170	0.490	0.229	0.490	0.219
0.490	0.166	0.490	0.224	0.490	0.218
0.491	0.222	0.491	0.226	0.491	0.252
0.491	0.201	0.491	0.222	0.491	0.186
0.492	0.239	0.492	0.164	0.492	0.227
0.492	0.190	0.492	0.181	0.492	0.227
0.493	0.161	0.493	0.218	0.493	0.226
0.493	0.216	0.493	0.221	0.493	0.207
0.494	0.203	0.494	0.232	0.494	0.224
0.494	0.207	0.494	0.216	0.494	0.219
0.495	0.183	0.495	0.204	0.495	0.172
0.495	0.158	0.495	0.178	0.495	0.203
0.496	0.155	0.496	0.239	0.496	0.186
0.496	0.178	0.496	0.187	0.496	0.213
0.497	0.216	0.497	0.166	0.497	0.221
0.497	0.143	0.497	0.153	0.497	0.146
0.498	0.163	0.498	0.232	0.498	0.180
0.498	0.189	0.498	0.181	0.498	0.178
0.499	0.204	0.499	0.190	0.499	0.184
0.500	0.172	0.500	0.227	0.500	0.206
0.500	0.127	0.500	0.210	0.500	0.169
0.500	0.203	0.500	0.180	0.500	0.195
0.501	0.204	0.501	0.163	0.501	0.178
0.501	0.218	0.501	0.189	0.501	0.178
0.502	0.155	0.502	0.172	0.502	0.176
0.502	0.178	0.502	0.166	0.502	0.216
0.503	0.126	0.503	0.173	0.503	0.207
0.503	0.170	0.503	0.173	0.503	0.212
0.504	0.129	0.504	0.198	0.504	0.215
0.504	0.130	0.504	0.167	0.504	0.203
0.505	0.138	0.505	0.176	0.505	0.176
0.505	0.140	0.505	0.132	0.505	0.147
0.506	0.170	0.506	0.138	0.506	0.147
0.506	0.193	0.506	0.143	0.506	0.181
0.507	0.169	0.507	0.147	0.507	0.195
0.507	0.138	0.507	0.134	0.507	0.157
0.508	0.189	0.508	0.169	0.508	0.187
0.508	0.183	0.508	0.210	0.508	0.193
0.509	0.207	0.509	0.158	0.509	0.169
0.509	0.187	0.509	0.166	0.509	0.189
0.510	0.167	0.510	0.150	0.510	0.176
0.510	0.184	0.510	0.178	0.510	0.146
0.511	0.190	0.511	0.167	0.511	0.175
0.511	0.169	0.511	0.178	0.511	0.183
0.512	0.161	0.512	0.166	0.512	0.192
0.512	0.167	0.512	0.143	0.512	0.155
0.513	0.167	0.513	0.186	0.513	0.167
0.513	0.196	0.513	0.172	0.513	0.149
0.514	0.218	0.514	0.163	0.514	0.152
0.514	0.195	0.514	0.192	0.514	0.170
0.515	0.190	0.515	0.118	0.515	0.195
0.515	0.138	0.515	0.118	0.515	0.189
0.516	0.181	0.516	0.141	0.516	0.146
0.516	0.164	0.516	0.137	0.516	0.187
0.517	0.135	0.517	0.138	0.517	0.173
0.517	0.114	0.517	0.150	0.517	0.144
0.518	0.178	0.518	0.175	0.518	0.147
0.518	0.187	0.518	0.192	0.518	0.126
0.519	0.153	0.519	0.189	0.519	0.129
0.519	0.169	0.519	0.175	0.519	0.173
0.520	0.149	0.520	0.153	0.520	0.141
0.520	0.134	0.520	0.158	0.520	0.155
0.521	0.161	0.521	0.107	0.521	0.187
0.521	0.132	0.521	0.127	0.521	0.163
0.522	0.140	0.522	0.135	0.522	0.137
0.522	0.169	0.522	0.166	0.522	0.170
0.523	0.138	0.523	0.192	0.523	0.161
0.523	0.153	0.523	0.207	0.523	0.164
0.524	0.123	0.524	0.187	0.524	0.193
0.524	0.140	0.524	0.184	0.524	0.195
0.525	0.203	0.525	0.193	0.525	0.180
0.525	0.209	0.525	0.172	0.525	0.147
0.526	0.203	0.526	0.137	0.526	0.164
0.526	0.196	0.526	0.140	0.526	0.135
0.527	0.192	0.527	0.144	0.527	0.164
0.527	0.189	0.527	0.144	0.527	0.173
0.528	0.141	0.528	0.170	0.528	0.190
0.528	0.146	0.528	0.158	0.528	0.192
0.529	0.150	0.529	0.186	0.529	0.155
0.529	0.164	0.529	0.152	0.529	0.118
0.530	0.164	0.530	0.158	0.530	0.135
0.530	0.144	0.530	0.166	0.530	0.172
0.531	0.161	0.531	0.170	0.531	0.167
0.531	0.166	0.531	0.152	0.531	0.187
0.532	0.147	0.532	0.137	0.532	0.163
0.532	0.164	0.532	0.167	0.532	0.152
0.533	0.161	0.533	0.178	0.533	0.134
0.533	0.114	0.533	0.144	0.533	0.155
0.534	0.149	0.534	0.150	0.534	0.158
0.534	0.127	0.534	0.167	0.534	0.149
0.535	0.115	0.535	0.143	0.535	0.164
0.535	0.149	0.535	0.126	0.535	0.152
0.536	0.118	0.536	0.184	0.536	0.132
0.536	0.157	0.536	0.147	0.536	0.127
0.537	0.141	0.537	0.104	0.537	0.155
0.537	0.129	0.537	0.117	0.537	0.095
0.538	0.144	0.538	0.140	0.538	0.137
0.538	0.129	0.538	0.140	0.538	0.153
0.539	0.138	0.539	0.184	0.539	0.172
0.539	0.120	0.539	0.120	0.539	0.143
0.540	0.123	0.540	0.132	0.540	0.146
0.540	0.114	0.540	0.104	0.540	0.124
0.541	0.137	0.541	0.158	0.541	0.114
0.541	0.135	0.541	0.144	0.541	0.127
0.542	0.152	0.542	0.126	0.542	0.164
0.542	0.152	0.542	0.158	0.542	0.160
0.543	0.146	0.543	0.147	0.543	0.181
0.543	0.149	0.543	0.158	0.543	0.164
0.544	0.163	0.544	0.146	0.544	0.121
0.544	0.121	0.544	0.124	0.544	0.111
0.545	0.184	0.545	0.088	0.545	0.140
0.545	0.120	0.545	0.123	0.545	0.147
0.546	0.114	0.546	0.117	0.546	0.163
0.546	0.123	0.546	0.170	0.546	0.114
0.547	0.121	0.547	0.176	0.547	0.141
0.547	0.138	0.547	0.144	0.547	0.153
0.548	0.092	0.548	0.120	0.548	0.160
0.548	0.106	0.548	0.140	0.548	0.164
0.549	0.097	0.549	0.103	0.549	0.117
0.549	0.114	0.549	0.146	0.549	0.149
0.550	0.127	0.550	0.135	0.550	0.166
0.550	0.163	0.550	0.140	0.550	0.160
0.551	0.157	0.551	0.152	0.551	0.130
0.551	0.141	0.551	0.146	0.551	0.117
0.552	0.120	0.552	0.109	0.552	0.111
0.552	0.124	0.552	0.100	0.552	0.118
0.553	0.083	0.553	0.106	0.553	0.092
0.553	0.086	0.553	0.117	0.553	0.164
0.554	0.115	0.554	0.134	0.554	0.141
0.554	0.107	0.554	0.114	0.554	0.115
0.555	0.132	0.555	0.149	0.555	0.132
0.555	0.107	0.555	0.140	0.555	0.146
0.556	0.160	0.556	0.115	0.556	0.115
0.556	0.111	0.556	0.152	0.556	0.138
0.557	0.135	0.557	0.153	0.557	0.161
0.557	0.098	0.557	0.140	0.557	0.153
0.558	0.104	0.558	0.169	0.558	0.135
0.558	0.153	0.558	0.144	0.558	0.123
0.559	0.147	0.559	0.118	0.559	0.117
0.559	0.166	0.559	0.135	0.559	0.123
0.560	0.167	0.560	0.134	0.560	0.132
0.560	0.112	0.560	0.167	0.560	0.163
0.561	0.118	0.561	0.144	0.561	0.111
0.561	0.143	0.561	0.126	0.561	0.109
0.562	0.129	0.562	0.106	0.562	0.100
0.563	0.164	0.563	0.114	0.563	0.126
0.563	0.130	0.563	0.107	0.563	0.160
0.564	0.144	0.564	0.140	0.564	0.153
0.564	0.081	0.564	0.141	0.564	0.138
0.565	0.106	0.565	0.132	0.565	0.138
0.565	0.089	0.565	0.109	0.565	0.111
0.566	0.092	0.566	0.104	0.566	0.112
0.566	0.117	0.566	0.129	0.566	0.146
0.567	0.092	0.567	0.114	0.567	0.135
0.567	0.126	0.567	0.141	0.567	0.121
0.568	0.115	0.568	0.163	0.568	0.124
0.568	0.123	0.568	0.132	0.568	0.109
0.569	0.103	0.569	0.140	0.569	0.114
0.569	0.095	0.569	0.109	0.569	0.103
0.570	0.121	0.570	0.104	0.570	0.173
0.570	0.127	0.570	0.138	0.570	0.144
0.571	0.097	0.571	0.127	0.571	0.153
0.571	0.118	0.571	0.124	0.571	0.141
0.572	0.127	0.572	0.146	0.572	0.115
0.572	0.103	0.572	0.153	0.572	0.127
0.573	0.086	0.573	0.130	0.573	0.135
0.573	0.117	0.573	0.112	0.573	0.164
0.574	0.150	0.574	0.098	0.574	0.111
0.574	0.155	0.574	0.088	0.574	0.100
0.575	0.129	0.575	0.100	0.575	0.107
0.575	0.120	0.575	0.130	0.575	0.153
0.576	0.163	0.576	0.135	0.576	0.137
0.576	0.118	0.576	0.138	0.576	0.115
0.577	0.112	0.577	0.124	0.577	0.134
0.577	0.077	0.577	0.140	0.577	0.101
0.578	0.100	0.578	0.081	0.578	0.086
0.578	0.104	0.578	0.107	0.578	0.140
0.579	0.103	0.579	0.097	0.579	0.126
0.579	0.103	0.579	0.118	0.579	0.144
0.580	0.086	0.580	0.138	0.580	0.084
0.580	0.103	0.580	0.150	0.580	0.111
0.581	0.118	0.581	0.127	0.581	0.092
0.581	0.107	0.581	0.111	0.581	0.114
0.582	0.112	0.582	0.098	0.582	0.123
0.582	0.112	0.582	0.097	0.582	0.140
0.583	0.101	0.583	0.132	0.583	0.126
0.583	0.094	0.583	0.138	0.583	0.146
0.584	0.112	0.584	0.091	0.584	0.104
0.584	0.104	0.584	0.103	0.584	0.092
0.585	0.109	0.585	0.098	0.585	0.121
0.585	0.118	0.585	0.124	0.585	0.107
0.586	0.118	0.586	0.141	0.586	0.097
0.586	0.129	0.586	0.129	0.586	0.104
0.587	0.129	0.587	0.120	0.587	0.134
0.587	0.117	0.587	0.117	0.587	0.123
0.588	0.114	0.588	0.121	0.588	0.120
0.588	0.121	0.588	0.120	0.588	0.095
0.589	0.124	0.589	0.157	0.589	0.121
0.589	0.120	0.589	0.103	0.589	0.115
0.590	0.084	0.590	0.095	0.590	0.089
0.590	0.123	0.590	0.095	0.590	0.104
0.591	0.101	0.591	0.134	0.591	0.115
0.591	0.129	0.591	0.097	0.591	0.144
0.592	0.126	0.592	0.089	0.592	0.103
0.592	0.098	0.592	0.104	0.592	0.134
0.593	0.094	0.593	0.150	0.593	0.117
0.593	0.104	0.593	0.115	0.593	0.098
0.594	0.129	0.594	0.101	0.594	0.097
0.594	0.118	0.594	0.112	0.594	0.095
0.595	0.118	0.595	0.130	0.595	0.140
0.595	0.100	0.595	0.100	0.595	0.123
0.596	0.123	0.596	0.112	0.596	0.130
0.596	0.097	0.596	0.107	0.596	0.095
0.597	0.097	0.597	0.118	0.597	0.088
0.597	0.112	0.597	0.074	0.597	0.117
0.598	0.103	0.598	0.109	0.598	0.095
0.598	0.094	0.598	0.121	0.598	0.130
0.599	0.075	0.599	0.135	0.599	0.120
0.599	0.114	0.599	0.104	0.599	0.104
0.600	0.089	0.600	0.092	0.600	0.100
0.600	0.101	0.600	0.077	0.600	0.106
0.601	0.097	0.601	0.129	0.601	0.094
0.601	0.106	0.601	0.120	0.601	0.091
0.602	0.084	0.602	0.083	0.602	0.106
0.602	0.092	0.602	0.101	0.602	0.112
0.603	0.083	0.603	0.104	0.603	0.101
0.603	0.114	0.603	0.103	0.603	0.126
0.604	0.115	0.604	0.103	0.604	0.100
0.604	0.118	0.604	0.084	0.604	0.098
0.605	0.088	0.605	0.084	0.605	0.081
0.605	0.083	0.605	0.065	0.605	0.112
0.606	0.104	0.606	0.137	0.606	0.112
0.606	0.115	0.606	0.098	0.606	0.111
0.607	0.111	0.607	0.104	0.607	0.101
0.607	0.124	0.607	0.107	0.607	0.097
0.608	0.117	0.608	0.115	0.608	0.124
0.608	0.115	0.608	0.088	0.608	0.129
0.609	0.129	0.609	0.100	0.609	0.100
0.609	0.117	0.609	0.107	0.609	0.081
0.610	0.115	0.610	0.092	0.610	0.120
0.610	0.115	0.610	0.091	0.610	0.117
0.611	0.098	0.611	0.094	0.611	0.121
0.611	0.095	0.611	0.101	0.611	0.098
0.612	0.091	0.612	0.115	0.612	0.077
0.612	0.103	0.612	0.118	0.612	0.095
0.613	0.106	0.613	0.117	0.613	0.111
0.613	0.101	0.613	0.115	0.613	0.049
0.614	0.091	0.614	0.118	0.614	0.005
0.614	0.091	0.614	0.117	0.614	0.006
0.615	0.101	0.615	0.123	0.615	0.006
0.615	0.092	0.615	0.084	0.615	0.003
0.616	0.103	0.616	0.080	0.616	0.008
0.616	0.127	0.616	0.092	0.616	-0.008
0.617	0.107	0.617	0.078	0.617	0.008
0.617	0.109	0.617	0.069	0.617	0.002
0.618	0.051	0.618	0.078	0.618	0.000
0.618	0.058	0.618	0.081	0.618	0.006
0.619	0.107	0.619	0.100	0.619	0.006
0.619	0.111	0.619	0.101	0.619	0.005
0.620	0.097	0.620	0.117	0.620	-0.001
0.620	0.114	0.620	0.115	0.620	0.006
0.621	0.103	0.621	0.127	0.621	0.002
0.621	0.092	0.621	0.097	0.621	0.002
0.622	0.081	0.622	0.080	0.622	0.003
0.622	0.121	0.622	0.103	0.622	0.005
0.623	0.132	0.623	0.081	0.623	0.006
0.623	0.098	0.623	0.114	0.623	0.003
0.624	0.086	0.624	0.107	0.624	0.002
0.624	0.104	0.624	0.112	0.624	0.005
0.625	0.103	0.625	0.112	0.625	0.008
0.625	0.086	0.625	0.106	0.625	0.002
0.625	0.084	0.625	0.104	0.625	0.003
0.626	0.091	0.626	0.074	0.626	0.008
0.626	0.109	0.626	0.098	0.626	0.008
0.627	0.083	0.627	0.111	0.627	0.008
0.627	0.071	0.627	0.086	0.627	0.000
0.628	0.086	0.628	0.084	0.628	-0.001
0.628	0.106	0.628	0.074	0.628	0.006
0.629	0.088	0.629	0.077	0.629	0.003
0.629	0.095	0.629	0.078	0.629	-0.005
0.630	0.097	0.630	0.101	0.630	0.003
0.630	0.089	0.630	0.083	0.630	0.003
0.631	0.075	0.631	0.094	0.631	0.002
0.631	0.078	0.631	0.072	0.631	0.006
0.632	0.092	0.632	0.089	0.632	-0.001
0.632	0.104	0.632	0.091	0.632	0.006
0.633	0.083	0.633	0.094	0.633	0.008
0.633	0.060	0.633	0.051	0.633	0.000
0.634	0.081	0.634	0.100	0.634	0.008
0.634	0.080	0.634	0.100	0.634	0.009
0.635	0.078	0.635	0.095	0.635	0.011
0.635	0.094	0.635	0.107	0.635	0.005
0.636	0.097	0.636	0.088	0.636	0.000
0.636	0.057	0.636	0.086	0.636	0.006
0.637	0.071	0.637	0.089	0.637	0.005
0.637	0.086	0.637	0.071	0.637	0.000
0.638	0.097	0.638	0.077	0.638	0.000
0.638	0.088	0.638	0.083	0.638	0.005
0.639	0.092	0.639	0.106	0.639	0.006
0.639	0.078	0.639	0.095	0.639	0.002
0.640	0.080	0.640	0.095	0.640	0.008
0.640	0.086	0.640	0.095	0.640	-0.001
0.641	0.077	0.641	0.098	0.641	0.006
0.641	0.086	0.641	0.084	0.641	0.008
0.642	0.095	0.642	0.078	0.642	-0.001
0.642	0.106	0.642	0.078	0.642	0.005
0.643	0.097	0.643	0.078	0.643	0.008
0.643	0.072	0.643	0.101	0.643	0.005
0.644	0.078	0.644	0.078	0.644	0.003
0.644	0.091	0.644	0.088	0.644	0.006
0.645	0.091	0.645	0.094	0.645	0.005
0.645	0.077	0.645	0.100	0.645	0.003
0.646	0.066	0.646	0.092	0.646	0.005
0.646	0.081	0.646	0.069	0.646	0.005
0.647	0.069	0.647	0.094	0.647	0.003
0.647	0.072	0.647	0.103	0.647	0.000
0.648	0.068	0.648	0.066	0.648	0.003
0.648	0.055	0.648	0.080	0.648	0.000
0.649	0.054	0.649	0.091	0.649	0.000
0.649	0.051	0.649	0.101	0.649	0.002
0.650	0.077	0.650	0.097	0.650	0.002
0.650	0.091	0.650	0.098	0.650	0.002
0.651	0.091	0.651	0.083	0.651	0.000
0.651	0.084	0.651	0.089	0.651	0.000
0.652	0.088	0.652	0.089	0.652	0.009
0.652	0.081	0.652	0.097	0.652	0.003
0.653	0.068	0.653	0.095	0.653	0.002
0.653	0.091	0.653	0.089	0.653	0.003
0.654	0.089	0.654	0.080	0.654	0.003
0.654	0.075	0.654	0.069	0.654	0.000
0.655	0.071	0.655	0.095	0.655	0.005
0.655	0.078	0.655	0.095	0.655	0.005
0.656	0.086	0.656	0.075	0.656	0.009
0.656	0.092	0.656	0.069	0.656	0.000
0.657	0.065	0.657	0.081	0.657	0.003
0.657	0.060	0.657	0.091	0.657	0.000
0.658	0.071	0.658	0.098	0.658	0.006
0.658	0.058	0.658	0.101	0.658	0.003
0.659	0.065	0.659	0.080	0.659	0.005
0.659	0.075	0.659	0.078	0.659	0.006
0.660	0.091	0.660	0.068	0.660	0.008
0.660	0.077	0.660	0.077	0.660	0.014
0.661	0.089	0.661	0.083	0.661	0.006
0.661	0.084	0.661	0.089	0.661	0.000
0.662	0.084	0.662	0.080	0.662	0.005
0.662	0.063	0.662	0.078	0.662	0.005
0.663	0.065	0.663	0.075	0.663	0.003
0.663	0.068	0.663	0.065	0.663	0.002
0.664	0.092	0.664	0.084	0.664	0.006
0.664	0.091	0.664	0.083	0.664	0.000
0.665	0.077	0.665	0.075	0.665	0.003
0.665	0.069	0.665	0.054	0.665	0.005
0.666	0.066	0.666	0.078	0.666	0.005
0.666	0.081	0.666	0.068	0.666	0.005
0.667	0.063	0.667	0.072	0.667	0.005
0.667	0.075	0.667	0.083	0.667	0.006
0.668	0.100	0.668	0.089	0.668	0.005
0.668	0.058	0.668	0.075	0.668	0.008
0.669	0.061	0.669	0.081	0.669	0.008
0.669	0.078	0.669	0.071	0.669	0.008
0.670	0.071	0.670	0.068	0.670	0.008
0.670	0.055	0.670	0.078	0.670	0.009
0.671	0.077	0.671	0.084	0.671	0.003
0.671	0.074	0.671	0.063	0.671	0.005
0.672	0.061	0.672	0.061	0.672	0.003
0.672	0.058	0.672	0.072	0.672	0.005
0.673	0.071	0.673	0.095	0.673	-0.003
0.673	0.092	0.673	0.081	0.673	0.000
0.674	0.080	0.674	0.097	0.674	0.006
0.674	0.063	0.674	0.088	0.674	0.008
0.675	0.077	0.675	0.084	0.675	0.006
0.675	0.057	0.675	0.088	0.675	0.000
0.676	0.081	0.676	0.092	0.676	0.002
0.676	0.084	0.676	0.097	0.676	0.009
0.677	0.094	0.677	0.063	0.677	-0.003
0.677	0.066	0.677	0.054	0.677	0.002
0.678	0.086	0.678	0.063	0.678	0.002
0.678	0.077	0.678	0.074	0.678	-0.001
0.679	0.084	0.679	0.092	0.679	0.005
0.679	0.084	0.679	0.083	0.679	0.006
0.680	0.077	0.680	0.081	0.680	0.009
0.680	0.088	0.680	0.088	0.680	0.006
0.681	0.065	0.681	0.089	0.681	0.008
0.681	0.061	0.681	0.074	0.681	0.000
0.682	0.071	0.682	0.058	0.682	0.011
0.682	0.089	0.682	0.051	0.682	0.003
0.683	0.069	0.683	0.068	0.683	0.009
0.683	0.054	0.683	0.075	0.683	0.002
0.684	0.051	0.684	0.078	0.684	0.002
0.684	0.052	0.684	0.081	0.684	0.002
0.685	0.065	0.685	0.083	0.685	0.003
0.685	0.066	0.685	0.083	0.685	-0.003
0.686	0.083	0.686	0.068	0.686	0.005
0.686	0.084	0.686	0.081	0.686	0.009
0.687	0.084	0.687	0.077	0.687	0.006
0.688	0.066	0.688	0.055	0.688	0.002
0.688	0.071	0.688	0.054	0.688	0.006
0.689	0.058	0.689	0.060	0.689	0.006
0.689	0.052	0.689	0.052	0.689	0.000
0.690	0.068	0.690	0.057	0.690	0.005
0.690	0.074	0.690	0.074	0.690	0.005
0.691	0.069	0.691	0.086	0.691	0.006
0.691	0.065	0.691	0.089	0.691	0.002
0.692	0.046	0.692	0.088	0.692	0.002
0.692	0.084	0.692	0.068	0.692	0.006
0.693	0.057	0.693	0.075	0.693	0.006
0.693	0.091	0.693	0.071	0.693	0.006
0.694	0.072	0.694	0.092	0.694	0.005
0.694	0.058	0.694	0.088	0.694	0.005
0.695	0.046	0.695	0.065	0.695	0.005
0.695	0.071	0.695	0.071	0.695	-0.001
0.696	0.075	0.696	0.045	0.696	0.009
0.696	0.075	0.696	0.060	0.696	0.005
0.697	0.071	0.697	0.057	0.697	0.005
0.697	0.065	0.697	0.088	0.697	0.002
0.698	0.069	0.698	0.069	0.698	0.002
0.698	0.068	0.698	0.098	0.698	0.005
0.699	0.084	0.699	0.081	0.699	0.005
0.699	0.068	0.699	0.049	0.699	0.008
0.700	0.060	0.700	0.061	0.700	0.005
0.700	0.023	0.700	0.048	0.700	0.005
0.700	-0.001	0.700	-0.001	0.700	0.003
0.699	-0.020	0.699	-0.015	0.699	0.006
0.699	-0.055	0.699	-0.021	0.699	0.006
0.698	-0.044	0.698	-0.015	0.698	0.005
0.698	-0.018	0.698	-0.031	0.698	0.003
0.697	-0.028	0.697	-0.028	0.697	0.006
0.697	-0.031	0.697	-0.057	0.697	0.006
0.696	-0.047	0.696	-0.070	0.696	0.008
0.696	-0.058	0.696	-0.063	0.696	0.006
0.695	-0.057	0.695	-0.028	0.695	0.003
0.695	-0.060	0.695	-0.051	0.695	0.000
0.694	-0.040	0.694	-0.046	0.694	0.003
0.694	-0.040	0.694	-0.029	0.694	0.008
0.693	-0.049	0.693	-0.032	0.693	0.003
0.693	-0.066	0.693	-0.032	0.693	0.006
0.692	-0.077	0.692	-0.044	0.692	0.012
0.692	-0.069	0.692	-0.043	0.692	0.009
0.691	-0.074	0.691	-0.049	0.691	0.003
0.691	-0.080	0.691	-0.047	0.691	0.000
0.690	-0.061	0.690	-0.060	0.690	0.003
0.690	-0.061	0.690	-0.057	0.690	0.008
0.689	-0.060	0.689	-0.052	0.689	0.005
0.689	-0.084	0.689	-0.058	0.689	0.006
0.688	-0.055	0.688	-0.058	0.688	0.005
0.688	-0.064	0.688	-0.070	0.688	0.006
0.687	-0.060	0.687	-0.069	0.687	0.009
0.686	-0.078	0.686	-0.063	0.686	-0.001
0.686	-0.069	0.686	-0.061	0.686	0.006
0.685	-0.072	0.685	-0.072	0.685	0.006
0.685	-0.047	0.685	-0.049	0.685	0.000
0.684	-0.046	0.684	-0.054	0.684	-0.001
0.684	-0.040	0.684	-0.063	0.684	0.012
0.683	-0.044	0.683	-0.067	0.683	0.006
0.683	-0.046	0.683	-0.075	0.683	0.006
0.682	-0.054	0.682	-0.083	0.682	0.002
0.682	-0.058	0.682	-0.061	0.682	0.005
0.681	-0.074	0.681	-0.060	0.681	0.017
0.681	-0.060	0.681	-0.077	0.681	0.005
0.680	-0.060	0.680	-0.069	0.680	0.000
0.680	-0.086	0.680	-0.070	0.680	0.008
0.679	-0.069	0.679	-0.077	0.679	0.006
0.679	-0.054	0.679	-0.074	0.679	0.000
0.678	-0.058	0.678	-0.072	0.678	0.003
0.678	-0.061	0.678	-0.055	0.678	0.005
0.677	-0.061	0.677	-0.061	0.677	0.005
0.677	-0.052	0.677	-0.063	0.677	0.009
0.676	-0.083	0.676	-0.044	0.676	0.011
0.676	-0.075	0.676	-0.052	0.676	0.003
0.675	-0.080	0.675	-0.089	0.675	0.000
0.675	-0.064	0.675	-0.064	0.675	0.002
0.674	-0.061	0.674	-0.057	0.674	0.000
0.674	-0.069	0.674	-0.046	0.674	0.003
0.673	-0.060	0.673	-0.069	0.673	0.006
0.673	-0.051	0.673	-0.081	0.673	0.006
0.672	-0.060	0.672	-0.078	0.672	0.014
0.672	-0.072	0.672	-0.067	0.672	0.006
0.671	-0.081	0.671	-0.066	0.671	0.006
0.671	-0.080	0.671	-0.061	0.671	0.008
0.670	-0.077	0.670	-0.055	0.670	0.006
