E /V	I /uA	E /V	I /uA	E /V	I /uA
0.151	0.497	0.151	0.472	0.151	0.515
0.151	0.469	0.151	0.489	0.151	0.531
0.152	0.508	0.152	0.492	0.152	0.505
0.152	0.492	0.152	0.500	0.152	0.526
0.153	0.499	0.153	0.479	0.153	0.520
0.153	0.522	0.153	0.540	0.153	0.561
0.154	0.557	0.154	0.486	0.154	0.517
0.154	0.491	0.154	0.518	0.154	0.551
0.155	0.500	0.155	0.503	0.155	0.509
0.155	0.502	0.155	0.482	0.155	0.459
0.156	0.485	0.156	0.546	0.156	0.511
0.157	0.512	0.157	0.545	0.157	0.528
0.157	0.491	0.157	0.488	0.157	0.532
0.158	0.445	0.158	0.462	0.158	0.506
0.158	0.460	0.158	0.548	0.158	0.503
0.159	0.488	0.159	0.456	0.159	0.492
0.159	0.522	0.159	0.449	0.159	0.499
0.160	0.491	0.160	0.488	0.160	0.502
0.160	0.502	0.160	0.486	0.160	0.517
0.161	0.492	0.161	0.512	0.161	0.534
0.161	0.443	0.161	0.534	0.161	0.506
0.162	0.430	0.162	0.486	0.162	0.523
0.162	0.434	0.162	0.428	0.162	0.462
0.163	0.477	0.163	0.434	0.163	0.468
0.163	0.468	0.163	0.397	0.163	0.474
0.164	0.497	0.164	0.436	0.164	0.451
0.164	0.459	0.164	0.509	0.164	0.414
0.165	0.517	0.165	0.494	0.165	0.463
0.165	0.506	0.165	0.492	0.165	0.471
0.166	0.500	0.166	0.479	0.166	0.408
0.166	0.492	0.166	0.505	0.166	0.495
0.167	0.466	0.167	0.465	0.167	0.433
0.167	0.494	0.167	0.437	0.167	0.491
0.168	0.538	0.168	0.471	0.168	0.457
0.168	0.509	0.168	0.431	0.168	0.472
0.169	0.462	0.169	0.474	0.169	0.476
0.169	0.469	0.169	0.465	0.169	0.459
0.170	0.489	0.170	0.465	0.170	0.494
0.170	0.477	0.170	0.480	0.170	0.514
0.171	0.515	0.171	0.494	0.171	0.491
0.171	0.502	0.171	0.541	0.171	0.463
0.172	0.503	0.172	0.525	0.172	0.443
0.172	0.479	0.172	0.465	0.172	0.453
0.172	0.497	0.172	0.460	0.172	0.454
0.173	0.486	0.173	0.499	0.173	0.491
0.173	0.474	0.173	0.541	0.173	0.454
0.174	0.566	0.174	0.548	0.174	0.549
0.174	0.532	0.174	0.515	0.174	0.523
0.175	0.548	0.175	0.520	0.175	0.522
0.175	0.540	0.175	0.555	0.175	0.523
0.176	0.557	0.176	0.499	0.176	0.505
0.176	0.534	0.176	0.505	0.176	0.532
0.177	0.517	0.177	0.491	0.177	0.537
0.177	0.462	0.177	0.445	0.177	0.497
0.178	0.523	0.178	0.581	0.178	0.552
0.178	0.520	0.178	0.543	0.178	0.512
0.179	0.531	0.179	0.581	0.179	0.569
0.179	0.546	0.179	0.591	0.179	0.515
0.180	0.589	0.180	0.566	0.180	0.548
0.180	0.572	0.180	0.595	0.180	0.634
0.181	0.630	0.181	0.571	0.181	0.558
0.181	0.612	0.181	0.589	0.181	0.534
0.182	0.577	0.182	0.655	0.182	0.586
0.182	0.609	0.182	0.624	0.182	0.595
0.183	0.634	0.183	0.709	0.183	0.604
0.183	0.692	0.183	0.676	0.183	0.675
0.184	0.641	0.184	0.663	0.184	0.733
0.184	0.713	0.184	0.709	0.184	0.742
0.185	0.795	0.185	0.781	0.185	0.770
0.185	0.782	0.185	0.811	0.185	0.730
0.186	0.844	0.186	0.819	0.186	0.796
0.186	0.902	0.186	0.907	0.186	0.779
0.187	0.922	0.187	0.864	0.187	0.862
0.188	1.000	0.188	0.974	0.188	0.900
0.188	1.084	0.188	1.011	0.188	0.988
0.189	1.167	0.189	1.120	0.189	1.057
0.189	1.186	0.189	1.164	0.189	1.077
0.190	1.328	0.190	1.235	0.190	1.252
0.190	1.408	0.190	1.388	0.190	1.262
0.191	1.621	0.191	1.534	0.191	1.391
0.191	1.781	0.191	1.649	0.191	1.568
0.192	1.897	0.192	1.822	0.192	1.768
0.192	2.247	0.192	2.083	0.192	1.897
0.193	2.449	0.193	2.273	0.193	2.054
0.193	2.764	0.193	2.581	0.193	2.357
0.194	3.135	0.194	2.871	0.194	2.632
0.194	3.603	0.194	3.198	0.194	2.931
0.195	4.014	0.195	3.580	0.195	3.302
0.195	4.609	0.195	4.146	0.195	3.785
0.196	5.067	0.196	4.577	0.196	4.158
0.196	5.589	0.196	5.083	0.196	4.627
0.197	6.018	0.197	5.442	0.197	4.977
0.197	6.417	0.197	5.751	0.197	5.431
0.198	6.389	0.198	5.958	0.198	5.518
0.198	6.343	0.198	5.980	0.198	5.750
0.199	5.491	0.199	5.363	0.199	5.261
0.199	4.965	0.199	5.026	0.199	5.084
0.200	4.236	0.200	4.347	0.200	4.474
0.200	3.555	0.200	3.860	0.200	3.995
0.201	3.023	0.201	3.313	0.201	3.525
0.201	2.567	0.201	2.891	0.201	3.038
0.202	2.149	0.202	2.428	0.202	2.672
0.202	1.914	0.202	2.172	0.202	2.394
0.203	1.646	0.203	1.954	0.203	2.137
0.203	1.486	0.203	1.649	0.203	1.801
0.203	1.310	0.203	1.476	0.203	1.587
0.204	1.133	0.204	1.281	0.204	1.446
0.204	0.985	0.204	1.176	0.204	1.278
0.205	0.951	0.205	1.087	0.205	1.187
0.205	0.871	0.205	1.005	0.205	1.068
0.206	0.831	0.206	0.894	0.206	0.980
0.206	0.785	0.206	0.857	0.206	0.917
0.207	0.686	0.207	0.735	0.207	0.831
0.207	0.634	0.207	0.673	0.207	0.773
0.208	0.587	0.208	0.661	0.208	0.733
0.208	0.566	0.208	0.650	0.208	0.658
0.209	0.463	0.209	0.571	0.209	0.627
0.209	0.508	0.209	0.492	0.209	0.572
0.210	0.417	0.210	0.469	0.210	0.526
0.210	0.430	0.210	0.492	0.210	0.472
0.211	0.456	0.211	0.474	0.211	0.491
0.211	0.419	0.211	0.431	0.211	0.483
0.212	0.361	0.212	0.359	0.212	0.430
0.212	0.399	0.212	0.387	0.212	0.460
0.213	0.341	0.213	0.402	0.213	0.413
0.213	0.331	0.213	0.408	0.213	0.422
0.214	0.347	0.214	0.370	0.214	0.356
0.214	0.350	0.214	0.344	0.214	0.333
0.215	0.351	0.215	0.324	0.215	0.359
0.215	0.328	0.215	0.327	0.215	0.325
0.216	0.311	0.216	0.273	0.216	0.371
0.216	0.319	0.216	0.262	0.216	0.321
0.217	0.324	0.217	0.278	0.217	0.298
0.217	0.235	0.217	0.250	0.217	0.201
0.218	0.273	0.218	0.316	0.218	0.273
0.219	0.270	0.219	0.298	0.219	0.281
0.219	0.258	0.219	0.262	0.219	0.298
0.220	0.279	0.220	0.221	0.220	0.239
0.220	0.262	0.220	0.244	0.220	0.235
0.221	0.221	0.221	0.245	0.221	0.233
0.221	0.227	0.221	0.195	0.221	0.235
0.222	0.224	0.222	0.173	0.222	0.265
0.222	0.239	0.222	0.201	0.222	0.242
0.223	0.230	0.223	0.213	0.223	0.186
0.223	0.209	0.223	0.203	0.223	0.233
0.224	0.209	0.224	0.209	0.224	0.199
0.224	0.169	0.224	0.190	0.224	0.216
0.225	0.137	0.225	0.173	0.225	0.187
0.225	0.150	0.225	0.170	0.225	0.190
0.226	0.186	0.226	0.198	0.226	0.190
0.226	0.198	0.226	0.192	0.226	0.193
0.227	0.196	0.227	0.160	0.227	0.178
0.227	0.178	0.227	0.170	0.227	0.235
0.228	0.141	0.228	0.196	0.228	0.173
0.228	0.201	0.228	0.127	0.228	0.181
0.229	0.196	0.229	0.195	0.229	0.183
0.229	0.180	0.229	0.192	0.229	0.164
0.230	0.201	0.230	0.124	0.230	0.143
0.230	0.195	0.230	0.134	0.230	0.192
0.231	0.184	0.231	0.129	0.231	0.190
0.231	0.130	0.231	0.170	0.231	0.201
0.232	0.160	0.232	0.173	0.232	0.138
0.232	0.137	0.232	0.183	0.232	0.143
0.233	0.129	0.233	0.180	0.233	0.172
0.233	0.160	0.233	0.198	0.233	0.166
0.234	0.189	0.234	0.176	0.234	0.176
0.234	0.181	0.234	0.172	0.234	0.161
0.234	0.176	0.234	0.146	0.234	0.144
0.235	0.176	0.235	0.127	0.235	0.118
0.235	0.132	0.235	0.147	0.235	0.147
0.236	0.095	0.236	0.152	0.236	0.160
0.236	0.111	0.236	0.127	0.236	0.189
0.237	0.147	0.237	0.167	0.237	0.132
0.237	0.104	0.237	0.111	0.237	0.107
0.238	0.135	0.238	0.123	0.238	0.111
0.238	0.155	0.238	0.094	0.238	0.092
0.239	0.147	0.239	0.117	0.239	0.123
0.239	0.109	0.239	0.135	0.239	0.103
0.240	0.137	0.240	0.115	0.240	0.129
0.240	0.109	0.240	0.123	0.240	0.127
0.241	0.104	0.241	0.094	0.241	0.146
0.241	0.112	0.241	0.100	0.241	0.166
0.242	0.115	0.242	0.134	0.242	0.127
0.242	0.167	0.242	0.146	0.242	0.112
0.243	0.140	0.243	0.098	0.243	0.112
0.243	0.111	0.243	0.129	0.243	0.107
0.244	0.149	0.244	0.130	0.244	0.134
0.244	0.117	0.244	0.088	0.244	0.106
0.245	0.124	0.245	0.097	0.245	0.163
0.245	0.083	0.245	0.121	0.245	0.098
0.246	0.091	0.246	0.109	0.246	0.092
0.246	0.123	0.246	0.126	0.246	0.118
0.247	0.118	0.247	0.109	0.247	0.152
0.247	0.124	0.247	0.117	0.247	0.107
0.248	0.106	0.248	0.107	0.248	0.118
0.248	0.107	0.248	0.097	0.248	0.104
0.249	0.081	0.249	0.124	0.249	0.114
0.250	0.091	0.250	0.094	0.250	0.109
0.250	0.091	0.250	0.091	0.250	0.092
0.251	0.043	0.251	0.127	0.251	0.137
0.251	0.054	0.251	0.144	0.251	0.088
0.252	0.091	0.252	0.118	0.252	0.095
0.252	0.089	0.252	0.097	0.252	0.106
0.253	0.126	0.253	0.130	0.253	0.121
0.253	0.109	0.253	0.075	0.253	0.127
0.254	0.104	0.254	0.074	0.254	0.103
0.254	0.086	0.254	0.069	0.254	0.124
0.255	0.069	0.255	0.100	0.255	0.134
0.255	0.060	0.255	0.086	0.255	0.101
0.256	0.074	0.256	0.083	0.256	0.060
0.256	0.072	0.256	0.104	0.256	0.088
0.257	0.106	0.257	0.124	0.257	0.121
0.257	0.109	0.257	0.126	0.257	0.109
0.258	0.074	0.258	0.080	0.258	0.100
0.258	0.112	0.258	0.089	0.258	0.109
0.259	0.107	0.259	0.084	0.259	0.121
0.259	0.081	0.259	0.065	0.259	0.077
0.260	0.077	0.260	0.061	0.260	0.055
0.260	0.049	0.260	0.061	0.260	0.065
0.261	0.086	0.261	0.078	0.261	0.078
0.261	0.120	0.261	0.084	0.261	0.080
0.262	0.107	0.262	0.045	0.262	0.066
0.262	0.061	0.262	0.055	0.262	0.075
0.263	0.045	0.263	0.048	0.263	0.084
0.263	0.052	0.263	0.074	0.263	0.115
0.264	0.058	0.264	0.058	0.264	0.107
0.264	0.052	0.264	0.052	0.264	0.111
0.265	0.080	0.265	0.086	0.265	0.095
0.265	0.089	0.265	0.100	0.265	0.104
0.266	0.065	0.266	0.084	0.266	0.086
0.266	0.089	0.266	0.069	0.266	0.086
0.267	0.080	0.267	0.083	0.267	0.061
0.267	0.100	0.267	0.114	0.267	0.075
0.268	0.107	0.268	0.107	0.268	0.091
0.268	0.089	0.268	0.115	0.268	0.086
0.269	0.078	0.269	0.100	0.269	0.104
0.269	0.071	0.269	0.080	0.269	0.114
0.270	0.057	0.270	0.057	0.270	0.068
0.270	0.037	0.270	0.081	0.270	0.074
0.271	0.063	0.271	0.069	0.271	0.054
0.271	0.058	0.271	0.088	0.271	0.072
0.272	0.063	0.272	0.057	0.272	0.123
0.272	0.071	0.272	0.094	0.272	0.071
0.273	0.061	0.273	0.107	0.273	0.083
0.273	0.081	0.273	0.080	0.273	0.078
0.274	0.098	0.274	0.060	0.274	0.106
0.274	0.107	0.274	0.052	0.274	0.089
0.275	0.083	0.275	0.072	0.275	0.057
0.275	0.065	0.275	0.095	0.275	0.095
0.276	0.074	0.276	0.095	0.276	0.106
0.276	0.072	0.276	0.109	0.276	0.068
0.277	0.112	0.277	0.091	0.277	0.115
0.277	0.065	0.277	0.095	0.277	0.086
0.278	0.060	0.278	0.086	0.278	0.098
0.278	0.103	0.278	0.109	0.278	0.101
0.279	0.078	0.279	0.061	0.279	0.120
0.279	0.057	0.279	0.104	0.279	0.095
0.280	0.054	0.280	0.078	0.280	0.048
0.280	0.077	0.280	0.101	0.280	0.043
0.281	0.042	0.281	0.115	0.281	0.115
0.281	0.072	0.281	0.081	0.281	0.066
0.281	0.058	0.281	0.109	0.281	0.083
0.282	0.072	0.282	0.061	0.282	0.025
0.282	0.081	0.282	0.055	0.282	0.060
0.283	0.068	0.283	0.080	0.283	0.075
0.283	0.034	0.283	0.114	0.283	0.091
0.284	0.055	0.284	0.095	0.284	0.094
0.284	0.052	0.284	0.100	0.284	0.111
0.285	0.100	0.285	0.081	0.285	0.107
0.285	0.098	0.285	0.083	0.285	0.084
0.286	0.118	0.286	0.118	0.286	0.066
0.286	0.072	0.286	0.114	0.286	0.101
0.287	0.072	0.287	0.103	0.287	0.120
0.287	0.072	0.287	0.111	0.287	0.084
0.288	0.058	0.288	0.101	0.288	0.084
0.288	0.061	0.288	0.106	0.288	0.089
0.289	0.072	0.289	0.092	0.289	0.063
0.289	0.074	0.289	0.126	0.289	0.058
0.290	0.104	0.290	0.092	0.290	0.091
0.290	0.107	0.290	0.063	0.290	0.068
0.291	0.092	0.291	0.097	0.291	0.094
0.291	0.054	0.291	0.055	0.291	0.100
0.292	0.074	0.292	0.052	0.292	0.080
0.292	0.051	0.292	0.055	0.292	0.071
0.293	0.072	0.293	0.068	0.293	0.051
0.293	0.100	0.293	0.061	0.293	0.072
0.294	0.103	0.294	0.095	0.294	0.088
0.294	0.071	0.294	0.101	0.294	0.104
0.295	0.095	0.295	0.101	0.295	0.104
0.295	0.083	0.295	0.106	0.295	0.095
0.296	0.084	0.296	0.049	0.296	0.086
0.296	0.075	0.296	0.061	0.296	0.083
0.297	0.103	0.297	0.063	0.297	0.078
0.297	0.086	0.297	0.068	0.297	0.037
0.298	0.069	0.298	0.101	0.298	0.072
0.298	0.092	0.298	0.137	0.298	0.054
0.299	0.083	0.299	0.095	0.299	0.061
0.299	0.037	0.299	0.086	0.299	0.106
0.300	0.049	0.300	0.092	0.300	0.109
0.300	0.095	0.300	0.065	0.300	0.094
0.301	0.107	0.301	0.061	0.301	0.084
0.301	0.104	0.301	0.061	0.301	0.069
0.302	0.054	0.302	0.045	0.302	0.075
0.302	0.061	0.302	0.066	0.302	0.086
0.303	0.043	0.303	0.077	0.303	0.107
0.303	0.072	0.303	0.058	0.303	0.094
0.304	0.100	0.304	0.049	0.304	0.115
0.304	0.118	0.304	0.074	0.304	0.120
0.305	0.101	0.305	0.104	0.305	0.097
0.305	0.084	0.305	0.100	0.305	0.117
0.306	0.100	0.306	0.042	0.306	0.115
0.306	0.074	0.306	0.063	0.306	0.091
0.307	0.091	0.307	0.061	0.307	0.097
0.307	0.035	0.307	0.074	0.307	0.066
0.308	0.061	0.308	0.114	0.308	0.071
0.308	0.112	0.308	0.098	0.308	0.061
0.309	0.138	0.309	0.124	0.309	0.075
0.309	0.114	0.309	0.084	0.309	0.088
0.310	0.100	0.310	0.098	0.310	0.095
0.310	0.075	0.310	0.043	0.310	0.095
0.311	0.065	0.311	0.075	0.311	0.104
0.311	0.066	0.311	0.075	0.311	0.083
0.312	0.055	0.312	0.069	0.312	0.068
0.313	0.069	0.313	0.075	0.313	0.077
0.313	0.052	0.313	0.101	0.313	0.072
0.314	0.092	0.314	0.112	0.314	0.100
0.314	0.091	0.314	0.123	0.314	0.078
0.315	0.111	0.315	0.080	0.315	0.065
0.315	0.107	0.315	0.083	0.315	0.083
0.316	0.115	0.316	0.121	0.316	0.094
0.316	0.118	0.316	0.112	0.316	0.084
0.317	0.123	0.317	0.083	0.317	0.127
0.317	0.089	0.317	0.091	0.317	0.129
0.318	0.083	0.318	0.057	0.318	0.077
0.318	0.086	0.318	0.081	0.318	0.061
0.319	0.075	0.319	0.091	0.319	0.068
0.319	0.112	0.319	0.074	0.319	0.095
0.320	0.091	0.320	0.072	0.320	0.084
0.320	0.120	0.320	0.117	0.320	0.061
0.321	0.111	0.321	0.081	0.321	0.091
0.321	0.100	0.321	0.092	0.321	0.117
0.322	0.121	0.322	0.104	0.322	0.149
0.322	0.111	0.322	0.114	0.322	0.098
0.323	0.107	0.323	0.121	0.323	0.094
0.323	0.063	0.323	0.130	0.323	0.115
0.324	0.088	0.324	0.127	0.324	0.098
0.324	0.083	0.324	0.106	0.324	0.138
0.325	0.083	0.325	0.094	0.325	0.107
0.325	0.114	0.325	0.078	0.325	0.089
0.326	0.075	0.326	0.075	0.326	0.069
0.326	0.132	0.326	0.092	0.326	0.091
0.327	0.149	0.327	0.106	0.327	0.109
0.327	0.088	0.327	0.069	0.327	0.092
0.328	0.066	0.328	0.088	0.328	0.075
0.328	0.143	0.328	0.120	0.328	0.088
0.329	0.124	0.329	0.091	0.329	0.100
0.329	0.103	0.329	0.083	0.329	0.130
0.330	0.111	0.330	0.091	0.330	0.137
0.330	0.091	0.330	0.107	0.330	0.120
0.331	0.140	0.331	0.071	0.331	0.135
0.331	0.112	0.331	0.104	0.331	0.146
0.332	0.074	0.332	0.074	0.332	0.126
0.332	0.086	0.332	0.084	0.332	0.111
0.333	0.057	0.333	0.114	0.333	0.098
0.333	0.086	0.333	0.118	0.333	0.103
0.334	0.121	0.334	0.081	0.334	0.134
0.334	0.074	0.334	0.054	0.334	0.118
0.335	0.157	0.335	0.083	0.335	0.097
0.335	0.092	0.335	0.111	0.335	0.068
0.336	0.092	0.336	0.172	0.336	0.106
0.336	0.109	0.336	0.106	0.336	0.138
0.337	0.117	0.337	0.109	0.337	0.084
0.337	0.081	0.337	0.097	0.337	0.109
0.338	0.092	0.338	0.140	0.338	0.091
0.338	0.084	0.338	0.158	0.338	0.134
0.339	0.080	0.339	0.123	0.339	0.118
0.339	0.089	0.339	0.127	0.339	0.106
0.340	0.084	0.340	0.084	0.340	0.080
0.340	0.126	0.340	0.097	0.340	0.112
0.341	0.111	0.341	0.120	0.341	0.121
0.341	0.152	0.341	0.155	0.341	0.106
0.342	0.094	0.342	0.101	0.342	0.127
0.342	0.138	0.342	0.118	0.342	0.127
0.343	0.170	0.343	0.141	0.343	0.137
0.343	0.178	0.343	0.146	0.343	0.126
0.344	0.150	0.344	0.149	0.344	0.130
0.344	0.152	0.344	0.123	0.344	0.127
0.344	0.143	0.344	0.098	0.344	0.169
0.345	0.121	0.345	0.120	0.345	0.157
0.345	0.112	0.345	0.127	0.345	0.112
0.346	0.117	0.346	0.114	0.346	0.118
0.346	0.104	0.346	0.129	0.346	0.132
0.347	0.140	0.347	0.180	0.347	0.121
0.347	0.155	0.347	0.130	0.347	0.137
0.348	0.137	0.348	0.126	0.348	0.100
0.348	0.107	0.348	0.117	0.348	0.115
0.349	0.107	0.349	0.134	0.349	0.086
0.349	0.144	0.349	0.080	0.349	0.111
0.350	0.127	0.350	0.123	0.350	0.143
0.350	0.135	0.350	0.152	0.350	0.137
0.351	0.143	0.351	0.149	0.351	0.126
0.351	0.094	0.351	0.132	0.351	0.140
0.352	0.135	0.352	0.163	0.352	0.129
0.352	0.120	0.352	0.157	0.352	0.120
0.353	0.097	0.353	0.129	0.353	0.173
0.353	0.137	0.353	0.146	0.353	0.180
0.354	0.118	0.354	0.138	0.354	0.175
0.354	0.118	0.354	0.160	0.354	0.120
0.355	0.127	0.355	0.123	0.355	0.144
0.355	0.204	0.355	0.129	0.355	0.100
0.356	0.178	0.356	0.130	0.356	0.134
0.356	0.160	0.356	0.164	0.356	0.161
0.357	0.172	0.357	0.111	0.357	0.107
0.357	0.172	0.357	0.166	0.357	0.135
0.358	0.114	0.358	0.176	0.358	0.169
0.358	0.124	0.358	0.111	0.358	0.164
0.359	0.138	0.359	0.166	0.359	0.157
0.359	0.109	0.359	0.164	0.359	0.153
0.360	0.216	0.360	0.150	0.360	0.166
0.360	0.155	0.360	0.153	0.360	0.117
0.361	0.163	0.361	0.189	0.361	0.126
0.361	0.193	0.361	0.195	0.361	0.143
0.362	0.170	0.362	0.157	0.362	0.186
0.362	0.127	0.362	0.170	0.362	0.212
0.363	0.169	0.363	0.141	0.363	0.155
0.363	0.181	0.363	0.170	0.363	0.169
0.364	0.195	0.364	0.160	0.364	0.129
0.364	0.192	0.364	0.158	0.364	0.160
0.365	0.201	0.365	0.183	0.365	0.210
0.365	0.178	0.365	0.170	0.365	0.175
0.366	0.175	0.366	0.219	0.366	0.149
0.366	0.163	0.366	0.213	0.366	0.152
0.367	0.155	0.367	0.216	0.367	0.175
0.367	0.198	0.367	0.183	0.367	0.195
0.368	0.183	0.368	0.183	0.368	0.164
0.368	0.164	0.368	0.196	0.368	0.163
0.369	0.193	0.369	0.213	0.369	0.161
0.369	0.209	0.369	0.196	0.369	0.195
0.370	0.218	0.370	0.193	0.370	0.204
0.370	0.187	0.370	0.140	0.370	0.169
0.371	0.183	0.371	0.153	0.371	0.146
0.371	0.193	0.371	0.153	0.371	0.150
0.372	0.153	0.372	0.144	0.372	0.180
0.372	0.160	0.372	0.199	0.372	0.173
0.373	0.140	0.373	0.203	0.373	0.201
0.373	0.181	0.373	0.244	0.373	0.196
0.374	0.167	0.374	0.203	0.374	0.181
0.375	0.229	0.375	0.189	0.375	0.216
0.375	0.216	0.375	0.173	0.375	0.196
0.376	0.199	0.376	0.166	0.376	0.172
0.376	0.201	0.376	0.150	0.376	0.224
0.377	0.144	0.377	0.183	0.377	0.172
0.377	0.224	0.377	0.149	0.377	0.161
0.378	0.124	0.378	0.192	0.378	0.134
0.378	0.190	0.378	0.239	0.378	0.176
0.379	0.201	0.379	0.138	0.379	0.183
0.379	0.216	0.379	0.198	0.379	0.184
0.380	0.172	0.380	0.193	0.380	0.192
0.380	0.155	0.380	0.176	0.380	0.235
0.381	0.199	0.381	0.196	0.381	0.213
0.381	0.226	0.381	0.198	0.381	0.193
0.382	0.209	0.382	0.172	0.382	0.226
0.382	0.207	0.382	0.167	0.382	0.239
0.383	0.221	0.383	0.186	0.383	0.232
0.383	0.195	0.383	0.175	0.383	0.216
0.384	0.261	0.384	0.227	0.384	0.196
0.384	0.250	0.384	0.233	0.384	0.215
0.385	0.226	0.385	0.172	0.385	0.219
0.385	0.212	0.385	0.229	0.385	0.247
0.386	0.198	0.386	0.235	0.386	0.224
0.386	0.207	0.386	0.216	0.386	0.180
0.387	0.209	0.387	0.249	0.387	0.166
0.387	0.189	0.387	0.262	0.387	0.203
0.388	0.232	0.388	0.242	0.388	0.218
0.388	0.229	0.388	0.235	0.388	0.275
0.389	0.209	0.389	0.210	0.389	0.252
0.389	0.226	0.389	0.255	0.389	0.190
0.390	0.210	0.390	0.275	0.390	0.229
0.390	0.193	0.390	0.245	0.390	0.226
0.391	0.245	0.391	0.242	0.391	0.244
0.391	0.230	0.391	0.242	0.391	0.249
0.392	0.236	0.392	0.204	0.392	0.276
0.392	0.226	0.392	0.221	0.392	0.207
0.393	0.247	0.393	0.201	0.393	0.187
0.393	0.242	0.393	0.221	0.393	0.245
0.394	0.267	0.394	0.229	0.394	0.276
0.394	0.230	0.394	0.279	0.394	0.276
0.395	0.273	0.395	0.288	0.395	0.256
0.395	0.227	0.395	0.242	0.395	0.272
0.396	0.216	0.396	0.256	0.396	0.249
0.396	0.226	0.396	0.278	0.396	0.242
0.397	0.267	0.397	0.245	0.397	0.207
0.397	0.253	0.397	0.221	0.397	0.226
0.398	0.192	0.398	0.215	0.398	0.196
0.398	0.244	0.398	0.259	0.398	0.256
0.399	0.226	0.399	0.275	0.399	0.196
0.399	0.227	0.399	0.230	0.399	0.242
0.400	0.268	0.400	0.247	0.400	0.315
0.400	0.287	0.400	0.193	0.400	0.245
0.401	0.298	0.401	0.218	0.401	0.265
0.401	0.250	0.401	0.241	0.401	0.282
0.402	0.282	0.402	0.218	0.402	0.250
0.402	0.281	0.402	0.253	0.402	0.288
0.403	0.279	0.403	0.291	0.403	0.242
0.403	0.265	0.403	0.238	0.403	0.262
0.404	0.249	0.404	0.244	0.404	0.284
0.404	0.230	0.404	0.252	0.404	0.288
0.405	0.270	0.405	0.219	0.405	0.235
0.405	0.262	0.405	0.198	0.405	0.222
0.406	0.293	0.406	0.206	0.406	0.267
0.406	0.268	0.406	0.236	0.406	0.235
0.406	0.218	0.406	0.288	0.406	0.253
0.407	0.281	0.407	0.252	0.407	0.221
0.407	0.288	0.407	0.219	0.407	0.235
0.408	0.232	0.408	0.239	0.408	0.245
0.408	0.249	0.408	0.227	0.408	0.256
0.409	0.250	0.409	0.255	0.409	0.259
0.409	0.299	0.409	0.259	0.409	0.296
0.410	0.301	0.410	0.291	0.410	0.267
0.410	0.311	0.410	0.293	0.410	0.290
0.411	0.259	0.411	0.233	0.411	0.293
0.411	0.244	0.411	0.275	0.411	0.281
0.412	0.258	0.412	0.224	0.412	0.278
0.412	0.258	0.412	0.255	0.412	0.304
0.413	0.226	0.413	0.259	0.413	0.318
0.413	0.253	0.413	0.239	0.413	0.291
0.414	0.264	0.414	0.238	0.414	0.261
0.414	0.265	0.414	0.293	0.414	0.270
0.415	0.285	0.415	0.291	0.415	0.287
0.415	0.268	0.415	0.302	0.415	0.261
0.416	0.258	0.416	0.318	0.416	0.259
0.416	0.279	0.416	0.298	0.416	0.242
0.417	0.261	0.417	0.227	0.417	0.221
0.417	0.255	0.417	0.238	0.417	0.287
0.418	0.302	0.418	0.318	0.418	0.273
0.418	0.287	0.418	0.284	0.418	0.249
0.419	0.305	0.419	0.259	0.419	0.224
0.419	0.316	0.419	0.253	0.419	0.258
0.420	0.287	0.420	0.235	0.420	0.265
0.420	0.241	0.420	0.247	0.420	0.279
0.421	0.255	0.421	0.270	0.421	0.270
0.421	0.307	0.421	0.276	0.421	0.307
0.422	0.267	0.422	0.298	0.422	0.293
0.422	0.296	0.422	0.304	0.422	0.279
0.423	0.276	0.423	0.321	0.423	0.287
0.423	0.318	0.423	0.299	0.423	0.255
0.424	0.299	0.424	0.295	0.424	0.229
0.424	0.252	0.424	0.224	0.424	0.255
0.425	0.233	0.425	0.267	0.425	0.316
0.425	0.239	0.425	0.275	0.425	0.229
0.426	0.216	0.426	0.284	0.426	0.276
0.426	0.255	0.426	0.291	0.426	0.298
0.427	0.268	0.427	0.295	0.427	0.245
0.427	0.304	0.427	0.275	0.427	0.253
0.428	0.296	0.428	0.315	0.428	0.299
0.428	0.264	0.428	0.256	0.428	0.302
0.429	0.278	0.429	0.301	0.429	0.328
0.429	0.261	0.429	0.258	0.429	0.296
0.430	0.261	0.430	0.310	0.430	0.325
0.430	0.307	0.430	0.262	0.430	0.219
0.431	0.287	0.431	0.295	0.431	0.267
0.431	0.295	0.431	0.250	0.431	0.285
0.432	0.307	0.432	0.227	0.432	0.244
0.432	0.285	0.432	0.275	0.432	0.267
0.433	0.245	0.433	0.259	0.433	0.265
0.433	0.268	0.433	0.307	0.433	0.261
0.434	0.324	0.434	0.290	0.434	0.322
0.434	0.307	0.434	0.279	0.434	0.281
0.435	0.322	0.435	0.265	0.435	0.275
0.435	0.284	0.435	0.236	0.435	0.298
0.436	0.296	0.436	0.244	0.436	0.295
0.436	0.256	0.436	0.278	0.436	0.285
0.437	0.244	0.437	0.291	0.437	0.259
0.438	0.253	0.438	0.281	0.438	0.253
0.438	0.247	0.438	0.293	0.438	0.304
0.439	0.242	0.439	0.233	0.439	0.267
0.439	0.256	0.439	0.255	0.439	0.276
0.440	0.299	0.440	0.270	0.440	0.262
0.440	0.341	0.440	0.313	0.440	0.261
0.441	0.278	0.441	0.242	0.441	0.236
0.441	0.310	0.441	0.265	0.441	0.247
0.442	0.296	0.442	0.242	0.442	0.264
