E /V	I /uA	E /V	I /uA	E /V	I /uA
0.369	0.344	0.369	0.307	0.369	0.209
0.370	0.364	0.370	0.288	0.370	0.238
0.371	0.361	0.371	0.302	0.371	0.226
0.372	0.313	0.372	0.305	0.372	0.216
0.373	0.334	0.373	0.310	0.373	0.224
0.374	0.354	0.374	0.276	0.374	0.244
0.375	0.345	0.375	0.298	0.375	0.224
0.376	0.357	0.376	0.307	0.376	0.216
0.377	0.342	0.377	0.310	0.377	0.218
0.378	0.338	0.378	0.316	0.378	0.249
0.379	0.336	0.379	0.318	0.379	0.215
0.380	0.347	0.380	0.327	0.380	0.212
0.381	0.336	0.381	0.299	0.381	0.218
0.382	0.334	0.382	0.308	0.382	0.221
0.383	0.347	0.383	0.296	0.383	0.230
0.384	0.362	0.384	0.293	0.384	0.196
0.385	0.354	0.385	0.310	0.385	0.210
0.386	0.347	0.386	0.298	0.386	0.239
0.387	0.365	0.387	0.275	0.387	0.221
0.388	0.377	0.388	0.278	0.388	0.226
0.389	0.334	0.389	0.288	0.389	0.209
0.390	0.344	0.390	0.279	0.390	0.242
0.391	0.350	0.391	0.298	0.391	0.235
0.392	0.359	0.392	0.276	0.392	0.218
0.393	0.339	0.393	0.270	0.393	0.244
0.394	0.338	0.394	0.304	0.394	0.232
0.395	0.333	0.395	0.293	0.395	0.233
0.396	0.341	0.396	0.296	0.396	0.236
0.397	0.353	0.397	0.308	0.397	0.222
0.398	0.367	0.398	0.296	0.398	0.239
0.399	0.351	0.399	0.298	0.399	0.233
0.400	0.345	0.400	0.290	0.400	0.226
0.401	0.362	0.401	0.284	0.401	0.235
0.402	0.338	0.402	0.278	0.402	0.242
0.403	0.342	0.403	0.304	0.403	0.233
0.404	0.390	0.404	0.275	0.404	0.235
0.405	0.376	0.405	0.288	0.405	0.222
0.406	0.371	0.406	0.270	0.406	0.203
0.407	0.380	0.407	0.282	0.407	0.233
0.408	0.387	0.408	0.291	0.408	0.212
0.409	0.385	0.409	0.282	0.409	0.210
0.410	0.379	0.410	0.285	0.410	0.230
0.411	0.370	0.411	0.298	0.411	0.227
0.412	0.371	0.412	0.273	0.412	0.196
0.413	0.368	0.413	0.276	0.413	0.210
0.414	0.362	0.414	0.290	0.414	0.219
0.415	0.362	0.415	0.298	0.415	0.215
0.416	0.367	0.416	0.296	0.416	0.219
0.417	0.384	0.417	0.288	0.417	0.216
0.418	0.402	0.418	0.291	0.418	0.235
0.419	0.374	0.419	0.296	0.419	0.212
0.420	0.374	0.420	0.281	0.420	0.207
0.421	0.393	0.421	0.281	0.421	0.209
0.422	0.384	0.422	0.284	0.422	0.235
0.423	0.379	0.423	0.279	0.423	0.222
0.424	0.370	0.424	0.290	0.424	0.213
0.425	0.387	0.425	0.267	0.425	0.235
0.426	0.393	0.426	0.287	0.426	0.219
0.427	0.388	0.427	0.275	0.427	0.216
0.428	0.384	0.428	0.273	0.428	0.227
0.429	0.402	0.429	0.281	0.429	0.218
0.430	0.407	0.430	0.278	0.430	0.236
0.431	0.379	0.431	0.278	0.431	0.230
0.432	0.414	0.432	0.285	0.432	0.222
0.433	0.382	0.433	0.281	0.433	0.233
0.434	0.391	0.434	0.259	0.434	0.221
0.435	0.414	0.435	0.284	0.435	0.236
0.436	0.385	0.436	0.281	0.436	0.224
0.437	0.370	0.437	0.264	0.437	0.238
0.438	0.367	0.438	0.270	0.438	0.224
0.439	0.414	0.439	0.287	0.439	0.210
0.440	0.430	0.440	0.288	0.440	0.224
0.441	0.405	0.441	0.281	0.441	0.221
0.442	0.387	0.442	0.261	0.442	0.230
0.443	0.399	0.443	0.293	0.443	0.215
0.444	0.405	0.444	0.287	0.444	0.224
0.445	0.376	0.445	0.255	0.445	0.207
0.446	0.380	0.446	0.273	0.446	0.227
0.447	0.423	0.447	0.270	0.447	0.229
0.448	0.405	0.448	0.272	0.448	0.218
0.449	0.396	0.449	0.275	0.449	0.218
0.450	0.394	0.450	0.279	0.450	0.221
0.451	0.377	0.451	0.265	0.451	0.207
0.452	0.387	0.452	0.258	0.452	0.216
0.453	0.374	0.453	0.247	0.453	0.219
0.454	0.353	0.454	0.249	0.454	0.216
0.455	0.371	0.455	0.265	0.455	0.226
0.456	0.370	0.456	0.256	0.456	0.241
0.457	0.382	0.457	0.264	0.457	0.226
0.458	0.362	0.458	0.259	0.458	0.206
0.459	0.373	0.459	0.281	0.459	0.219
0.460	0.374	0.460	0.252	0.460	0.233
0.461	0.364	0.461	0.236	0.461	0.235
0.462	0.367	0.462	0.264	0.462	0.190
0.463	0.385	0.463	0.250	0.463	0.218
0.464	0.380	0.464	0.238	0.464	0.227
0.465	0.362	0.465	0.239	0.465	0.212
0.466	0.364	0.466	0.244	0.466	0.207
0.467	0.357	0.467	0.242	0.467	0.189
0.468	0.330	0.468	0.244	0.468	0.213
0.469	0.339	0.469	0.252	0.469	0.209
0.470	0.333	0.470	0.256	0.470	0.203
0.471	0.334	0.471	0.235	0.471	0.229
0.472	0.315	0.472	0.256	0.472	0.213
0.473	0.342	0.473	0.250	0.473	0.210
0.474	0.322	0.474	0.235	0.474	0.226
0.475	0.319	0.475	0.253	0.475	0.226
0.476	0.339	0.476	0.236	0.476	0.209
0.477	0.327	0.477	0.245	0.477	0.207
0.478	0.339	0.478	0.221	0.478	0.206
0.479	0.310	0.479	0.264	0.479	0.216
0.480	0.316	0.480	0.247	0.480	0.222
0.481	0.331	0.481	0.224	0.481	0.212
0.482	0.325	0.482	0.229	0.482	0.204
0.483	0.299	0.483	0.210	0.483	0.212
0.484	0.301	0.484	0.230	0.484	0.216
0.485	0.311	0.485	0.218	0.485	0.190
0.486	0.307	0.486	0.227	0.486	0.192
0.487	0.308	0.487	0.238	0.487	0.195
0.488	0.296	0.488	0.230	0.488	0.210
0.489	0.307	0.489	0.224	0.489	0.201
0.490	0.302	0.490	0.216	0.490	0.209
0.491	0.299	0.491	0.256	0.491	0.209
0.492	0.284	0.492	0.186	0.492	0.210
0.493	0.265	0.493	0.213	0.493	0.222
0.494	0.272	0.494	0.215	0.494	0.224
0.495	0.262	0.495	0.230	0.495	0.213
0.496	0.264	0.496	0.233	0.496	0.233
0.497	0.278	0.497	0.227	0.497	0.235
0.498	0.262	0.498	0.238	0.498	0.230
0.499	0.267	0.499	0.232	0.499	0.224
0.500	0.264	0.500	0.221	0.500	0.222
0.501	0.272	0.501	0.222	0.501	0.226
0.502	0.268	0.502	0.226	0.502	0.222
0.503	0.268	0.503	0.215	0.503	0.219
0.504	0.258	0.504	0.233	0.504	0.218
0.505	0.261	0.505	0.229	0.505	0.247
0.506	0.261	0.506	0.201	0.506	0.230
0.507	0.253	0.507	0.224	0.507	0.239
0.508	0.255	0.508	0.226	0.508	0.245
0.509	0.244	0.509	0.209	0.509	0.247
0.510	0.261	0.510	0.232	0.510	0.242
0.511	0.245	0.511	0.229	0.511	0.233
0.512	0.224	0.512	0.236	0.512	0.226
0.513	0.212	0.513	0.230	0.513	0.265
0.514	0.232	0.514	0.213	0.514	0.256
0.515	0.226	0.515	0.216	0.515	0.279
0.516	0.242	0.516	0.236	0.516	0.295
0.517	0.218	0.517	0.207	0.517	0.316
0.518	0.247	0.518	0.222	0.518	0.328
0.519	0.235	0.519	0.216	0.519	0.357
0.520	0.229	0.520	0.233	0.520	0.377
0.521	0.226	0.521	0.226	0.521	0.413
0.522	0.227	0.522	0.233	0.522	0.462
0.523	0.222	0.523	0.233	0.523	0.486
0.524	0.218	0.524	0.245	0.524	0.532
0.525	0.192	0.525	0.238	0.525	0.595
0.526	0.199	0.526	0.250	0.526	0.666
0.527	0.193	0.527	0.267	0.527	0.707
0.528	0.209	0.528	0.264	0.528	0.776
0.529	0.212	0.529	0.302	0.529	0.857
0.530	0.216	0.530	0.322	0.530	0.969
0.531	0.224	0.531	0.347	0.531	1.075
0.532	0.210	0.532	0.359	0.532	1.172
0.533	0.216	0.533	0.419	0.533	1.296
0.534	0.215	0.534	0.423	0.534	1.408
0.535	0.222	0.535	0.459	0.535	1.522
0.536	0.221	0.536	0.511	0.536	1.663
0.537	0.235	0.537	0.564	0.537	1.795
0.538	0.218	0.538	0.632	0.538	1.974
0.539	0.242	0.539	0.703	0.539	2.077
0.540	0.245	0.540	0.775	0.540	2.235
0.541	0.252	0.541	0.867	0.541	2.385
0.542	0.281	0.542	0.980	0.542	2.508
0.543	0.268	0.543	1.064	0.543	2.655
0.544	0.301	0.544	1.198	0.544	2.782
0.545	0.328	0.545	1.351	0.545	2.909
0.546	0.357	0.546	1.448	0.546	2.994
0.547	0.391	0.547	1.592	0.547	3.133
0.548	0.422	0.548	1.713	0.548	3.216
0.549	0.468	0.549	1.887	0.549	3.262
0.550	0.531	0.550	2.023	0.550	3.290
0.551	0.615	0.551	2.190	0.551	3.365
0.552	0.661	0.552	2.299	0.552	3.376
0.553	0.782	0.553	2.403	0.553	3.400
0.554	0.890	0.554	2.557	0.554	3.402
0.555	1.020	0.555	2.687	0.555	3.422
0.556	1.178	0.556	2.790	0.556	3.420
0.557	1.291	0.557	2.916	0.557	3.397
0.558	1.460	0.558	2.943	0.558	3.356
0.559	1.621	0.559	3.040	0.559	3.342
0.560	1.770	0.560	3.103	0.560	3.299
0.561	1.926	0.561	3.170	0.561	3.255
0.562	2.054	0.562	3.159	0.562	3.268
0.563	2.221	0.563	3.193	0.563	3.178
0.564	2.354	0.564	3.196	0.564	3.106
0.565	2.437	0.565	3.164	0.565	3.049
0.566	2.534	0.566	3.166	0.566	2.992
0.567	2.609	0.567	3.132	0.567	2.925
0.568	2.649	0.568	3.074	0.568	2.837
0.569	2.672	0.569	3.037	0.569	2.798
0.570	2.724	0.570	2.954	0.570	2.727
0.571	2.704	0.571	2.905	0.571	2.669
0.572	2.741	0.572	2.833	0.572	2.584
0.573	2.655	0.573	2.724	0.573	2.511
0.574	2.584	0.574	2.713	0.574	2.434
0.575	2.560	0.575	2.620	0.575	2.406
0.576	2.479	0.576	2.503	0.576	2.325
0.577	2.422	0.577	2.425	0.577	2.276
0.578	2.331	0.578	2.351	0.578	2.213
0.579	2.276	0.579	2.267	0.579	2.178
0.580	2.172	0.580	2.202	0.580	2.095
0.581	2.084	0.581	2.120	0.581	2.095
0.582	2.005	0.582	2.031	0.582	2.014
0.583	1.917	0.583	1.979	0.583	1.962
0.584	1.845	0.584	1.903	0.584	1.951
0.585	1.770	0.585	1.862	0.585	1.862
0.586	1.715	0.586	1.764	0.586	1.808
0.587	1.649	0.587	1.765	0.587	1.814
0.588	1.577	0.588	1.681	0.588	1.752
0.589	1.518	0.589	1.644	0.589	1.753
0.590	1.445	0.590	1.586	0.590	1.713
0.591	1.408	0.591	1.541	0.591	1.673
0.592	1.345	0.592	1.468	0.592	1.632
0.593	1.321	0.593	1.472	0.593	1.620
0.594	1.262	0.594	1.429	0.594	1.621
0.595	1.218	0.595	1.394	0.595	1.584
0.596	1.163	0.596	1.360	0.596	1.549
0.597	1.137	0.597	1.336	0.597	1.502
0.598	1.087	0.598	1.319	0.598	1.508
0.599	1.060	0.599	1.282	0.599	1.494
0.600	1.054	0.600	1.233	0.600	1.476
0.601	1.017	0.601	1.226	0.601	1.436
0.602	0.976	0.602	1.209	0.602	1.402
0.603	0.972	0.603	1.167	0.603	1.410
0.604	0.934	0.604	1.146	0.604	1.376
0.605	0.908	0.605	1.135	0.605	1.347
0.606	0.894	0.606	1.127	0.606	1.365
0.607	0.854	0.607	1.120	0.607	1.318
0.608	0.836	0.608	1.100	0.608	1.307
0.609	0.811	0.609	1.055	0.609	1.324
0.610	0.798	0.610	1.041	0.610	1.301
0.611	0.785	0.611	1.037	0.611	1.275
0.612	0.773	0.612	1.034	0.612	1.305
0.613	0.744	0.613	1.008	0.613	1.241
0.614	0.749	0.614	1.011	0.614	1.233
0.615	0.732	0.615	0.977	0.615	1.198
0.616	0.715	0.616	0.980	0.616	1.213
0.617	0.703	0.617	0.968	0.617	1.178
0.618	0.701	0.618	0.957	0.618	1.163
0.619	0.707	0.619	0.948	0.619	1.163
0.620	0.692	0.620	0.936	0.620	1.141
0.621	0.664	0.621	0.917	0.621	1.144
0.622	0.626	0.622	0.899	0.622	1.115
0.623	0.641	0.623	0.877	0.623	1.107
0.624	0.640	0.624	0.883	0.624	1.098
0.625	0.607	0.625	0.874	0.625	1.112
0.626	0.614	0.626	0.870	0.626	1.084
0.627	0.620	0.627	0.864	0.627	1.077
0.628	0.617	0.628	0.862	0.628	1.071
0.629	0.609	0.629	0.836	0.629	1.040
0.630	0.606	0.630	0.837	0.630	1.051
0.631	0.592	0.631	0.824	0.631	1.038
0.632	0.581	0.632	0.801	0.632	0.988
0.633	0.583	0.633	0.799	0.633	1.012
0.634	0.594	0.634	0.804	0.634	0.972
0.635	0.581	0.635	0.785	0.635	0.989
0.636	0.560	0.636	0.798	0.636	0.969
0.637	0.557	0.637	0.784	0.637	0.968
0.638	0.546	0.638	0.770	0.638	0.968
0.639	0.528	0.639	0.762	0.639	0.937
0.640	0.529	0.640	0.764	0.640	0.943
0.641	0.538	0.641	0.762	0.641	0.936
0.642	0.532	0.642	0.724	0.642	0.930
0.643	0.529	0.643	0.719	0.643	0.919
0.644	0.522	0.644	0.732	0.644	0.922
0.645	0.528	0.645	0.747	0.645	0.913
0.646	0.515	0.646	0.724	0.646	0.880
0.647	0.500	0.647	0.718	0.647	0.870
0.648	0.514	0.648	0.718	0.648	0.856
0.649	0.494	0.649	0.709	0.649	0.851
0.650	0.492	0.650	0.683	0.650	0.874
0.651	0.494	0.651	0.690	0.651	0.842
0.652	0.503	0.652	0.699	0.652	0.841
0.653	0.520	0.653	0.684	0.653	0.822
0.654	0.505	0.654	0.684	0.654	0.831
0.655	0.485	0.655	0.681	0.655	0.827
0.656	0.492	0.656	0.660	0.656	0.834
0.657	0.479	0.657	0.655	0.657	0.818
0.658	0.485	0.658	0.621	0.658	0.801
0.659	0.477	0.659	0.641	0.659	0.807
0.660	0.474	0.660	0.640	0.660	0.793
0.661	0.471	0.661	0.627	0.661	0.799
0.662	0.483	0.662	0.652	0.662	0.787
0.663	0.486	0.663	0.627	0.663	0.782
0.664	0.479	0.664	0.646	0.664	0.759
0.665	0.463	0.665	0.617	0.665	0.768
0.666	0.471	0.666	0.647	0.666	0.752
0.667	0.462	0.667	0.627	0.667	0.745
0.668	0.472	0.668	0.600	0.668	0.752
0.669	0.469	0.669	0.627	0.669	0.741
0.670	0.471	0.670	0.627	0.670	0.755
0.671	0.477	0.671	0.617	0.671	0.745
0.672	0.456	0.672	0.614	0.672	0.745
0.673	0.462	0.673	0.603	0.673	0.753
0.674	0.491	0.674	0.618	0.674	0.735
0.675	0.471	0.675	0.618	0.675	0.764
0.676	0.462	0.676	0.629	0.676	0.741
0.677	0.480	0.677	0.598	0.677	0.749
0.678	0.463	0.678	0.611	0.678	0.756
0.679	0.465	0.679	0.606	0.679	0.713
0.680	0.456	0.680	0.614	0.680	0.709
0.681	0.485	0.681	0.594	0.681	0.716
0.682	0.482	0.682	0.597	0.682	0.738
0.683	0.483	0.683	0.626	0.683	0.724
0.684	0.480	0.684	0.601	0.684	0.726
0.685	0.459	0.685	0.594	0.685	0.722
0.686	0.462	0.686	0.611	0.686	0.735
0.687	0.500	0.687	0.614	0.687	0.741
0.688	0.466	0.688	0.611	0.688	0.753
0.689	0.462	0.689	0.611	0.689	0.724
0.690	0.477	0.690	0.604	0.690	0.712
0.691	0.492	0.691	0.604	0.691	0.750
0.692	0.492	0.692	0.600	0.692	0.732
0.693	0.485	0.693	0.614	0.693	0.726
0.694	0.488	0.694	0.629	0.694	0.747
0.695	0.502	0.695	0.624	0.695	0.727
0.696	0.482	0.696	0.609	0.696	0.721
0.697	0.494	0.697	0.623	0.697	0.726
0.698	0.494	0.698	0.621	0.698	0.735
0.699	0.503	0.699	0.630	0.699	0.739
0.700	0.336	0.700	0.420	0.700	0.518
0.699	0.155	0.699	0.215	0.699	0.262
0.698	0.022	0.698	0.035	0.698	0.089
0.697	-0.086	0.697	-0.093	0.697	-0.051
0.696	-0.146	0.696	-0.161	0.696	-0.176
0.695	-0.193	0.695	-0.205	0.695	-0.208
0.694	-0.238	0.694	-0.273	0.694	-0.265
0.693	-0.253	0.693	-0.299	0.693	-0.307
0.692	-0.284	0.692	-0.340	0.692	-0.356
0.691	-0.293	0.691	-0.348	0.691	-0.373
0.690	-0.307	0.690	-0.371	0.690	-0.394
0.689	-0.304	0.689	-0.345	0.689	-0.402
0.688	-0.314	0.688	-0.380	0.688	-0.449
0.687	-0.317	0.687	-0.366	0.687	-0.432
0.686	-0.334	0.686	-0.412	0.686	-0.446
0.685	-0.328	0.685	-0.400	0.685	-0.451
0.684	-0.328	0.684	-0.399	0.684	-0.437
0.683	-0.343	0.683	-0.414	0.683	-0.446
0.682	-0.345	0.682	-0.432	0.682	-0.442
0.681	-0.343	0.681	-0.422	0.681	-0.471
0.680	-0.356	0.680	-0.428	0.680	-0.458
0.679	-0.362	0.679	-0.440	0.679	-0.448
0.678	-0.393	0.678	-0.437	0.678	-0.472
0.677	-0.362	0.677	-0.425	0.677	-0.478
0.676	-0.365	0.676	-0.435	0.676	-0.491
0.675	-0.373	0.675	-0.449	0.675	-0.486
0.674	-0.380	0.674	-0.437	0.674	-0.504
0.673	-0.368	0.673	-0.431	0.673	-0.518
0.672	-0.366	0.672	-0.434	0.672	-0.495
0.671	-0.396	0.671	-0.452	0.671	-0.529
0.670	-0.389	0.670	-0.462	0.670	-0.523
0.669	-0.389	0.669	-0.451	0.669	-0.527
0.668	-0.377	0.668	-0.478	0.668	-0.523
0.667	-0.385	0.667	-0.478	0.667	-0.549
0.666	-0.386	0.666	-0.468	0.666	-0.515
0.665	-0.389	0.665	-0.492	0.665	-0.527
0.664	-0.388	0.664	-0.488	0.664	-0.526
0.663	-0.403	0.663	-0.474	0.663	-0.540
0.662	-0.393	0.662	-0.491	0.662	-0.549
0.661	-0.406	0.661	-0.486	0.661	-0.535
0.660	-0.405	0.660	-0.494	0.660	-0.564
0.659	-0.402	0.659	-0.504	0.659	-0.572
0.658	-0.406	0.658	-0.517	0.658	-0.569
0.657	-0.406	0.657	-0.501	0.657	-0.575
0.656	-0.406	0.656	-0.517	0.656	-0.584
0.655	-0.417	0.655	-0.509	0.655	-0.598
0.654	-0.414	0.654	-0.514	0.654	-0.603
0.653	-0.422	0.653	-0.523	0.653	-0.607
0.652	-0.416	0.652	-0.535	0.652	-0.600
0.651	-0.439	0.651	-0.527	0.651	-0.632
0.650	-0.431	0.650	-0.543	0.650	-0.626
0.649	-0.440	0.649	-0.544	0.649	-0.632
0.648	-0.437	0.648	-0.570	0.648	-0.650
0.647	-0.452	0.647	-0.558	0.647	-0.644
0.646	-0.440	0.646	-0.567	0.646	-0.661
0.645	-0.454	0.645	-0.569	0.645	-0.664
0.644	-0.463	0.644	-0.567	0.644	-0.678
0.643	-0.455	0.643	-0.578	0.643	-0.701
0.642	-0.460	0.642	-0.604	0.642	-0.689
0.641	-0.463	0.641	-0.606	0.641	-0.718
0.640	-0.474	0.640	-0.610	0.640	-0.710
0.639	-0.477	0.639	-0.623	0.639	-0.707
0.638	-0.492	0.638	-0.623	0.638	-0.733
0.637	-0.474	0.637	-0.618	0.637	-0.742
0.636	-0.488	0.636	-0.636	0.636	-0.748
0.635	-0.486	0.635	-0.661	0.635	-0.756
0.634	-0.500	0.634	-0.641	0.634	-0.747
0.633	-0.503	0.633	-0.653	0.633	-0.762
0.632	-0.506	0.632	-0.667	0.632	-0.796
0.631	-0.521	0.631	-0.695	0.631	-0.788
0.630	-0.509	0.630	-0.693	0.630	-0.799
0.629	-0.537	0.629	-0.699	0.629	-0.811
0.628	-0.546	0.628	-0.684	0.628	-0.833
0.627	-0.544	0.627	-0.722	0.627	-0.834
0.626	-0.558	0.626	-0.731	0.626	-0.871
0.625	-0.574	0.625	-0.759	0.625	-0.868
0.624	-0.564	0.624	-0.762	0.624	-0.883
0.623	-0.584	0.623	-0.750	0.623	-0.870
0.622	-0.607	0.622	-0.759	0.622	-0.866
0.621	-0.606	0.621	-0.776	0.621	-0.909
0.620	-0.615	0.620	-0.788	0.620	-0.932
0.619	-0.639	0.619	-0.819	0.619	-0.937
0.618	-0.652	0.618	-0.816	0.618	-0.965
0.617	-0.652	0.617	-0.837	0.617	-0.962
0.616	-0.664	0.616	-0.850	0.616	-1.012
0.615	-0.667	0.615	-0.837	0.615	-1.004
0.614	-0.690	0.614	-0.871	0.614	-0.998
0.613	-0.705	0.613	-0.900	0.613	-1.046
0.612	-0.722	0.612	-0.899	0.612	-1.063
0.611	-0.751	0.611	-0.923	0.611	-1.058
0.610	-0.753	0.610	-0.916	0.610	-1.069
0.609	-0.782	0.609	-0.955	0.609	-1.103
0.608	-0.810	0.608	-1.001	0.608	-1.089
0.607	-0.825	0.607	-0.975	0.607	-1.126
0.606	-0.834	0.606	-1.027	0.606	-1.130
0.605	-0.836	0.605	-1.008	0.605	-1.175
0.604	-0.880	0.604	-1.058	0.604	-1.201
0.603	-0.917	0.603	-1.072	0.603	-1.213
0.602	-0.942	0.602	-1.090	0.602	-1.256
0.601	-0.952	0.601	-1.110	0.601	-1.264
0.600	-0.971	0.600	-1.162	0.600	-1.291
0.599	-1.003	0.599	-1.161	0.599	-1.282
0.598	-1.018	0.598	-1.190	0.598	-1.322
0.597	-1.055	0.597	-1.221	0.597	-1.340
0.596	-1.109	0.596	-1.242	0.596	-1.371
0.595	-1.167	0.595	-1.273	0.595	-1.405
0.594	-1.207	0.594	-1.302	0.594	-1.442
0.593	-1.227	0.593	-1.343	0.593	-1.462
0.592	-1.262	0.592	-1.383	0.592	-1.474
0.591	-1.314	0.591	-1.425	0.591	-1.498
0.590	-1.351	0.590	-1.466	0.590	-1.554
0.589	-1.392	0.589	-1.506	0.589	-1.541
0.588	-1.434	0.588	-1.532	0.588	-1.616
0.587	-1.501	0.587	-1.587	0.587	-1.638
0.586	-1.564	0.586	-1.641	0.586	-1.698
0.585	-1.613	0.585	-1.678	0.585	-1.715
0.584	-1.692	0.584	-1.741	0.584	-1.761
0.583	-1.738	0.583	-1.804	0.583	-1.790
0.582	-1.814	0.582	-1.869	0.582	-1.839
0.581	-1.877	0.581	-1.908	0.581	-1.842
0.580	-1.951	0.580	-1.984	0.580	-1.886
0.579	-2.049	0.579	-2.029	0.579	-1.958
0.578	-2.113	0.578	-2.096	0.578	-2.001
0.577	-2.199	0.577	-2.162	0.577	-2.067
0.576	-2.290	0.576	-2.238	0.576	-2.107
0.575	-2.373	0.575	-2.334	0.575	-2.155
0.574	-2.469	0.574	-2.374	0.574	-2.204
0.573	-2.567	0.573	-2.457	0.573	-2.256
0.572	-2.644	0.572	-2.547	0.572	-2.327
0.571	-2.753	0.571	-2.612	0.571	-2.388
0.570	-2.802	0.570	-2.716	0.570	-2.461
0.569	-2.912	0.569	-2.797	0.569	-2.521
0.568	-2.992	0.568	-2.856	0.568	-2.580
0.567	-3.018	0.567	-2.951	0.567	-2.641
0.566	-3.087	0.566	-3.040	0.566	-2.705
0.565	-3.147	0.565	-3.133	0.565	-2.761
0.564	-3.192	0.564	-3.195	0.564	-2.843
0.563	-3.204	0.563	-3.284	0.563	-2.914
0.562	-3.188	0.562	-3.330	0.562	-2.966
0.561	-3.116	0.561	-3.348	0.561	-3.015
0.560	-3.092	0.560	-3.386	0.560	-3.106
0.559	-2.992	0.559	-3.442	0.559	-3.155
0.558	-2.888	0.558	-3.451	0.558	-3.201
0.557	-2.788	0.557	-3.480	0.557	-3.279
0.556	-2.667	0.556	-3.478	0.556	-3.336
0.555	-2.534	0.555	-3.442	0.555	-3.395
0.554	-2.379	0.554	-3.448	0.554	-3.449
0.553	-2.225	0.553	-3.405	0.553	-3.475
0.552	-2.067	0.552	-3.376	0.552	-3.537
0.551	-1.912	0.551	-3.311	0.551	-3.580
0.550	-1.751	0.550	-3.280	0.550	-3.572
0.549	-1.589	0.549	-3.204	0.549	-3.688
0.548	-1.469	0.548	-3.150	0.548	-3.710
0.547	-1.316	0.547	-3.052	0.547	-3.757
0.546	-1.208	0.546	-2.938	0.546	-3.748
0.545	-1.084	0.545	-2.839	0.545	-3.773
0.544	-0.978	0.544	-2.699	0.544	-3.794
0.543	-0.868	0.543	-2.584	0.543	-3.773
0.542	-0.813	0.542	-2.498	0.542	-3.777
0.541	-0.710	0.541	-2.357	0.541	-3.734
0.540	-0.630	0.540	-2.221	0.540	-3.711
0.539	-0.598	0.539	-2.066	0.539	-3.667
0.538	-0.560	0.538	-1.922	0.538	-3.518
0.537	-0.512	0.537	-1.804	0.537	-3.461
0.536	-0.474	0.536	-1.646	0.536	-3.323
0.535	-0.451	0.535	-1.532	0.535	-3.195
0.534	-0.432	0.534	-1.373	0.534	-3.035
0.533	-0.422	0.533	-1.261	0.533	-2.882
0.532	-0.382	0.532	-1.156	0.532	-2.715
0.531	-0.386	0.531	-1.055	0.531	-2.580
0.530	-0.377	0.530	-0.965	0.530	-2.388
0.529	-0.373	0.529	-0.877	0.529	-2.233
0.528	-0.389	0.528	-0.785	0.528	-2.073
0.527	-0.353	0.527	-0.725	0.527	-1.923
0.526	-0.357	0.526	-0.682	0.526	-1.774
0.525	-0.362	0.525	-0.627	0.525	-1.647
0.524	-0.350	0.524	-0.587	0.524	-1.501
0.523	-0.354	0.523	-0.555	0.523	-1.357
0.522	-0.353	0.522	-0.504	0.522	-1.270
0.521	-0.334	0.521	-0.491	0.521	-1.141
0.520	-0.331	0.520	-0.488	0.520	-1.061
0.519	-0.327	0.519	-0.440	0.519	-0.954
0.518	-0.351	0.518	-0.428	0.518	-0.885
0.517	-0.314	0.517	-0.411	0.517	-0.819
0.516	-0.322	0.516	-0.391	0.516	-0.756
0.515	-0.357	0.515	-0.380	0.515	-0.695
0.514	-0.336	0.514	-0.362	0.514	-0.652
0.513	-0.336	0.513	-0.374	0.513	-0.606
0.512	-0.333	0.512	-0.376	0.512	-0.558
0.511	-0.357	0.511	-0.363	0.511	-0.511
0.510	-0.331	0.510	-0.336	0.510	-0.481
0.509	-0.340	0.509	-0.334	0.509	-0.478
0.508	-0.345	0.508	-0.370	0.508	-0.445
0.507	-0.334	0.507	-0.340	0.507	-0.437
0.506	-0.347	0.506	-0.356	0.506	-0.405
0.505	-0.365	0.505	-0.334	0.505	-0.406
0.504	-0.368	0.504	-0.328	0.504	-0.383
0.503	-0.347	0.503	-0.337	0.503	-0.388
0.502	-0.353	0.502	-0.331	0.502	-0.399
0.501	-0.354	0.501	-0.359	0.501	-0.391
0.500	-0.368	0.500	-0.350	0.500	-0.371
0.499	-0.339	0.499	-0.336	0.499	-0.370
0.498	-0.359	0.498	-0.328	0.498	-0.354
0.497	-0.357	0.497	-0.340	0.497	-0.374
0.496	-0.353	0.496	-0.328	0.496	-0.350
0.495	-0.371	0.495	-0.348	0.495	-0.362
0.494	-0.366	0.494	-0.331	0.494	-0.360
0.493	-0.365	0.493	-0.343	0.493	-0.345
0.492	-0.373	0.492	-0.347	0.492	-0.362
0.491	-0.382	0.491	-0.345	0.491	-0.347
0.490	-0.386	0.490	-0.336	0.490	-0.347
0.489	-0.365	0.489	-0.336	0.489	-0.340
0.488	-0.377	0.488	-0.316	0.488	-0.350
0.487	-0.359	0.487	-0.328	0.487	-0.328
0.486	-0.386	0.486	-0.342	0.486	-0.333
0.485	-0.365	0.485	-0.345	0.485	-0.345
0.484	-0.377	0.484	-0.331	0.484	-0.342
0.483	-0.385	0.483	-0.331	0.483	-0.342
0.482	-0.380	0.482	-0.330	0.482	-0.316
0.481	-0.379	0.481	-0.337	0.481	-0.330
0.480	-0.380	0.480	-0.337	0.480	-0.348
0.479	-0.351	0.479	-0.316	0.479	-0.333
0.478	-0.414	0.478	-0.333	0.478	-0.331
