Date: 01-03-22
Time: 20:13:53

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .1000
First vertex potential (V) = .0000
Second vertex potential (V) = .6000
Step potential (V) = .00030
Scan rate (V/s) = .05000
Equilibration time (s) = 
Number of Data Points =  3932 

 Potential	  Scan 1   	  Scan 2   	  Scan 3   	
 0.177612	1.695190E-06	1.550171E-06	1.510620E-06
 0.177917	1.714966E-06	1.572144E-06	1.529297E-06
 0.178223	1.641357E-06	1.494141E-06	1.474365E-06
 0.178528	1.735840E-06	1.579834E-06	1.552368E-06
 0.178833	1.685303E-06	1.542481E-06	1.511719E-06
 0.179138	1.728149E-06	1.578735E-06	1.558960E-06
 0.179443	1.664429E-06	1.487549E-06	1.473267E-06
 0.179749	1.710571E-06	1.555664E-06	1.531494E-06
 0.180054	1.656738E-06	1.528198E-06	1.499634E-06
 0.180359	1.689697E-06	1.545776E-06	1.528198E-06
 0.180664	1.658936E-06	1.497437E-06	1.474365E-06
 0.180969	1.738037E-06	1.593018E-06	1.557861E-06
 0.181274	1.694092E-06	1.535889E-06	1.495239E-06
 0.181580	1.710571E-06	1.551270E-06	1.520508E-06
 0.181885	1.638062E-06	1.501831E-06	1.474365E-06
 0.182190	1.736939E-06	1.563355E-06	1.540283E-06
 0.182495	1.674316E-06	1.502930E-06	1.478760E-06
 0.182800	1.668823E-06	1.529297E-06	1.500732E-06
 0.183105	1.618286E-06	1.473267E-06	1.447998E-06
 0.183411	1.714966E-06	1.569946E-06	1.538086E-06
 0.183716	1.671021E-06	1.528198E-06	1.491943E-06
 0.184021	1.697388E-06	1.538086E-06	1.517212E-06
 0.184326	1.630371E-06	1.471069E-06	1.447998E-06
 0.184631	1.690796E-06	1.538086E-06	1.504028E-06
 0.184937	1.641357E-06	1.500732E-06	1.469971E-06
 0.185242	1.690796E-06	1.519409E-06	1.502930E-06
 0.185547	1.671021E-06	1.490845E-06	1.454590E-06
 0.185852	1.717163E-06	1.562256E-06	1.522705E-06
 0.186157	1.665527E-06	1.511719E-06	1.493042E-06
 0.186462	1.694092E-06	1.534790E-06	1.509522E-06
 0.186768	1.630371E-06	1.472168E-06	1.450195E-06
 0.187073	1.713867E-06	1.544678E-06	1.511719E-06
 0.187378	1.641357E-06	1.489746E-06	1.457886E-06
 0.187683	1.657837E-06	1.507324E-06	1.478760E-06
 0.187988	1.595215E-06	1.468872E-06	1.426025E-06
 0.188293	1.718262E-06	1.547974E-06	1.512817E-06
 0.188599	1.657837E-06	1.469971E-06	1.442505E-06
 0.188904	1.669922E-06	1.515015E-06	1.468872E-06
 0.189209	1.620483E-06	1.454590E-06	1.434814E-06
 0.189514	1.680908E-06	1.526001E-06	1.490845E-06
 0.189819	1.638062E-06	1.478760E-06	1.440308E-06
 0.190125	1.662231E-06	1.482056E-06	1.458984E-06
 0.190430	1.610596E-06	1.434814E-06	1.413940E-06
 0.190735	1.689697E-06	1.527100E-06	1.491943E-06
 0.191040	1.642456E-06	1.504028E-06	1.474365E-06
 0.191345	1.684204E-06	1.512817E-06	1.473267E-06
 0.191650	1.613892E-06	1.439209E-06	1.399658E-06
 0.191956	1.663330E-06	1.500732E-06	1.480957E-06
 0.192261	1.632568E-06	1.451294E-06	1.440308E-06
 0.192566	1.643555E-06	1.468872E-06	1.438110E-06
 0.192871	1.577637E-06	1.420532E-06	1.385376E-06
 0.193176	1.684204E-06	1.505127E-06	1.471069E-06
 0.193481	1.630371E-06	1.450195E-06	1.426025E-06
 0.193787	1.629273E-06	1.469971E-06	1.430420E-06
 0.194092	1.588623E-06	1.443604E-06	1.399658E-06
 0.194397	1.665527E-06	1.483154E-06	1.457886E-06
 0.194702	1.601807E-06	1.428223E-06	1.400757E-06
 0.195007	1.614990E-06	1.450195E-06	1.421631E-06
 0.195313	1.535889E-06	1.367798E-06	1.331543E-06
 0.195618	1.665527E-06	1.487549E-06	1.467773E-06
 0.195923	1.624878E-06	1.460083E-06	1.412842E-06
 0.196228	1.665527E-06	1.469971E-06	1.440308E-06
 0.196533	1.584229E-06	1.390869E-06	1.362305E-06
 0.196838	1.644653E-06	1.469971E-06	1.435913E-06
 0.197144	1.597412E-06	1.437012E-06	1.405151E-06
 0.197449	1.617188E-06	1.440308E-06	1.413940E-06
 0.197754	1.544678E-06	1.372192E-06	1.333740E-06
 0.198059	1.628174E-06	1.477661E-06	1.440308E-06
 0.198364	1.593018E-06	1.412842E-06	1.382080E-06
 0.198669	1.609497E-06	1.440308E-06	1.404053E-06
 0.198975	1.550171E-06	1.389771E-06	1.346924E-06
 0.199280	1.636963E-06	1.442505E-06	1.405151E-06
 0.199585	1.555664E-06	1.375488E-06	1.334839E-06
 0.199890	1.579834E-06	1.404053E-06	1.371094E-06
 0.200195	1.539185E-06	1.388672E-06	1.349121E-06
 0.200500	1.634766E-06	1.444702E-06	1.421631E-06
 0.200806	1.583130E-06	1.389771E-06	1.360107E-06
 0.201111	1.598511E-06	1.409546E-06	1.389771E-06
 0.201416	1.535889E-06	1.359009E-06	1.326050E-06
 0.201721	1.594116E-06	1.429321E-06	1.397461E-06
 0.202026	1.557861E-06	1.377686E-06	1.344727E-06
 0.202332	1.577637E-06	1.383179E-06	1.354614E-06
 0.202637	1.477661E-06	1.312866E-06	1.270020E-06
 0.202942	1.583130E-06	1.408447E-06	1.375488E-06
 0.203247	1.543579E-06	1.376587E-06	1.332642E-06
 0.203552	1.566650E-06	1.377686E-06	1.346924E-06
 0.203857	1.498535E-06	1.308472E-06	1.279907E-06
 0.204163	1.566650E-06	1.382080E-06	1.345825E-06
 0.204468	1.493042E-06	1.312866E-06	1.293091E-06
 0.204773	1.508423E-06	1.355713E-06	1.310669E-06
 0.205078	1.522705E-06	1.344727E-06	1.311768E-06
 0.205383	1.586426E-06	1.383179E-06	1.359009E-06
 0.205688	1.504028E-06	1.327148E-06	1.279907E-06
 0.205994	1.521606E-06	1.352417E-06	1.312866E-06
 0.206299	1.474365E-06	1.299683E-06	1.281006E-06
 0.206604	1.539185E-06	1.352417E-06	1.320557E-06
 0.206909	1.474365E-06	1.293091E-06	1.256836E-06
 0.207214	1.493042E-06	1.318359E-06	1.286499E-06
 0.207520	1.424927E-06	1.242554E-06	1.223877E-06
 0.207825	1.507324E-06	1.333740E-06	1.305176E-06
 0.208130	1.471069E-06	1.302979E-06	1.265625E-06
 0.208435	1.482056E-06	1.293091E-06	1.265625E-06
 0.208740	1.415039E-06	1.234863E-06	1.198608E-06
 0.209045	1.463379E-06	1.305176E-06	1.268921E-06
 0.209351	1.427124E-06	1.245850E-06	1.223877E-06
 0.209656	1.437012E-06	1.262329E-06	1.233765E-06
 0.209961	1.398560E-06	1.223877E-06	1.184326E-06
 0.210266	1.469971E-06	1.277710E-06	1.255737E-06
 0.210571	1.419434E-06	1.222778E-06	1.197510E-06
 0.210876	1.417236E-06	1.256836E-06	1.222778E-06
 0.211182	1.368897E-06	1.209595E-06	1.184326E-06
 0.211487	1.419434E-06	1.233765E-06	1.217285E-06
 0.211792	1.356812E-06	1.188721E-06	1.149170E-06
 0.212097	1.383179E-06	1.217285E-06	1.198608E-06
 0.212402	1.320557E-06	1.164551E-06	1.130493E-06
 0.212708	1.389771E-06	1.222778E-06	1.196411E-06
 0.213013	1.353516E-06	1.186523E-06	1.146973E-06
 0.213318	1.360107E-06	1.176636E-06	1.162354E-06
 0.213623	1.291992E-06	1.130493E-06	1.087647E-06
 0.213928	1.356812E-06	1.192017E-06	1.162354E-06
 0.214233	1.326050E-06	1.152466E-06	1.119507E-06
 0.214539	1.337036E-06	1.137085E-06	1.116211E-06
 0.214844	1.142578E-06	9.777832E-07	9.569092E-07
 0.215149	1.332642E-06	1.181030E-06	1.148071E-06
 0.215454	1.304077E-06	1.137085E-06	1.108521E-06
 0.215759	1.309570E-06	1.146973E-06	1.123901E-06
 0.216064	1.262329E-06	1.100830E-06	1.072266E-06
 0.216370	1.307373E-06	1.131592E-06	1.119507E-06
 0.216675	1.232666E-06	1.095337E-06	1.054688E-06
 0.216980	1.259033E-06	1.120606E-06	1.097534E-06
 0.217285	1.229370E-06	1.064575E-06	1.033814E-06
 0.217590	1.288696E-06	1.111816E-06	1.081055E-06
 0.217896	1.238159E-06	1.074463E-06	1.042603E-06
 0.218201	1.250244E-06	1.086548E-06	1.068970E-06
 0.218506	1.199707E-06	1.033814E-06	1.022827E-06
 0.218811	1.245850E-06	1.088745E-06	1.063477E-06
 0.219116	1.200806E-06	1.051392E-06	1.018433E-06
 0.219421	1.211792E-06	1.048096E-06	1.027222E-06
 0.219727	1.153564E-06	1.016235E-06	9.909668E-07
 0.220032	1.219482E-06	1.089844E-06	1.051392E-06
 0.220337	1.193115E-06	1.028320E-06	1.008545E-06
 0.220642	1.190918E-06	1.040405E-06	1.005249E-06
 0.220947	1.150269E-06	9.920655E-07	9.689942E-07
 0.221252	1.194214E-06	1.041504E-06	1.016235E-06
 0.221558	1.137085E-06	9.964600E-07	9.711914E-07
 0.221863	1.160156E-06	1.000855E-06	9.865723E-07
 0.222168	1.121704E-06	9.547119E-07	9.459229E-07
 0.222473	1.161255E-06	9.964600E-07	9.931641E-07
 0.222778	1.104126E-06	9.788819E-07	9.492188E-07
 0.223083	1.134888E-06	9.964600E-07	9.755860E-07
 0.223389	1.095337E-06	9.404297E-07	9.272461E-07
 0.223694	1.129395E-06	9.865723E-07	9.426270E-07
 0.223999	1.076660E-06	9.492188E-07	9.217530E-07
 0.224304	1.116211E-06	9.514160E-07	9.404297E-07
 0.224609	1.092041E-06	9.382325E-07	9.151612E-07
 0.224915	1.127197E-06	9.887696E-07	9.580078E-07
 0.225220	1.095337E-06	9.371338E-07	9.239502E-07
 0.225525	1.089844E-06	9.470215E-07	9.162598E-07
 0.225830	1.045898E-06	9.041748E-07	8.843994E-07
 0.226135	1.083252E-06	9.514160E-07	9.283448E-07
 0.226440	1.054688E-06	9.085694E-07	8.898926E-07
 0.226746	1.054688E-06	9.151612E-07	8.833008E-07
 0.227051	1.000855E-06	8.822022E-07	8.547364E-07
 0.227356	1.064575E-06	9.305420E-07	8.986817E-07
 0.227661	1.008545E-06	8.876953E-07	8.646241E-07
 0.227966	1.039307E-06	9.085694E-07	8.800049E-07
 0.228271	1.011841E-06	8.613282E-07	8.349610E-07
 0.228577	1.020630E-06	8.887940E-07	8.690186E-07
 0.228882	9.887696E-07	8.635254E-07	8.327637E-07
 0.229187	1.008545E-06	8.789063E-07	8.624268E-07
 0.229492	9.755860E-07	8.503418E-07	8.294678E-07
 0.229797	1.017334E-06	8.854981E-07	8.613282E-07
 0.230103	9.843750E-07	8.580323E-07	8.349610E-07
 0.230408	9.931641E-07	8.602295E-07	8.316651E-07
 0.230713	9.393311E-07	8.316651E-07	8.096924E-07
 0.231018	9.953614E-07	8.701172E-07	8.437500E-07
 0.231323	9.689942E-07	8.195801E-07	8.063965E-07
 0.231628	9.503174E-07	8.272705E-07	7.976074E-07
 0.231934	9.140625E-07	7.866211E-07	7.646485E-07
 0.232239	9.722901E-07	8.525391E-07	8.305664E-07
 0.232544	9.371338E-07	7.965088E-07	7.800293E-07
 0.232849	9.470215E-07	8.063965E-07	7.965088E-07
 0.233154	9.107666E-07	7.789307E-07	7.701416E-07
 0.233459	9.426270E-07	8.031006E-07	7.921143E-07
 0.233765	8.942871E-07	7.866211E-07	7.745362E-07
 0.234070	9.129639E-07	7.998047E-07	7.789307E-07
 0.234375	8.822022E-07	7.437744E-07	7.404785E-07
 0.234680	9.195557E-07	7.998047E-07	7.767334E-07
 0.234985	8.887940E-07	7.723389E-07	7.492676E-07
 0.235291	9.052735E-07	7.855225E-07	7.657471E-07
 0.235596	8.613282E-07	7.305908E-07	7.218018E-07
 0.235901	9.096680E-07	7.767334E-07	7.602539E-07
 0.236206	8.734131E-07	7.393799E-07	7.239990E-07
 0.236511	8.712158E-07	7.547608E-07	7.349854E-07
 0.236816	8.393555E-07	7.185059E-07	6.987305E-07
 0.237122	8.953858E-07	7.767334E-07	7.602539E-07
 0.237427	8.558350E-07	7.338867E-07	7.152100E-07
 0.237732	8.569336E-07	7.382813E-07	7.130127E-07
 0.238037	8.206787E-07	7.119141E-07	6.932373E-07
 0.238342	8.624268E-07	7.426758E-07	7.283936E-07
 0.238647	8.184815E-07	6.998291E-07	6.899414E-07
 0.238953	8.338623E-07	7.163086E-07	7.042237E-07
 0.239258	8.184815E-07	7.053223E-07	6.822510E-07
 0.239563	8.437500E-07	7.196045E-07	7.064209E-07
 0.239868	8.118897E-07	6.921387E-07	6.866455E-07
 0.240173	8.360596E-07	7.130127E-07	7.119141E-07
 0.240479	7.921143E-07	6.701660E-07	6.525879E-07
 0.240784	8.096924E-07	6.954346E-07	6.921387E-07
 0.241089	7.811280E-07	6.866455E-07	6.712647E-07
 0.241394	7.987061E-07	6.844483E-07	6.690674E-07
 0.241699	7.646485E-07	6.547852E-07	6.328125E-07
 0.242004	8.041992E-07	6.976319E-07	6.723633E-07
 0.242310	7.789307E-07	6.613770E-07	6.394043E-07
 0.242615	7.789307E-07	6.657715E-07	6.470947E-07
 0.242920	7.459717E-07	6.470947E-07	6.295166E-07
 0.243225	7.976074E-07	6.745606E-07	6.734619E-07
 0.243530	7.525635E-07	6.251221E-07	6.251221E-07
 0.243835	7.481690E-07	6.459961E-07	6.339112E-07
 0.244141	7.679444E-07	6.547852E-07	6.492920E-07
 0.244446	7.844239E-07	6.679688E-07	6.514893E-07
 0.244751	7.426758E-07	6.383057E-07	6.218262E-07
 0.245056	7.525635E-07	6.405029E-07	6.372071E-07
 0.245361	7.218018E-07	6.130371E-07	5.998535E-07
 0.245667	7.481690E-07	6.295166E-07	6.185303E-07
 0.245972	7.196045E-07	6.306153E-07	6.152344E-07
 0.246277	7.547608E-07	6.317139E-07	6.130371E-07
 0.246582	6.954346E-07	5.855713E-07	5.723877E-07
 0.246887	7.349854E-07	6.218262E-07	6.152344E-07
 0.247192	7.152100E-07	6.152344E-07	5.998535E-07
 0.247498	7.185059E-07	6.086426E-07	6.009522E-07
 0.247803	6.844483E-07	5.800781E-07	5.767822E-07
 0.248108	7.229004E-07	6.163330E-07	5.998535E-07
 0.248413	6.910401E-07	5.877686E-07	5.679932E-07
 0.248718	6.998291E-07	5.888672E-07	5.701904E-07
 0.249023	6.811524E-07	5.855713E-07	5.690918E-07
 0.249329	7.229004E-07	5.976563E-07	5.932617E-07
 0.249634	6.800537E-07	5.734863E-07	5.614014E-07
 0.249939	6.921387E-07	5.855713E-07	5.679932E-07
 0.250244	6.712647E-07	5.537110E-07	5.548096E-07
 0.250549	6.866455E-07	5.767822E-07	5.712891E-07
 0.250854	6.657715E-07	5.493164E-07	5.504151E-07
 0.251160	6.800537E-07	5.701904E-07	5.559082E-07
 0.251465	6.470947E-07	5.361328E-07	5.163574E-07
 0.251770	6.624756E-07	5.690918E-07	5.625000E-07
 0.252075	6.580811E-07	5.570069E-07	5.427246E-07
 0.252380	6.602783E-07	5.537110E-07	5.372315E-07
 0.252686	6.273194E-07	5.240479E-07	5.097656E-07
 0.252991	6.657715E-07	5.570069E-07	5.449219E-07
 0.253296	6.394043E-07	5.350342E-07	5.185547E-07
 0.253601	6.339112E-07	5.207520E-07	5.229492E-07
 0.253906	5.537110E-07	4.515381E-07	4.394531E-07
 0.254211	6.635742E-07	5.438233E-07	5.493164E-07
 0.254517	6.284180E-07	5.262451E-07	5.141602E-07
 0.254822	6.273194E-07	5.306397E-07	5.251465E-07
 0.255127	6.097412E-07	5.185547E-07	5.075684E-07
 0.255432	6.350098E-07	5.328369E-07	5.295410E-07
 0.255737	6.031494E-07	5.163574E-07	4.998779E-07
 0.256042	6.152344E-07	5.240479E-07	5.075684E-07
 0.256348	5.943604E-07	4.954834E-07	4.855957E-07
 0.256653	6.251221E-07	5.229492E-07	5.042725E-07
 0.256958	6.086426E-07	5.020752E-07	4.888916E-07
 0.257263	6.273194E-07	5.108643E-07	4.987793E-07
 0.257568	5.767822E-07	4.833985E-07	4.636231E-07
 0.257874	6.086426E-07	5.075684E-07	4.932861E-07
 0.258179	5.998535E-07	4.998779E-07	4.812012E-07
 0.258484	5.932617E-07	4.877930E-07	4.866944E-07
 0.258789	5.844727E-07	4.735108E-07	4.735108E-07
 0.259094	6.064453E-07	4.954834E-07	4.965820E-07
 0.259399	5.866699E-07	4.844971E-07	4.658203E-07
 0.259705	5.866699E-07	4.833985E-07	4.735108E-07
 0.260010	5.646973E-07	4.768067E-07	4.603272E-07
 0.260315	5.921631E-07	4.801026E-07	4.768067E-07
 0.260620	5.657959E-07	4.559326E-07	4.537354E-07
 0.260925	5.723877E-07	4.669190E-07	4.669190E-07
 0.261230	5.581055E-07	4.603272E-07	4.515381E-07
 0.261536	5.778809E-07	4.812012E-07	4.614258E-07
 0.261841	5.548096E-07	4.647217E-07	4.493408E-07
 0.262146	5.679932E-07	4.680176E-07	4.614258E-07
 0.262451	5.471192E-07	4.416504E-07	4.317627E-07
 0.262756	5.504151E-07	4.548340E-07	4.383545E-07
 0.263062	5.438233E-07	4.559326E-07	4.361572E-07
 0.263367	5.515137E-07	4.559326E-07	4.482422E-07
 0.263672	5.471192E-07	4.515381E-07	4.416504E-07
 0.263977	5.537110E-07	4.559326E-07	4.482422E-07
 0.264282	5.504151E-07	4.471436E-07	4.361572E-07
 0.264587	5.394287E-07	4.460449E-07	4.328613E-07
 0.264893	5.295410E-07	4.350586E-07	4.207764E-07
 0.265198	5.471192E-07	4.383545E-07	4.372559E-07
 0.265503	5.229492E-07	4.273682E-07	4.174805E-07
 0.265808	5.284424E-07	4.306641E-07	4.196777E-07
 0.266113	5.196533E-07	4.196777E-07	4.097901E-07
 0.266418	5.328369E-07	4.383545E-07	4.273682E-07
 0.266724	5.130615E-07	4.196777E-07	4.097901E-07
 0.267029	5.295410E-07	4.273682E-07	4.196777E-07
 0.267334	5.119629E-07	4.097901E-07	3.999024E-07
 0.267639	5.196533E-07	4.163818E-07	4.086914E-07
 0.267944	5.020752E-07	4.130860E-07	3.966065E-07
 0.268250	5.174561E-07	4.152832E-07	4.108887E-07
 0.268555	5.075684E-07	3.999024E-07	3.977051E-07
 0.268860	5.119629E-07	4.262695E-07	4.119873E-07
 0.269165	5.119629E-07	4.108887E-07	4.097901E-07
 0.269470	5.053711E-07	4.020996E-07	4.031983E-07
 0.269775	4.833985E-07	3.933106E-07	3.779297E-07
 0.270081	5.086670E-07	4.141846E-07	4.031983E-07
 0.270386	4.987793E-07	3.966065E-07	3.845215E-07
 0.270691	4.833985E-07	3.955078E-07	3.823242E-07
 0.270996	4.746094E-07	3.889160E-07	3.669434E-07
 0.271301	4.976807E-07	3.977051E-07	3.900147E-07
 0.271606	4.844971E-07	3.801270E-07	3.735352E-07
 0.271912	4.866944E-07	3.922119E-07	3.823242E-07
 0.272217	4.822998E-07	3.922119E-07	3.680420E-07
 0.272522	4.910889E-07	3.812256E-07	3.757324E-07
 0.272827	4.746094E-07	3.746338E-07	3.713379E-07
 0.273132	4.812012E-07	3.889160E-07	3.834229E-07
 0.273438	4.548340E-07	3.570557E-07	3.438721E-07
 0.273743	4.801026E-07	3.955078E-07	3.823242E-07
 0.274048	4.724121E-07	3.746338E-07	3.669434E-07
 0.274353	4.833985E-07	3.702393E-07	3.713379E-07
 0.274658	4.449463E-07	3.647461E-07	3.427734E-07
 0.274963	4.746094E-07	3.856201E-07	3.702393E-07
 0.275269	4.669190E-07	3.614502E-07	3.636475E-07
 0.275574	4.614258E-07	3.636475E-07	3.526611E-07
 0.275879	4.504395E-07	3.537598E-07	3.383789E-07
 0.276184	4.746094E-07	3.801270E-07	3.570557E-07
 0.276489	4.548340E-07	3.570557E-07	3.515625E-07
 0.276794	4.581299E-07	3.603516E-07	3.482666E-07
 0.277100	4.515381E-07	3.592529E-07	3.471680E-07
 0.277405	4.581299E-07	3.592529E-07	3.526611E-07
 0.277710	4.394531E-07	3.449707E-07	3.361817E-07
 0.278015	4.548340E-07	3.548584E-07	3.493652E-07
 0.278320	4.570313E-07	3.515625E-07	3.438721E-07
 0.278625	4.504395E-07	3.515625E-07	3.471680E-07
 0.278931	4.427490E-07	3.493652E-07	3.405762E-07
 0.279236	4.515381E-07	3.515625E-07	3.449707E-07
 0.279541	4.361572E-07	3.339844E-07	3.240967E-07
 0.279846	4.460449E-07	3.548584E-07	3.416748E-07
 0.280151	4.383545E-07	3.438721E-07	3.350830E-07
 0.280457	4.361572E-07	3.427734E-07	3.361817E-07
 0.280762	4.152832E-07	3.317871E-07	3.186035E-07
 0.281067	4.438477E-07	3.471680E-07	3.427734E-07
 0.281372	4.416504E-07	3.372803E-07	3.284912E-07
 0.281677	4.383545E-07	3.328858E-07	3.295899E-07
 0.281982	4.251709E-07	3.328858E-07	3.164063E-07
 0.282288	4.460449E-07	3.438721E-07	3.317871E-07
 0.282593	4.229736E-07	3.251953E-07	3.142090E-07
 0.282898	4.372559E-07	3.361817E-07	3.142090E-07
 0.283203	4.416504E-07	3.405762E-07	3.350830E-07
 0.283508	4.295654E-07	3.295899E-07	3.350830E-07
 0.283813	4.251709E-07	3.306885E-07	3.208008E-07
 0.284119	4.306641E-07	3.383789E-07	3.197022E-07
 0.284424	4.207764E-07	3.262940E-07	3.087158E-07
 0.284729	4.185791E-07	3.262940E-07	3.153076E-07
 0.285034	4.163818E-07	3.251953E-07	3.142090E-07
 0.285339	4.251709E-07	3.240967E-07	3.175049E-07
 0.285645	3.988037E-07	3.065186E-07	3.054199E-07
 0.285950	4.295654E-07	3.208008E-07	3.284912E-07
 0.286255	4.229736E-07	3.197022E-07	3.131104E-07
 0.286560	4.185791E-07	3.153076E-07	3.120117E-07
 0.286865	3.977051E-07	3.153076E-07	2.977295E-07
 0.287170	4.207764E-07	3.229981E-07	3.164063E-07
 0.287476	4.097901E-07	3.120117E-07	3.021240E-07
 0.287781	4.075928E-07	3.109131E-07	2.988281E-07
 0.288086	4.064942E-07	3.153076E-07	3.021240E-07
 0.288391	4.218750E-07	3.186035E-07	3.186035E-07
 0.288696	3.977051E-07	3.142090E-07	2.977295E-07
 0.289001	4.152832E-07	3.197022E-07	3.065186E-07
 0.289307	4.031983E-07	2.988281E-07	3.021240E-07
 0.289612	4.119873E-07	3.087158E-07	3.065186E-07
 0.289917	3.955078E-07	3.010254E-07	2.999268E-07
 0.290222	4.031983E-07	3.131104E-07	3.098145E-07
 0.290527	3.933106E-07	2.944336E-07	2.889404E-07
 0.290833	4.064942E-07	3.197022E-07	3.032227E-07
 0.291138	3.977051E-07	3.076172E-07	3.054199E-07
 0.291443	3.977051E-07	3.054199E-07	3.021240E-07
 0.291748	3.889160E-07	2.944336E-07	2.812500E-07
 0.292053	3.966065E-07	3.131104E-07	3.065186E-07
 0.292358	3.977051E-07	2.966309E-07	2.878418E-07
 0.292664	3.966065E-07	2.966309E-07	2.878418E-07
 0.292969	3.416748E-07	2.548828E-07	2.471924E-07
 0.293274	4.119873E-07	3.131104E-07	3.054199E-07
 0.293579	3.966065E-07	2.977295E-07	2.955322E-07
 0.293884	3.933106E-07	2.966309E-07	3.043213E-07
 0.294189	3.933106E-07	2.966309E-07	2.988281E-07
 0.294495	3.933106E-07	3.065186E-07	2.922363E-07
 0.294800	3.834229E-07	2.933350E-07	2.878418E-07
 0.295105	3.977051E-07	3.098145E-07	2.933350E-07
 0.295410	3.823242E-07	2.900391E-07	2.856445E-07
 0.295715	3.856201E-07	3.010254E-07	2.845459E-07
 0.296021	3.911133E-07	2.966309E-07	2.845459E-07
 0.296326	3.955078E-07	2.944336E-07	2.988281E-07
 0.296631	3.900147E-07	2.867432E-07	2.757568E-07
 0.296936	3.900147E-07	2.966309E-07	2.911377E-07
 0.297241	3.911133E-07	2.867432E-07	2.878418E-07
 0.297546	3.845215E-07	2.911377E-07	2.801514E-07
 0.297852	3.845215E-07	2.966309E-07	2.867432E-07
 0.298157	3.966065E-07	3.087158E-07	2.977295E-07
 0.298462	3.889160E-07	2.823486E-07	2.812500E-07
 0.298767	3.823242E-07	2.889404E-07	2.867432E-07
 0.299072	3.834229E-07	2.845459E-07	2.834473E-07
 0.299377	3.889160E-07	2.889404E-07	2.889404E-07
 0.299683	3.834229E-07	2.878418E-07	2.735596E-07
 0.299988	3.900147E-07	2.900391E-07	2.823486E-07
 0.300293	3.878174E-07	2.856445E-07	2.724609E-07
 0.300598	3.845215E-07	2.867432E-07	2.845459E-07
 0.300903	3.790283E-07	2.900391E-07	2.812500E-07
 0.301208	3.911133E-07	2.955322E-07	2.900391E-07
 0.301514	3.812256E-07	2.812500E-07	2.647705E-07
 0.301819	3.801270E-07	2.977295E-07	2.757568E-07
 0.302124	3.724365E-07	2.878418E-07	2.801514E-07
 0.302429	3.779297E-07	2.867432E-07	2.812500E-07
 0.302734	3.867188E-07	2.889404E-07	2.911377E-07
 0.303040	3.900147E-07	2.977295E-07	2.889404E-07
 0.303345	3.900147E-07	2.878418E-07	2.823486E-07
 0.303650	3.856201E-07	2.856445E-07	2.856445E-07
 0.303955	3.823242E-07	2.878418E-07	2.779541E-07
 0.304260	3.911133E-07	2.955322E-07	2.933350E-07
 0.304565	3.746338E-07	2.867432E-07	2.735596E-07
 0.304871	3.812256E-07	2.922363E-07	2.757568E-07
 0.305176	3.724365E-07	2.878418E-07	2.801514E-07
 0.305481	3.801270E-07	2.977295E-07	2.823486E-07
 0.305786	3.746338E-07	2.801514E-07	2.834473E-07
 0.306091	3.900147E-07	2.933350E-07	2.911377E-07
 0.306396	3.768311E-07	2.779541E-07	2.845459E-07
 0.306702	3.812256E-07	2.856445E-07	2.823486E-07
 0.307007	3.812256E-07	2.922363E-07	2.845459E-07
 0.307312	3.878174E-07	2.900391E-07	2.900391E-07
 0.307617	3.790283E-07	2.801514E-07	2.823486E-07
 0.307922	3.867188E-07	2.988281E-07	2.911377E-07
 0.308228	3.878174E-07	2.834473E-07	2.900391E-07
 0.308533	3.812256E-07	2.867432E-07	2.856445E-07
 0.308838	3.735352E-07	2.900391E-07	2.713623E-07
 0.309143	3.878174E-07	2.988281E-07	2.900391E-07
 0.309448	3.779297E-07	2.900391E-07	2.845459E-07
 0.309753	3.757324E-07	2.889404E-07	2.812500E-07
 0.310059	3.768311E-07	2.856445E-07	2.812500E-07
 0.310364	3.900147E-07	2.867432E-07	2.878418E-07
 0.310669	3.779297E-07	2.856445E-07	2.790527E-07
 0.310974	3.823242E-07	2.922363E-07	2.834473E-07
 0.311279	3.834229E-07	2.867432E-07	2.823486E-07
 0.311584	3.911133E-07	2.856445E-07	2.889404E-07
 0.311890	3.845215E-07	2.878418E-07	2.812500E-07
 0.312195	3.955078E-07	2.944336E-07	2.922363E-07
 0.312500	4.262695E-07	3.284912E-07	3.240967E-07
 0.312805	3.845215E-07	2.944336E-07	2.944336E-07
 0.313110	3.801270E-07	2.977295E-07	2.856445E-07
 0.313416	3.878174E-07	2.889404E-07	2.856445E-07
 0.313721	3.724365E-07	2.812500E-07	2.746582E-07
 0.314026	3.878174E-07	3.021240E-07	2.856445E-07
 0.314331	3.834229E-07	2.845459E-07	2.812500E-07
 0.314636	3.823242E-07	2.933350E-07	2.867432E-07
 0.314941	3.746338E-07	2.867432E-07	2.812500E-07
 0.315247	3.900147E-07	3.043213E-07	2.922363E-07
 0.315552	3.834229E-07	2.845459E-07	2.801514E-07
 0.315857	3.823242E-07	2.966309E-07	2.889404E-07
 0.316162	3.812256E-07	2.966309E-07	2.977295E-07
 0.316467	3.878174E-07	2.944336E-07	2.966309E-07
 0.316772	3.812256E-07	2.878418E-07	2.779541E-07
 0.317078	3.823242E-07	2.977295E-07	2.878418E-07
 0.317383	3.889160E-07	2.988281E-07	2.900391E-07
 0.317688	3.933106E-07	3.043213E-07	2.922363E-07
 0.317993	3.856201E-07	2.966309E-07	2.966309E-07
