Date: 01-03-22
Time: 20:13:53

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .1000
First vertex potential (V) = .0000
Second vertex potential (V) = .6000
Step potential (V) = .00030
Scan rate (V/s) = .05000
Equilibration time (s) = 
Number of Data Points =  3932 

 Potential	  Scan 1   	  Scan 2   	  Scan 3   	
 0.532532	6.811524E-07	5.811768E-07	5.625000E-07
 0.532837	6.943360E-07	5.811768E-07	5.679932E-07
 0.533142	6.822510E-07	5.701904E-07	5.526123E-07
 0.533447	6.998291E-07	5.789795E-07	5.723877E-07
 0.533752	6.789551E-07	5.690918E-07	5.559082E-07
 0.534058	6.800537E-07	5.625000E-07	5.548096E-07
 0.534363	6.701660E-07	5.745850E-07	5.701904E-07
 0.534668	6.943360E-07	5.800781E-07	5.789795E-07
 0.534973	6.635742E-07	5.537110E-07	5.438233E-07
 0.535278	6.789551E-07	5.690918E-07	5.592041E-07
 0.535583	6.756592E-07	5.723877E-07	5.603028E-07
 0.535889	6.778565E-07	5.701904E-07	5.592041E-07
 0.536194	6.646729E-07	5.614014E-07	5.482178E-07
 0.536499	6.888428E-07	5.635987E-07	5.570069E-07
 0.536804	6.701660E-07	5.570069E-07	5.559082E-07
 0.537109	7.042237E-07	5.943604E-07	5.844727E-07
 0.537415	6.558838E-07	5.537110E-07	5.493164E-07
 0.537720	6.734619E-07	5.657959E-07	5.493164E-07
 0.538025	6.580811E-07	5.548096E-07	5.361328E-07
 0.538330	6.635742E-07	5.614014E-07	5.471192E-07
 0.538635	6.635742E-07	5.504151E-07	5.449219E-07
 0.538940	6.668701E-07	5.614014E-07	5.482178E-07
 0.539246	6.624756E-07	5.471192E-07	5.405274E-07
 0.539551	6.734619E-07	5.701904E-07	5.570069E-07
 0.539856	6.580811E-07	5.405274E-07	5.328369E-07
 0.540161	6.602783E-07	5.504151E-07	5.405274E-07
 0.540466	6.646729E-07	5.548096E-07	5.416260E-07
 0.540771	6.668701E-07	5.559082E-07	5.537110E-07
 0.541077	6.470947E-07	5.328369E-07	5.229492E-07
 0.541382	6.569824E-07	5.526123E-07	5.405274E-07
 0.541687	6.536865E-07	5.526123E-07	5.482178E-07
 0.541992	6.723633E-07	5.635987E-07	5.471192E-07
 0.542297	6.525879E-07	5.339356E-07	5.240479E-07
 0.542603	6.569824E-07	5.482178E-07	5.449219E-07
 0.542908	6.492920E-07	5.361328E-07	5.284424E-07
 0.543213	6.547852E-07	5.427246E-07	5.350342E-07
 0.543518	6.547852E-07	5.394287E-07	5.317383E-07
 0.543823	6.591797E-07	5.482178E-07	5.383301E-07
 0.544128	6.536865E-07	5.339356E-07	5.251465E-07
 0.544434	6.558838E-07	5.493164E-07	5.273438E-07
 0.544739	6.416016E-07	5.361328E-07	5.240479E-07
 0.545044	6.437988E-07	5.361328E-07	5.284424E-07
 0.545349	6.437988E-07	5.372315E-07	5.262451E-07
 0.545654	6.646729E-07	5.460205E-07	5.372315E-07
 0.545959	6.437988E-07	5.207520E-07	5.174561E-07
 0.546265	6.448975E-07	5.416260E-07	5.339356E-07
 0.546570	6.416016E-07	5.460205E-07	5.394287E-07
 0.546875	6.503906E-07	5.405274E-07	5.306397E-07
 0.547180	6.317139E-07	5.174561E-07	5.152588E-07
 0.547485	6.427002E-07	5.240479E-07	5.152588E-07
 0.547791	6.284180E-07	5.273438E-07	5.196533E-07
 0.548096	6.306153E-07	5.262451E-07	5.163574E-07
 0.548401	6.350098E-07	5.262451E-07	5.152588E-07
 0.548706	6.437988E-07	5.306397E-07	5.163574E-07
 0.549011	6.185303E-07	5.174561E-07	5.130615E-07
 0.549316	6.372071E-07	5.295410E-07	5.130615E-07
 0.549622	6.295166E-07	5.273438E-07	5.163574E-07
 0.549927	6.284180E-07	5.240479E-07	5.251465E-07
 0.550232	6.262207E-07	5.185547E-07	5.053711E-07
 0.550537	6.481934E-07	5.273438E-07	5.141602E-07
 0.550842	6.306153E-07	5.152588E-07	5.053711E-07
 0.551147	6.262207E-07	5.152588E-07	5.108643E-07
 0.551453	6.317139E-07	5.163574E-07	5.207520E-07
 0.551758	6.427002E-07	5.284424E-07	5.218506E-07
 0.552063	6.119385E-07	5.075684E-07	4.965820E-07
 0.552368	6.262207E-07	5.196533E-07	5.130615E-07
 0.552673	6.240235E-07	5.262451E-07	5.097656E-07
 0.552979	6.284180E-07	5.207520E-07	5.097656E-07
 0.553284	6.207276E-07	5.042725E-07	5.031738E-07
 0.553589	6.295166E-07	5.240479E-07	5.086670E-07
 0.553894	6.196289E-07	5.075684E-07	4.998779E-07
 0.554199	6.262207E-07	5.152588E-07	5.119629E-07
 0.554504	6.229248E-07	5.119629E-07	5.031738E-07
 0.554810	6.229248E-07	5.086670E-07	5.119629E-07
 0.555115	6.097412E-07	4.987793E-07	4.866944E-07
 0.555420	6.240235E-07	5.086670E-07	5.053711E-07
 0.555725	6.075440E-07	5.009766E-07	5.053711E-07
 0.556030	6.207276E-07	5.042725E-07	5.020752E-07
 0.556335	6.229248E-07	4.976807E-07	4.943848E-07
 0.556641	6.514893E-07	5.405274E-07	5.372315E-07
 0.556946	6.020508E-07	4.921875E-07	4.921875E-07
 0.557251	6.196289E-07	5.031738E-07	4.921875E-07
 0.557556	6.130371E-07	5.053711E-07	4.987793E-07
 0.557861	6.196289E-07	5.009766E-07	4.987793E-07
 0.558167	6.009522E-07	4.921875E-07	4.779053E-07
 0.558472	6.119385E-07	5.053711E-07	4.932861E-07
 0.558777	6.064453E-07	5.009766E-07	4.976807E-07
 0.559082	6.108399E-07	4.998779E-07	4.943848E-07
 0.559387	6.064453E-07	4.921875E-07	4.855957E-07
 0.559692	6.174317E-07	5.020752E-07	4.910889E-07
 0.559998	5.987549E-07	4.899902E-07	4.855957E-07
 0.560303	6.196289E-07	5.108643E-07	4.899902E-07
 0.560608	6.053467E-07	5.009766E-07	4.888916E-07
 0.560913	6.086426E-07	4.943848E-07	4.943848E-07
 0.561218	5.965576E-07	4.910889E-07	4.833985E-07
 0.561523	6.196289E-07	5.108643E-07	5.185547E-07
 0.561829	5.965576E-07	4.899902E-07	4.833985E-07
 0.562134	6.042481E-07	5.009766E-07	4.779053E-07
 0.562439	6.064453E-07	4.954834E-07	4.757080E-07
 0.562744	6.086426E-07	4.965820E-07	4.888916E-07
 0.563049	5.866699E-07	4.833985E-07	4.735108E-07
 0.563354	6.064453E-07	5.042725E-07	4.910889E-07
 0.563660	6.130371E-07	5.031738E-07	4.877930E-07
 0.563965	6.031494E-07	4.998779E-07	4.899902E-07
 0.564270	5.866699E-07	4.844971E-07	4.669190E-07
 0.564575	5.987549E-07	4.910889E-07	4.921875E-07
 0.564880	5.943604E-07	4.855957E-07	4.812012E-07
 0.565186	6.009522E-07	4.998779E-07	4.899902E-07
 0.565491	5.976563E-07	4.899902E-07	4.844971E-07
 0.565796	6.020508E-07	4.932861E-07	4.877930E-07
 0.566101	5.921631E-07	4.833985E-07	4.779053E-07
 0.566406	5.526123E-07	4.328613E-07	4.383545E-07
 0.566711	5.910645E-07	4.790039E-07	4.680176E-07
 0.567017	5.899658E-07	4.844971E-07	4.833985E-07
 0.567322	5.888672E-07	4.812012E-07	4.713135E-07
 0.567627	5.954590E-07	4.976807E-07	4.910889E-07
 0.567932	5.800781E-07	4.822998E-07	4.691162E-07
 0.568237	5.987549E-07	4.724121E-07	4.844971E-07
 0.568542	5.976563E-07	4.833985E-07	4.768067E-07
 0.568848	5.822754E-07	4.888916E-07	4.801026E-07
 0.569153	5.745850E-07	4.636231E-07	4.658203E-07
 0.569458	5.888672E-07	4.855957E-07	4.833985E-07
 0.569763	5.844727E-07	4.801026E-07	4.691162E-07
 0.570068	5.888672E-07	4.855957E-07	4.746094E-07
 0.570374	5.767822E-07	4.724121E-07	4.680176E-07
 0.570679	5.954590E-07	4.921875E-07	4.877930E-07
 0.570984	5.910645E-07	4.779053E-07	4.647217E-07
 0.571289	6.053467E-07	5.031738E-07	4.932861E-07
 0.571594	5.866699E-07	4.691162E-07	4.658203E-07
 0.571899	5.899658E-07	4.757080E-07	4.713135E-07
 0.572205	5.811768E-07	4.724121E-07	4.691162E-07
 0.572510	5.910645E-07	4.877930E-07	4.768067E-07
 0.572815	5.877686E-07	4.647217E-07	4.669190E-07
 0.573120	5.800781E-07	4.812012E-07	4.691162E-07
 0.573425	5.734863E-07	4.757080E-07	4.658203E-07
 0.573730	5.899658E-07	4.888916E-07	4.812012E-07
 0.574036	5.745850E-07	4.724121E-07	4.559326E-07
 0.574341	5.899658E-07	4.768067E-07	4.713135E-07
 0.574646	5.899658E-07	4.735108E-07	4.757080E-07
 0.574951	5.888672E-07	4.844971E-07	4.702149E-07
 0.575256	5.855713E-07	4.559326E-07	4.614258E-07
 0.575562	5.877686E-07	4.844971E-07	4.790039E-07
 0.575867	5.877686E-07	4.724121E-07	4.669190E-07
 0.576172	6.119385E-07	4.965820E-07	4.954834E-07
 0.576477	5.679932E-07	4.636231E-07	4.504395E-07
 0.576782	5.822754E-07	4.702149E-07	4.757080E-07
 0.577087	5.646973E-07	4.713135E-07	4.614258E-07
 0.577393	5.822754E-07	4.757080E-07	4.713135E-07
 0.577698	5.756836E-07	4.680176E-07	4.603272E-07
 0.578003	5.833740E-07	4.658203E-07	4.658203E-07
 0.578308	5.668945E-07	4.669190E-07	4.581299E-07
 0.578613	5.954590E-07	4.877930E-07	4.713135E-07
 0.578918	5.679932E-07	4.647217E-07	4.603272E-07
 0.579224	5.745850E-07	4.658203E-07	4.537354E-07
 0.579529	5.745850E-07	4.614258E-07	4.570313E-07
 0.579834	5.789795E-07	4.757080E-07	4.658203E-07
 0.580139	5.614014E-07	4.570313E-07	4.581299E-07
 0.580444	5.756836E-07	4.735108E-07	4.680176E-07
 0.580750	5.734863E-07	4.735108E-07	4.669190E-07
 0.581055	5.910645E-07	4.866944E-07	4.768067E-07
 0.581360	5.657959E-07	4.482422E-07	4.526367E-07
 0.581665	5.822754E-07	4.801026E-07	4.713135E-07
 0.581970	5.603028E-07	4.570313E-07	4.603272E-07
 0.582275	5.877686E-07	4.768067E-07	4.570313E-07
 0.582581	5.679932E-07	4.658203E-07	4.460449E-07
 0.582886	5.701904E-07	4.680176E-07	4.636231E-07
 0.583191	5.614014E-07	4.614258E-07	4.504395E-07
 0.583496	5.822754E-07	4.768067E-07	4.614258E-07
 0.583801	5.592041E-07	4.559326E-07	4.427490E-07
 0.584106	5.603028E-07	4.537354E-07	4.614258E-07
 0.584412	5.646973E-07	4.592285E-07	4.581299E-07
 0.584717	5.822754E-07	4.746094E-07	4.713135E-07
 0.585022	5.625000E-07	4.526367E-07	4.526367E-07
 0.585327	5.701904E-07	4.658203E-07	4.603272E-07
 0.585632	5.756836E-07	4.680176E-07	4.691162E-07
 0.585938	5.581055E-07	4.603272E-07	4.460449E-07
 0.586243	5.581055E-07	4.427490E-07	4.438477E-07
 0.586548	5.701904E-07	4.658203E-07	4.570313E-07
 0.586853	5.570069E-07	4.526367E-07	4.471436E-07
 0.587158	5.581055E-07	4.537354E-07	4.493408E-07
 0.587463	5.625000E-07	4.592285E-07	4.383545E-07
 0.587769	5.614014E-07	4.724121E-07	4.548340E-07
 0.588074	5.504151E-07	4.537354E-07	4.515381E-07
 0.588379	5.668945E-07	4.581299E-07	4.416504E-07
 0.588684	5.526123E-07	4.570313E-07	4.504395E-07
 0.588989	5.581055E-07	4.581299E-07	4.482422E-07
 0.589294	5.592041E-07	4.548340E-07	4.460449E-07
 0.589600	5.800781E-07	4.647217E-07	4.559326E-07
 0.589905	5.581055E-07	4.438477E-07	4.405518E-07
 0.590210	5.625000E-07	4.581299E-07	4.482422E-07
 0.590515	5.581055E-07	4.570313E-07	4.493408E-07
 0.590820	5.734863E-07	4.746094E-07	4.735108E-07
 0.591125	5.460205E-07	4.339600E-07	4.339600E-07
 0.591431	5.614014E-07	4.548340E-07	4.548340E-07
 0.591736	5.581055E-07	4.471436E-07	4.427490E-07
 0.592041	5.537110E-07	4.471436E-07	4.493408E-07
 0.592346	5.515137E-07	4.471436E-07	4.416504E-07
 0.592651	5.767822E-07	4.647217E-07	4.537354E-07
 0.592957	5.581055E-07	4.482422E-07	4.405518E-07
 0.593262	5.635987E-07	4.570313E-07	4.438477E-07
 0.593567	5.537110E-07	4.504395E-07	4.394531E-07
 0.593872	5.614014E-07	4.515381E-07	4.493408E-07
 0.594177	5.493164E-07	4.328613E-07	4.317627E-07
 0.594482	5.603028E-07	4.526367E-07	4.526367E-07
 0.594788	5.460205E-07	4.460449E-07	4.449463E-07
 0.595093	5.603028E-07	4.471436E-07	4.438477E-07
 0.595398	5.603028E-07	4.493408E-07	4.416504E-07
 0.595703	5.888672E-07	4.866944E-07	4.855957E-07
 0.596008	5.416260E-07	4.405518E-07	4.339600E-07
 0.596313	5.526123E-07	4.471436E-07	4.394531E-07
 0.596619	5.559082E-07	4.548340E-07	4.460449E-07
 0.596924	5.548096E-07	4.471436E-07	4.449463E-07
 0.597229	5.427246E-07	4.416504E-07	4.262695E-07
 0.597534	5.668945E-07	4.526367E-07	4.416504E-07
 0.597839	5.537110E-07	4.493408E-07	4.350586E-07
 0.598145	5.504151E-07	4.493408E-07	4.394531E-07
 0.598450	5.405274E-07	4.427490E-07	4.372559E-07
 0.598755	5.548096E-07	4.581299E-07	4.427490E-07
 0.599060	5.482178E-07	4.372559E-07	4.361572E-07
 0.599365	5.581055E-07	4.460449E-07	4.493408E-07
 0.599670	5.537110E-07	4.471436E-07	4.372559E-07
 0.599976	5.504151E-07	4.482422E-07	4.449463E-07
 0.599670	-2.098389E-07	-3.142090E-07	-3.164063E-07
 0.599365	-1.867676E-07	-2.922363E-07	-2.988281E-07
 0.599060	-2.318115E-07	-3.142090E-07	-3.218994E-07
 0.598755	-2.087402E-07	-3.164063E-07	-3.197022E-07
 0.598450	-2.065430E-07	-3.109131E-07	-3.164063E-07
 0.598145	-2.087402E-07	-3.054199E-07	-3.043213E-07
 0.597839	-2.307129E-07	-3.251953E-07	-3.262940E-07
 0.597534	-2.142334E-07	-3.098145E-07	-3.251953E-07
 0.597229	-2.186279E-07	-3.153076E-07	-3.175049E-07
 0.596924	-2.109375E-07	-3.164063E-07	-3.120117E-07
 0.596619	-2.274170E-07	-3.197022E-07	-3.328858E-07
 0.596313	-2.065430E-07	-3.076172E-07	-3.054199E-07
 0.596008	-2.252197E-07	-3.240967E-07	-3.240967E-07
 0.595703	-2.197266E-07	-3.142090E-07	-3.240967E-07
 0.595398	-2.274170E-07	-3.361817E-07	-3.361817E-07
 0.595093	-2.296143E-07	-3.295899E-07	-3.229981E-07
 0.594788	-2.395020E-07	-3.317871E-07	-3.361817E-07
 0.594482	-2.219238E-07	-3.240967E-07	-3.208008E-07
 0.594177	-2.329102E-07	-3.284912E-07	-3.240967E-07
 0.593872	-2.340088E-07	-3.273926E-07	-3.295899E-07
 0.593567	-2.296143E-07	-3.284912E-07	-3.317871E-07
 0.593262	-2.197266E-07	-3.142090E-07	-3.208008E-07
 0.592957	-2.460938E-07	-3.383789E-07	-3.383789E-07
 0.592651	-2.307129E-07	-3.361817E-07	-3.350830E-07
 0.592346	-2.318115E-07	-3.218994E-07	-3.284912E-07
 0.592041	-2.340088E-07	-3.218994E-07	-3.208008E-07
 0.591736	-2.482910E-07	-3.383789E-07	-3.526611E-07
 0.591431	-2.285156E-07	-3.306885E-07	-3.372803E-07
 0.591125	-2.384033E-07	-3.328858E-07	-3.251953E-07
 0.590820	-2.208252E-07	-3.284912E-07	-3.273926E-07
 0.590515	-2.471924E-07	-3.460693E-07	-3.548584E-07
 0.590210	-2.285156E-07	-3.284912E-07	-3.328858E-07
 0.589905	-2.460938E-07	-3.372803E-07	-3.460693E-07
 0.589600	-2.373047E-07	-3.317871E-07	-3.339844E-07
 0.589294	-2.351074E-07	-3.328858E-07	-3.394775E-07
 0.588989	-2.395020E-07	-3.328858E-07	-3.361817E-07
 0.588684	-2.471924E-07	-3.460693E-07	-3.493652E-07
 0.588379	-2.329102E-07	-3.383789E-07	-3.328858E-07
 0.588074	-2.493897E-07	-3.493652E-07	-3.493652E-07
 0.587769	-2.460938E-07	-3.427734E-07	-3.515625E-07
 0.587463	-2.482910E-07	-3.504639E-07	-3.493652E-07
 0.587158	-2.351074E-07	-3.317871E-07	-3.394775E-07
 0.586853	-2.471924E-07	-3.548584E-07	-3.504639E-07
 0.586548	-2.427979E-07	-3.372803E-07	-3.471680E-07
 0.586243	-2.471924E-07	-3.339844E-07	-3.416748E-07
 0.585938	-2.395020E-07	-3.383789E-07	-3.383789E-07
 0.585632	-2.526856E-07	-3.570557E-07	-3.713379E-07
 0.585327	-2.449951E-07	-3.416748E-07	-3.372803E-07
 0.585022	-2.526856E-07	-3.537598E-07	-3.537598E-07
 0.584717	-2.471924E-07	-3.416748E-07	-3.482666E-07
 0.584412	-2.548828E-07	-3.570557E-07	-3.592529E-07
 0.584106	-2.493897E-07	-3.482666E-07	-3.515625E-07
 0.583801	-2.603760E-07	-3.526611E-07	-3.614502E-07
 0.583496	-2.416992E-07	-3.438721E-07	-3.482666E-07
 0.583191	-2.625733E-07	-3.515625E-07	-3.559570E-07
 0.582886	-2.559815E-07	-3.449707E-07	-3.592529E-07
 0.582581	-2.614746E-07	-3.537598E-07	-3.603516E-07
 0.582275	-2.449951E-07	-3.394775E-07	-3.460693E-07
 0.581970	-2.636719E-07	-3.647461E-07	-3.669434E-07
 0.581665	-2.504883E-07	-3.592529E-07	-3.515625E-07
 0.581360	-2.548828E-07	-3.570557E-07	-3.669434E-07
 0.581055	-2.493897E-07	-3.471680E-07	-3.449707E-07
 0.580750	-2.757568E-07	-3.735352E-07	-3.757324E-07
 0.580444	-2.625733E-07	-3.493652E-07	-3.559570E-07
 0.580139	-2.680664E-07	-3.592529E-07	-3.581543E-07
 0.579834	-2.625733E-07	-3.581543E-07	-3.581543E-07
 0.579529	-2.636719E-07	-3.691406E-07	-3.724365E-07
 0.579224	-2.515869E-07	-3.493652E-07	-3.570557E-07
 0.578918	-2.625733E-07	-3.603516E-07	-3.735352E-07
 0.578613	-2.537842E-07	-3.548584E-07	-3.581543E-07
 0.578308	-2.779541E-07	-3.614502E-07	-3.724365E-07
 0.578003	-2.592774E-07	-3.724365E-07	-3.614502E-07
 0.577698	-2.713623E-07	-3.779297E-07	-3.801270E-07
 0.577393	-2.559815E-07	-3.537598E-07	-3.592529E-07
 0.577087	-2.713623E-07	-3.724365E-07	-3.790283E-07
 0.576782	-2.636719E-07	-3.680420E-07	-3.625488E-07
 0.576477	-2.746582E-07	-3.658447E-07	-3.757324E-07
 0.576172	-2.570801E-07	-3.548584E-07	-3.548584E-07
 0.575867	-2.922363E-07	-3.834229E-07	-3.878174E-07
 0.575562	-2.724609E-07	-3.691406E-07	-3.702393E-07
 0.575256	-2.735596E-07	-3.680420E-07	-3.702393E-07
 0.574951	-2.625733E-07	-3.625488E-07	-3.746338E-07
 0.574646	-2.812500E-07	-3.834229E-07	-3.889160E-07
 0.574341	-2.746582E-07	-3.680420E-07	-3.713379E-07
 0.574036	-2.779541E-07	-3.790283E-07	-3.746338E-07
 0.573730	-2.768555E-07	-3.713379E-07	-3.702393E-07
 0.573425	-2.867432E-07	-3.856201E-07	-3.889160E-07
 0.573120	-2.779541E-07	-3.702393E-07	-3.779297E-07
 0.572815	-2.900391E-07	-3.801270E-07	-3.889160E-07
 0.572510	-2.691650E-07	-3.691406E-07	-3.823242E-07
 0.572205	-2.823486E-07	-3.790283E-07	-3.779297E-07
 0.571899	-2.845459E-07	-3.790283E-07	-3.812256E-07
 0.571594	-2.878418E-07	-3.856201E-07	-3.878174E-07
 0.571289	-2.647705E-07	-3.691406E-07	-3.647461E-07
 0.570984	-2.944336E-07	-3.966065E-07	-3.933106E-07
 0.570679	-2.856445E-07	-3.867188E-07	-3.955078E-07
 0.570374	-2.889404E-07	-3.988037E-07	-3.823242E-07
 0.570068	-2.790527E-07	-3.735352E-07	-3.746338E-07
 0.569763	-3.010254E-07	-3.966065E-07	-3.999024E-07
 0.569458	-2.944336E-07	-3.878174E-07	-3.812256E-07
 0.569153	-2.845459E-07	-3.823242E-07	-3.845215E-07
 0.568848	-2.900391E-07	-3.801270E-07	-3.867188E-07
 0.568542	-3.054199E-07	-3.944092E-07	-3.966065E-07
 0.568237	-2.867432E-07	-3.757324E-07	-3.801270E-07
 0.567932	-2.966309E-07	-3.933106E-07	-3.966065E-07
 0.567627	-2.889404E-07	-3.900147E-07	-3.856201E-07
 0.567322	-2.933350E-07	-3.900147E-07	-4.020996E-07
 0.567017	-2.966309E-07	-3.867188E-07	-3.944092E-07
 0.566711	-3.043213E-07	-3.933106E-07	-4.031983E-07
 0.566406	-2.845459E-07	-3.900147E-07	-3.845215E-07
 0.566101	-3.065186E-07	-3.955078E-07	-3.999024E-07
 0.565796	-3.065186E-07	-4.042969E-07	-4.010010E-07
 0.565491	-3.021240E-07	-4.053955E-07	-4.108887E-07
 0.565186	-2.966309E-07	-3.911133E-07	-3.834229E-07
 0.564880	-3.131104E-07	-4.031983E-07	-4.119873E-07
 0.564575	-3.021240E-07	-3.944092E-07	-4.020996E-07
 0.564270	-2.999268E-07	-4.010010E-07	-3.988037E-07
 0.563965	-2.977295E-07	-3.900147E-07	-3.955078E-07
 0.563660	-3.229981E-07	-4.086914E-07	-4.174805E-07
 0.563354	-3.010254E-07	-4.053955E-07	-4.020996E-07
 0.563049	-3.076172E-07	-4.020996E-07	-4.196777E-07
 0.562744	-3.131104E-07	-4.042969E-07	-4.064942E-07
 0.562439	-3.197022E-07	-4.042969E-07	-4.119873E-07
 0.562134	-3.043213E-07	-4.010010E-07	-3.988037E-07
 0.561829	-3.186035E-07	-4.097901E-07	-4.163818E-07
 0.561523	-3.010254E-07	-3.988037E-07	-4.010010E-07
 0.561218	-3.186035E-07	-4.119873E-07	-4.119873E-07
 0.560913	-3.251953E-07	-4.097901E-07	-4.130860E-07
 0.560608	-3.208008E-07	-4.163818E-07	-4.196777E-07
 0.560303	-3.054199E-07	-4.010010E-07	-4.064942E-07
 0.559998	-3.262940E-07	-4.218750E-07	-4.152832E-07
 0.559692	-3.208008E-07	-4.185791E-07	-4.251709E-07
 0.559387	-3.175049E-07	-4.174805E-07	-4.152832E-07
 0.559082	-3.164063E-07	-4.053955E-07	-4.097901E-07
 0.558777	-3.427734E-07	-4.306641E-07	-4.284668E-07
 0.558472	-3.197022E-07	-4.108887E-07	-4.108887E-07
 0.558167	-3.186035E-07	-4.174805E-07	-4.163818E-07
 0.557861	-3.262940E-07	-4.130860E-07	-4.207764E-07
 0.557556	-3.317871E-07	-4.284668E-07	-4.284668E-07
 0.557251	-3.087158E-07	-4.075928E-07	-4.119873E-07
 0.556946	-3.328858E-07	-4.174805E-07	-4.273682E-07
 0.556641	-3.229981E-07	-4.152832E-07	-4.207764E-07
 0.556335	-3.372803E-07	-4.295654E-07	-4.295654E-07
 0.556030	-3.295899E-07	-4.218750E-07	-4.284668E-07
 0.555725	-3.416748E-07	-4.317627E-07	-4.295654E-07
 0.555420	-3.142090E-07	-4.229736E-07	-4.174805E-07
 0.555115	-3.372803E-07	-4.328613E-07	-4.240723E-07
 0.554810	-3.438721E-07	-4.295654E-07	-4.284668E-07
 0.554504	-3.339844E-07	-4.240723E-07	-4.273682E-07
 0.554199	-3.251953E-07	-4.130860E-07	-4.185791E-07
 0.553894	-3.427734E-07	-4.416504E-07	-4.416504E-07
 0.553589	-3.372803E-07	-4.306641E-07	-4.405518E-07
 0.553284	-3.383789E-07	-4.361572E-07	-4.350586E-07
 0.552979	-3.405762E-07	-4.218750E-07	-4.251709E-07
 0.552673	-3.438721E-07	-4.515381E-07	-4.493408E-07
 0.552368	-3.405762E-07	-4.339600E-07	-4.350586E-07
 0.552063	-3.449707E-07	-4.427490E-07	-4.361572E-07
 0.551758	-3.493652E-07	-4.350586E-07	-4.383545E-07
 0.551453	-3.515625E-07	-4.471436E-07	-4.482422E-07
 0.551147	-3.405762E-07	-4.295654E-07	-4.372559E-07
 0.550842	-3.625488E-07	-4.449463E-07	-4.416504E-07
 0.550537	-3.438721E-07	-4.438477E-07	-4.383545E-07
 0.550232	-3.515625E-07	-4.438477E-07	-4.471436E-07
 0.549927	-3.603516E-07	-4.394531E-07	-4.482422E-07
 0.549622	-3.581543E-07	-4.482422E-07	-4.581299E-07
 0.549316	-3.504639E-07	-4.372559E-07	-4.416504E-07
 0.549011	-3.658447E-07	-4.537354E-07	-4.559326E-07
 0.548706	-3.636475E-07	-4.515381E-07	-4.559326E-07
 0.548401	-3.614502E-07	-4.493408E-07	-4.504395E-07
 0.548096	-3.504639E-07	-4.394531E-07	-4.504395E-07
 0.547791	-3.724365E-07	-4.625244E-07	-4.581299E-07
 0.547485	-3.537598E-07	-4.427490E-07	-4.504395E-07
 0.547180	-3.548584E-07	-4.515381E-07	-4.548340E-07
 0.546875	-3.581543E-07	-4.482422E-07	-4.526367E-07
 0.546570	-3.735352E-07	-4.680176E-07	-4.724121E-07
 0.546265	-3.570557E-07	-4.592285E-07	-4.471436E-07
 0.545959	-3.746338E-07	-4.581299E-07	-4.636231E-07
 0.545654	-3.702393E-07	-4.559326E-07	-4.614258E-07
 0.545349	-3.790283E-07	-4.702149E-07	-4.625244E-07
 0.545044	-3.570557E-07	-4.515381E-07	-4.570313E-07
 0.544739	-3.724365E-07	-4.658203E-07	-4.680176E-07
 0.544434	-3.614502E-07	-4.471436E-07	-4.581299E-07
 0.544128	-3.735352E-07	-4.625244E-07	-4.636231E-07
 0.543823	-3.790283E-07	-4.625244E-07	-4.636231E-07
 0.543518	-3.735352E-07	-4.702149E-07	-4.757080E-07
 0.543213	-3.526611E-07	-4.559326E-07	-4.537354E-07
 0.542908	-3.812256E-07	-4.801026E-07	-4.746094E-07
 0.542603	-3.757324E-07	-4.603272E-07	-4.614258E-07
 0.542297	-3.691406E-07	-4.614258E-07	-4.702149E-07
 0.541992	-3.746338E-07	-4.592285E-07	-4.625244E-07
 0.541687	-4.010010E-07	-4.877930E-07	-4.855957E-07
 0.541382	-3.834229E-07	-4.735108E-07	-4.702149E-07
 0.541077	-3.823242E-07	-4.746094E-07	-4.724121E-07
 0.540771	-3.911133E-07	-4.768067E-07	-4.647217E-07
 0.540466	-3.922119E-07	-4.822998E-07	-4.833985E-07
 0.540161	-3.702393E-07	-4.680176E-07	-4.636231E-07
 0.539856	-3.922119E-07	-4.812012E-07	-4.899902E-07
 0.539551	-3.713379E-07	-4.713135E-07	-4.757080E-07
 0.539246	-3.966065E-07	-4.822998E-07	-4.954834E-07
 0.538940	-3.955078E-07	-4.735108E-07	-4.768067E-07
 0.538635	-4.042969E-07	-4.899902E-07	-4.932861E-07
 0.538330	-3.790283E-07	-4.724121E-07	-4.812012E-07
 0.538025	-4.031983E-07	-4.910889E-07	-4.877930E-07
 0.537720	-3.933106E-07	-4.833985E-07	-4.833985E-07
 0.537415	-4.020996E-07	-4.801026E-07	-4.921875E-07
 0.537109	-3.867188E-07	-4.746094E-07	-4.680176E-07
 0.536804	-4.174805E-07	-5.108643E-07	-5.053711E-07
 0.536499	-4.020996E-07	-4.921875E-07	-4.932861E-07
 0.536194	-3.999024E-07	-4.932861E-07	-4.899902E-07
 0.535889	-4.020996E-07	-4.844971E-07	-4.877930E-07
 0.535583	-4.240723E-07	-5.108643E-07	-5.075684E-07
 0.535278	-3.999024E-07	-4.866944E-07	-4.866944E-07
 0.534973	-4.141846E-07	-4.987793E-07	-4.954834E-07
 0.534668	-4.097901E-07	-4.943848E-07	-4.965820E-07
 0.534363	-4.163818E-07	-5.141602E-07	-5.053711E-07
 0.534058	-4.042969E-07	-4.866944E-07	-4.855957E-07
 0.533752	-4.240723E-07	-5.064697E-07	-5.108643E-07
