E /V	I /uA	E /V	I /uA	E /V	I /uA
0.463	1.586	0.463	1.609	0.463	1.687
0.464	1.592	0.464	1.626	0.464	1.707
0.465	1.597	0.465	1.620	0.465	1.702
0.466	1.600	0.466	1.614	0.466	1.725
0.467	1.626	0.467	1.655	0.467	1.736
0.468	1.607	0.468	1.637	0.468	1.752
0.469	1.614	0.469	1.653	0.469	1.725
0.470	1.630	0.470	1.653	0.470	1.730
0.471	1.632	0.471	1.663	0.471	1.735
0.472	1.660	0.472	1.652	0.472	1.749
0.473	1.635	0.473	1.667	0.473	1.749
0.474	1.655	0.474	1.675	0.474	1.768
0.475	1.656	0.475	1.672	0.475	1.779
0.476	1.658	0.476	1.676	0.476	1.768
0.477	1.658	0.477	1.681	0.477	1.773
0.478	1.670	0.478	1.692	0.478	1.801
0.479	1.687	0.479	1.704	0.479	1.796
0.480	1.689	0.480	1.693	0.480	1.801
0.481	1.683	0.481	1.704	0.481	1.818
0.482	1.699	0.482	1.696	0.482	1.816
0.483	1.710	0.483	1.707	0.483	1.808
0.484	1.709	0.484	1.709	0.484	1.814
0.485	1.704	0.485	1.712	0.485	1.821
0.486	1.710	0.486	1.713	0.486	1.821
0.487	1.709	0.487	1.730	0.487	1.848
0.488	1.712	0.488	1.715	0.488	1.847
0.489	1.715	0.489	1.716	0.489	1.853
0.490	1.712	0.490	1.741	0.490	1.851
0.491	1.713	0.491	1.727	0.491	1.851
0.492	1.735	0.492	1.755	0.492	1.854
0.493	1.742	0.493	1.749	0.493	1.850
0.494	1.706	0.494	1.744	0.494	1.822
0.495	1.733	0.495	1.756	0.495	1.874
0.496	1.753	0.496	1.745	0.496	1.837
0.497	1.725	0.497	1.744	0.497	1.839
0.498	1.745	0.498	1.733	0.498	1.851
0.499	1.749	0.499	1.753	0.499	1.836
0.500	1.733	0.500	1.761	0.500	1.853
0.501	1.756	0.501	1.732	0.501	1.850
0.502	1.718	0.502	1.744	0.502	1.862
0.503	1.752	0.503	1.725	0.503	1.865
0.504	1.761	0.504	1.742	0.504	1.844
0.505	1.739	0.505	1.727	0.505	1.853
0.506	1.759	0.506	1.739	0.506	1.854
0.507	1.762	0.507	1.759	0.507	1.873
0.508	1.759	0.508	1.739	0.508	1.847
0.509	1.752	0.509	1.722	0.509	1.837
0.510	1.745	0.510	1.764	0.510	1.870
0.511	1.761	0.511	1.732	0.511	1.839
0.512	1.749	0.512	1.753	0.512	1.856
0.513	1.733	0.513	1.756	0.513	1.864
0.514	1.758	0.514	1.749	0.514	1.868
0.515	1.755	0.515	1.733	0.515	1.845
0.516	1.762	0.516	1.732	0.516	1.864
0.517	1.747	0.517	1.716	0.517	1.862
0.518	1.739	0.518	1.721	0.518	1.854
0.519	1.756	0.519	1.713	0.519	1.847
0.520	1.750	0.520	1.716	0.520	1.828
0.521	1.724	0.521	1.735	0.521	1.854
0.522	1.729	0.522	1.704	0.522	1.828
0.523	1.733	0.523	1.738	0.523	1.831
0.524	1.725	0.524	1.706	0.524	1.816
0.525	1.741	0.525	1.696	0.525	1.814
0.526	1.739	0.526	1.721	0.526	1.825
0.527	1.732	0.527	1.692	0.527	1.819
0.528	1.718	0.528	1.686	0.528	1.791
0.529	1.707	0.529	1.683	0.529	1.822
0.530	1.712	0.530	1.687	0.530	1.801
0.531	1.713	0.531	1.699	0.531	1.813
0.532	1.710	0.532	1.683	0.532	1.798
0.533	1.716	0.533	1.675	0.533	1.785
0.534	1.704	0.534	1.672	0.534	1.793
0.535	1.699	0.535	1.687	0.535	1.784
0.536	1.679	0.536	1.681	0.536	1.787
0.537	1.686	0.537	1.658	0.537	1.788
0.538	1.687	0.538	1.673	0.538	1.768
0.539	1.686	0.539	1.660	0.539	1.791
0.540	1.704	0.540	1.676	0.540	1.773
0.541	1.693	0.541	1.633	0.541	1.772
0.542	1.690	0.542	1.656	0.542	1.767
0.543	1.695	0.543	1.640	0.543	1.759
0.544	1.675	0.544	1.647	0.544	1.755
0.545	1.698	0.545	1.664	0.545	1.761
0.546	1.690	0.546	1.647	0.546	1.759
0.547	1.676	0.547	1.643	0.547	1.732
0.548	1.660	0.548	1.618	0.548	1.730
0.549	1.658	0.549	1.618	0.549	1.715
0.550	1.661	0.550	1.620	0.550	1.732
0.551	1.663	0.551	1.617	0.551	1.744
0.552	1.647	0.552	1.604	0.552	1.724
0.553	1.667	0.553	1.618	0.553	1.739
0.554	1.643	0.554	1.627	0.554	1.702
0.555	1.646	0.555	1.621	0.555	1.727
0.556	1.653	0.556	1.612	0.556	1.706
0.557	1.640	0.557	1.614	0.557	1.722
0.558	1.632	0.558	1.610	0.558	1.724
0.559	1.627	0.559	1.603	0.559	1.704
0.560	1.646	0.560	1.580	0.560	1.698
0.561	1.649	0.561	1.601	0.561	1.704
0.562	1.621	0.562	1.594	0.562	1.687
0.563	1.650	0.563	1.581	0.563	1.712
0.564	1.635	0.564	1.592	0.564	1.695
0.565	1.623	0.565	1.592	0.565	1.683
0.566	1.624	0.566	1.578	0.566	1.667
0.567	1.615	0.567	1.578	0.567	1.667
0.568	1.595	0.568	1.557	0.568	1.676
0.569	1.604	0.569	1.569	0.569	1.684
0.570	1.612	0.570	1.552	0.570	1.664
0.571	1.626	0.571	1.548	0.571	1.675
0.572	1.617	0.572	1.552	0.572	1.678
0.573	1.615	0.573	1.537	0.573	1.660
0.574	1.614	0.574	1.566	0.574	1.661
0.575	1.597	0.575	1.561	0.575	1.661
0.576	1.595	0.576	1.560	0.576	1.650
0.577	1.603	0.577	1.541	0.577	1.647
0.578	1.595	0.578	1.528	0.578	1.653
0.579	1.614	0.579	1.546	0.579	1.664
0.580	1.601	0.580	1.552	0.580	1.658
0.581	1.587	0.581	1.535	0.581	1.643
0.582	1.604	0.582	1.523	0.582	1.646
0.583	1.581	0.583	1.537	0.583	1.624
0.584	1.580	0.584	1.538	0.584	1.641
0.585	1.578	0.585	1.545	0.585	1.621
0.586	1.581	0.586	1.528	0.586	1.641
0.587	1.584	0.587	1.531	0.587	1.633
0.588	1.581	0.588	1.538	0.588	1.629
0.589	1.578	0.589	1.506	0.589	1.635
0.590	1.581	0.590	1.528	0.590	1.606
0.591	1.575	0.591	1.520	0.591	1.620
0.592	1.591	0.592	1.511	0.592	1.643
0.593	1.572	0.593	1.520	0.593	1.614
0.594	1.568	0.594	1.489	0.594	1.618
0.595	1.580	0.595	1.515	0.595	1.630
0.596	1.568	0.596	1.505	0.596	1.629
0.597	1.574	0.597	1.489	0.597	1.626
0.598	1.594	0.598	1.515	0.598	1.601
0.599	1.571	0.599	1.494	0.599	1.597
0.600	1.581	0.600	1.502	0.600	1.603
0.601	1.555	0.601	1.508	0.601	1.604
0.602	1.552	0.602	1.480	0.602	1.604
0.603	1.572	0.603	1.503	0.603	1.618
0.604	1.560	0.604	1.494	0.604	1.597
0.605	1.552	0.605	1.495	0.605	1.603
0.606	1.561	0.606	1.506	0.606	1.603
0.607	1.568	0.607	1.479	0.607	1.591
0.608	1.583	0.608	1.476	0.608	1.591
0.609	1.548	0.609	1.482	0.609	1.601
0.610	1.545	0.610	1.492	0.610	1.606
0.611	1.541	0.611	1.488	0.611	1.574
0.612	1.563	0.612	1.492	0.612	1.589
0.613	1.561	0.613	1.485	0.613	1.604
0.614	1.557	0.614	1.474	0.614	1.604
0.615	1.563	0.615	1.463	0.615	1.583
0.616	1.568	0.616	1.485	0.616	1.598
0.617	1.552	0.617	1.491	0.617	1.598
0.618	1.572	0.618	1.476	0.618	1.580
0.619	1.563	0.619	1.482	0.619	1.587
0.620	1.554	0.620	1.468	0.620	1.564
0.621	1.569	0.621	1.463	0.621	1.587
0.622	1.541	0.622	1.474	0.622	1.583
0.623	1.543	0.623	1.469	0.623	1.591
0.624	1.560	0.624	1.463	0.624	1.581
0.625	1.543	0.625	1.480	0.625	1.580
0.626	1.541	0.626	1.460	0.626	1.574
0.627	1.563	0.627	1.480	0.627	1.595
0.628	1.564	0.628	1.460	0.628	1.563
0.629	1.563	0.629	1.472	0.629	1.563
0.630	1.557	0.630	1.466	0.630	1.581
0.631	1.551	0.631	1.480	0.631	1.561
0.632	1.538	0.632	1.457	0.632	1.575
0.633	1.531	0.633	1.453	0.633	1.575
0.634	1.549	0.634	1.456	0.634	1.564
0.635	1.560	0.635	1.462	0.635	1.574
0.636	1.546	0.636	1.457	0.636	1.566
0.637	1.554	0.637	1.445	0.637	1.554
0.638	1.548	0.638	1.466	0.638	1.577
0.639	1.563	0.639	1.462	0.639	1.577
0.640	1.540	0.640	1.446	0.640	1.561
0.641	1.535	0.641	1.449	0.641	1.557
0.642	1.545	0.642	1.471	0.642	1.558
0.643	1.560	0.643	1.472	0.643	1.568
0.644	1.540	0.644	1.436	0.644	1.549
0.645	1.568	0.645	1.472	0.645	1.555
0.646	1.532	0.646	1.454	0.646	1.560
0.647	1.557	0.647	1.449	0.647	1.537
0.648	1.557	0.648	1.485	0.648	1.551
0.649	1.558	0.649	1.440	0.649	1.568
0.650	1.568	0.650	1.451	0.650	1.564
0.651	1.554	0.651	1.454	0.651	1.551
0.652	1.548	0.652	1.454	0.652	1.551
0.653	1.535	0.653	1.448	0.653	1.555
0.654	1.558	0.654	1.460	0.654	1.545
0.655	1.566	0.655	1.482	0.655	1.564
0.656	1.551	0.656	1.445	0.656	1.566
0.657	1.574	0.657	1.463	0.657	1.532
0.658	1.580	0.658	1.448	0.658	1.560
0.659	1.558	0.659	1.466	0.659	1.563
0.660	1.583	0.660	1.456	0.660	1.555
0.661	1.564	0.661	1.457	0.661	1.546
0.662	1.551	0.662	1.451	0.662	1.555
0.663	1.575	0.663	1.476	0.663	1.560
0.664	1.566	0.664	1.449	0.664	1.566
0.665	1.574	0.665	1.446	0.665	1.552
0.666	1.564	0.666	1.466	0.666	1.552
0.667	1.560	0.667	1.466	0.667	1.557
0.668	1.581	0.668	1.457	0.668	1.564
0.669	1.578	0.669	1.466	0.669	1.574
0.670	1.580	0.670	1.466	0.670	1.551
0.671	1.594	0.671	1.474	0.671	1.549
0.672	1.575	0.672	1.466	0.672	1.577
0.673	1.600	0.673	1.457	0.673	1.571
0.674	1.574	0.674	1.466	0.674	1.558
0.675	1.583	0.675	1.472	0.675	1.568
0.676	1.594	0.676	1.486	0.676	1.554
0.677	1.569	0.677	1.468	0.677	1.555
0.678	1.587	0.678	1.477	0.678	1.569
0.679	1.574	0.679	1.472	0.679	1.568
0.680	1.583	0.680	1.457	0.680	1.580
0.681	1.598	0.681	1.474	0.681	1.583
0.682	1.591	0.682	1.497	0.682	1.574
0.683	1.600	0.683	1.474	0.683	1.583
0.684	1.598	0.684	1.479	0.684	1.563
0.685	1.604	0.685	1.485	0.685	1.577
0.686	1.615	0.686	1.494	0.686	1.581
0.687	1.595	0.687	1.497	0.687	1.609
0.688	1.587	0.688	1.500	0.688	1.584
0.689	1.614	0.689	1.492	0.689	1.578
0.690	1.603	0.690	1.488	0.690	1.572
0.691	1.615	0.691	1.491	0.691	1.587
0.692	1.610	0.692	1.502	0.692	1.580
0.693	1.614	0.693	1.499	0.693	1.604
0.694	1.618	0.694	1.502	0.694	1.577
0.695	1.620	0.695	1.515	0.695	1.592
0.696	1.623	0.696	1.491	0.696	1.594
0.697	1.629	0.697	1.497	0.697	1.600
0.698	1.615	0.698	1.497	0.698	1.594
0.699	1.635	0.699	1.502	0.699	1.594
0.700	1.167	0.700	1.063	0.700	1.147
0.699	0.652	0.699	0.551	0.699	0.644
0.698	0.311	0.698	0.172	0.698	0.265
0.697	0.061	0.697	-0.069	0.697	0.025
0.696	-0.127	0.696	-0.247	0.696	-0.152
0.695	-0.278	0.695	-0.382	0.695	-0.299
0.694	-0.370	0.694	-0.478	0.694	-0.388
0.693	-0.457	0.693	-0.546	0.693	-0.463
0.692	-0.506	0.692	-0.598	0.692	-0.514
0.691	-0.563	0.691	-0.649	0.691	-0.557
0.690	-0.590	0.690	-0.687	0.690	-0.590
0.689	-0.624	0.689	-0.718	0.689	-0.635
0.688	-0.632	0.688	-0.739	0.688	-0.653
0.687	-0.661	0.687	-0.767	0.687	-0.676
0.686	-0.682	0.686	-0.790	0.686	-0.673
0.685	-0.693	0.685	-0.802	0.685	-0.684
0.684	-0.731	0.684	-0.827	0.684	-0.698
0.683	-0.742	0.683	-0.830	0.683	-0.724
0.682	-0.784	0.682	-0.836	0.682	-0.745
0.681	-0.762	0.681	-0.836	0.681	-0.750
0.680	-0.787	0.680	-0.873	0.680	-0.770
0.679	-0.782	0.679	-0.877	0.679	-0.768
0.678	-0.811	0.678	-0.883	0.678	-0.768
0.677	-0.794	0.677	-0.891	0.677	-0.788
0.676	-0.825	0.676	-0.925	0.676	-0.784
0.675	-0.811	0.675	-0.917	0.675	-0.788
0.674	-0.839	0.674	-0.914	0.674	-0.825
0.673	-0.839	0.673	-0.932	0.673	-0.833
0.672	-0.846	0.672	-0.935	0.672	-0.839
0.671	-0.876	0.671	-0.952	0.671	-0.842
0.670	-0.863	0.670	-0.954	0.670	-0.843
0.669	-0.868	0.669	-0.966	0.669	-0.857
0.668	-0.886	0.668	-0.980	0.668	-0.837
0.667	-0.896	0.667	-0.977	0.667	-0.876
0.666	-0.906	0.666	-0.985	0.666	-0.879
0.665	-0.909	0.665	-0.988	0.665	-0.880
0.664	-0.934	0.664	-0.983	0.664	-0.896
0.663	-0.912	0.663	-1.015	0.663	-0.902
0.662	-0.923	0.662	-1.004	0.662	-0.886
0.661	-0.940	0.661	-1.026	0.661	-0.905
0.660	-0.945	0.660	-1.023	0.660	-0.923
0.659	-0.963	0.659	-1.014	0.659	-0.912
0.658	-0.962	0.658	-1.032	0.658	-0.911
0.657	-0.974	0.657	-1.072	0.657	-0.928
0.656	-0.994	0.656	-1.050	0.656	-0.945
0.655	-0.966	0.655	-1.057	0.655	-0.916
0.654	-0.974	0.654	-1.066	0.654	-0.926
0.653	-0.992	0.653	-1.067	0.653	-0.960
0.652	-1.000	0.652	-1.089	0.652	-0.966
0.651	-1.014	0.651	-1.067	0.651	-0.960
0.650	-1.001	0.650	-1.075	0.650	-0.977
0.649	-1.000	0.649	-1.081	0.649	-0.963
0.648	-1.011	0.648	-1.110	0.648	-0.989
0.647	-1.017	0.647	-1.107	0.647	-0.981
0.646	-1.029	0.646	-1.096	0.646	-0.977
0.645	-1.026	0.645	-1.110	0.645	-0.991
0.644	-1.049	0.644	-1.115	0.644	-0.988
0.643	-1.067	0.643	-1.126	0.643	-1.000
0.642	-1.072	0.642	-1.127	0.642	-1.017
0.641	-1.041	0.641	-1.121	0.641	-0.998
0.640	-1.069	0.640	-1.159	0.640	-1.001
0.639	-1.047	0.639	-1.136	0.639	-1.027
0.638	-1.057	0.638	-1.161	0.638	-1.023
0.637	-1.064	0.637	-1.147	0.637	-1.034
0.636	-1.067	0.636	-1.135	0.636	-1.050
0.635	-1.086	0.635	-1.159	0.635	-1.027
0.634	-1.070	0.634	-1.185	0.634	-1.043
0.633	-1.087	0.633	-1.156	0.633	-1.037
0.632	-1.100	0.632	-1.185	0.632	-1.052
0.631	-1.098	0.631	-1.172	0.631	-1.063
0.630	-1.118	0.630	-1.184	0.630	-1.052
0.629	-1.089	0.629	-1.190	0.629	-1.061
0.628	-1.116	0.628	-1.196	0.628	-1.069
0.627	-1.109	0.627	-1.208	0.627	-1.055
0.626	-1.116	0.626	-1.210	0.626	-1.075
0.625	-1.126	0.625	-1.212	0.625	-1.081
0.624	-1.116	0.624	-1.213	0.624	-1.106
0.623	-1.121	0.623	-1.213	0.623	-1.093
0.622	-1.135	0.622	-1.241	0.622	-1.089
0.621	-1.139	0.621	-1.230	0.621	-1.103
0.620	-1.156	0.620	-1.227	0.620	-1.113
0.619	-1.152	0.619	-1.231	0.619	-1.095
0.618	-1.155	0.618	-1.250	0.618	-1.106
0.617	-1.141	0.617	-1.245	0.617	-1.113
0.616	-1.170	0.616	-1.258	0.616	-1.115
0.615	-1.162	0.615	-1.254	0.615	-1.126
0.614	-1.169	0.614	-1.254	0.614	-1.129
0.613	-1.173	0.613	-1.264	0.613	-1.136
0.612	-1.187	0.612	-1.284	0.612	-1.139
0.611	-1.161	0.611	-1.256	0.611	-1.121
0.610	-1.175	0.610	-1.294	0.610	-1.139
0.609	-1.204	0.609	-1.264	0.609	-1.159
0.608	-1.196	0.608	-1.290	0.608	-1.161
0.607	-1.205	0.607	-1.287	0.607	-1.153
0.606	-1.201	0.606	-1.308	0.606	-1.175
0.605	-1.190	0.605	-1.287	0.605	-1.149
0.604	-1.228	0.604	-1.294	0.604	-1.155
0.603	-1.202	0.603	-1.305	0.603	-1.155
0.602	-1.219	0.602	-1.313	0.602	-1.184
0.601	-1.210	0.601	-1.328	0.601	-1.190
0.600	-1.224	0.600	-1.317	0.600	-1.187
0.599	-1.238	0.599	-1.328	0.599	-1.185
0.598	-1.216	0.598	-1.330	0.598	-1.173
0.597	-1.244	0.597	-1.331	0.597	-1.187
0.596	-1.236	0.596	-1.354	0.596	-1.187
0.595	-1.247	0.595	-1.331	0.595	-1.201
0.594	-1.268	0.594	-1.343	0.594	-1.210
0.593	-1.256	0.593	-1.340	0.593	-1.196
0.592	-1.261	0.592	-1.350	0.592	-1.216
0.591	-1.245	0.591	-1.379	0.591	-1.221
0.590	-1.254	0.590	-1.366	0.590	-1.216
0.589	-1.247	0.589	-1.356	0.589	-1.221
0.588	-1.253	0.588	-1.366	0.588	-1.227
0.587	-1.276	0.587	-1.376	0.587	-1.233
0.586	-1.296	0.586	-1.374	0.586	-1.250
0.585	-1.264	0.585	-1.385	0.585	-1.251
0.584	-1.276	0.584	-1.392	0.584	-1.241
0.583	-1.279	0.583	-1.391	0.583	-1.253
0.582	-1.281	0.582	-1.405	0.582	-1.238
0.581	-1.307	0.581	-1.396	0.581	-1.228
0.580	-1.294	0.580	-1.406	0.580	-1.262
0.579	-1.311	0.579	-1.409	0.579	-1.259
0.578	-1.305	0.578	-1.411	0.578	-1.248
0.577	-1.302	0.577	-1.417	0.577	-1.264
0.576	-1.327	0.576	-1.425	0.576	-1.282
0.575	-1.297	0.575	-1.423	0.575	-1.285
0.574	-1.313	0.574	-1.428	0.574	-1.284
0.573	-1.325	0.573	-1.423	0.573	-1.274
0.572	-1.330	0.572	-1.428	0.572	-1.291
0.571	-1.323	0.571	-1.429	0.571	-1.274
0.570	-1.316	0.570	-1.432	0.570	-1.314
0.569	-1.319	0.569	-1.434	0.569	-1.299
0.568	-1.337	0.568	-1.455	0.568	-1.299
0.567	-1.339	0.567	-1.460	0.567	-1.319
0.566	-1.353	0.566	-1.477	0.566	-1.316
0.565	-1.323	0.565	-1.454	0.565	-1.307
0.564	-1.340	0.564	-1.452	0.564	-1.343
0.563	-1.351	0.563	-1.466	0.563	-1.319
0.562	-1.350	0.562	-1.481	0.562	-1.330
0.561	-1.357	0.561	-1.457	0.561	-1.313
0.560	-1.374	0.560	-1.488	0.560	-1.333
0.559	-1.362	0.559	-1.501	0.559	-1.337
0.558	-1.389	0.558	-1.503	0.558	-1.345
0.557	-1.373	0.557	-1.501	0.557	-1.346
0.556	-1.402	0.556	-1.511	0.556	-1.362
0.555	-1.377	0.555	-1.497	0.555	-1.351
0.554	-1.382	0.554	-1.495	0.554	-1.346
0.553	-1.368	0.553	-1.517	0.553	-1.365
0.552	-1.402	0.552	-1.504	0.552	-1.366
0.551	-1.385	0.551	-1.523	0.551	-1.380
0.550	-1.411	0.550	-1.495	0.550	-1.374
0.549	-1.419	0.549	-1.527	0.549	-1.365
0.548	-1.388	0.548	-1.546	0.548	-1.382
0.547	-1.374	0.547	-1.537	0.547	-1.373
0.546	-1.403	0.546	-1.541	0.546	-1.409
0.545	-1.425	0.545	-1.526	0.545	-1.379
0.544	-1.412	0.544	-1.544	0.544	-1.400
0.543	-1.414	0.543	-1.540	0.543	-1.382
0.542	-1.402	0.542	-1.555	0.542	-1.391
0.541	-1.400	0.541	-1.573	0.541	-1.394
0.540	-1.426	0.540	-1.544	0.540	-1.406
0.539	-1.414	0.539	-1.577	0.539	-1.412
0.538	-1.432	0.538	-1.584	0.538	-1.429
0.537	-1.445	0.537	-1.564	0.537	-1.417
0.536	-1.446	0.536	-1.596	0.536	-1.416
0.535	-1.454	0.535	-1.564	0.535	-1.417
0.534	-1.449	0.534	-1.578	0.534	-1.435
0.533	-1.457	0.533	-1.586	0.533	-1.439
0.532	-1.477	0.532	-1.607	0.532	-1.460
0.531	-1.448	0.531	-1.618	0.531	-1.454
0.530	-1.440	0.530	-1.623	0.530	-1.469
0.529	-1.471	0.529	-1.595	0.529	-1.435
0.528	-1.462	0.528	-1.616	0.528	-1.462
0.527	-1.481	0.527	-1.609	0.527	-1.458
0.526	-1.480	0.526	-1.630	0.526	-1.466
0.525	-1.462	0.525	-1.621	0.525	-1.501
0.524	-1.501	0.524	-1.636	0.524	-1.480
0.523	-1.480	0.523	-1.630	0.523	-1.468
0.522	-1.488	0.522	-1.635	0.522	-1.475
0.521	-1.485	0.521	-1.624	0.521	-1.454
0.520	-1.504	0.520	-1.650	0.520	-1.501
0.519	-1.486	0.519	-1.646	0.519	-1.506
0.518	-1.504	0.518	-1.664	0.518	-1.498
0.517	-1.497	0.517	-1.632	0.517	-1.514
0.516	-1.501	0.516	-1.662	0.516	-1.524
0.515	-1.512	0.515	-1.661	0.515	-1.531
0.514	-1.515	0.514	-1.676	0.514	-1.535
0.513	-1.492	0.513	-1.670	0.513	-1.504
0.512	-1.523	0.512	-1.676	0.512	-1.509
0.511	-1.498	0.511	-1.682	0.511	-1.529
0.510	-1.531	0.510	-1.690	0.510	-1.534
0.509	-1.524	0.509	-1.679	0.509	-1.543
0.508	-1.531	0.508	-1.659	0.508	-1.520
0.507	-1.524	0.507	-1.682	0.507	-1.524
0.506	-1.552	0.506	-1.692	0.506	-1.544
0.505	-1.509	0.505	-1.696	0.505	-1.527
0.504	-1.549	0.504	-1.701	0.504	-1.550
0.503	-1.514	0.503	-1.693	0.503	-1.554
0.502	-1.531	0.502	-1.702	0.502	-1.555
0.501	-1.524	0.501	-1.685	0.501	-1.546
0.500	-1.554	0.500	-1.699	0.500	-1.566
0.499	-1.547	0.499	-1.681	0.499	-1.546
0.498	-1.514	0.498	-1.696	0.498	-1.577
0.497	-1.543	0.497	-1.693	0.497	-1.540
0.496	-1.555	0.496	-1.695	0.496	-1.563
0.495	-1.534	0.495	-1.693	0.495	-1.546
0.494	-1.535	0.494	-1.705	0.494	-1.535
0.493	-1.518	0.493	-1.698	0.493	-1.554
0.492	-1.514	0.492	-1.708	0.492	-1.564
0.491	-1.531	0.491	-1.690	0.491	-1.552
0.490	-1.532	0.490	-1.710	0.490	-1.573
0.489	-1.521	0.489	-1.698	0.489	-1.550
0.488	-1.520	0.488	-1.695	0.488	-1.521
0.487	-1.511	0.487	-1.696	0.487	-1.529
0.486	-1.526	0.486	-1.679	0.486	-1.529
0.485	-1.520	0.485	-1.678	0.485	-1.540
0.484	-1.549	0.484	-1.685	0.484	-1.563
0.483	-1.509	0.483	-1.676	0.483	-1.535
0.482	-1.501	0.482	-1.695	0.482	-1.555
0.481	-1.517	0.481	-1.682	0.481	-1.524
0.480	-1.529	0.480	-1.705	0.480	-1.515
0.479	-1.514	0.479	-1.673	0.479	-1.535
0.478	-1.520	0.478	-1.675	0.478	-1.532
0.477	-1.506	0.477	-1.667	0.477	-1.541
0.476	-1.508	0.476	-1.681	0.476	-1.554
0.475	-1.486	0.475	-1.664	0.475	-1.524
0.474	-1.497	0.474	-1.635	0.474	-1.504
0.473	-1.485	0.473	-1.636	0.473	-1.518
0.472	-1.495	0.472	-1.658	0.472	-1.518
0.471	-1.488	0.471	-1.652	0.471	-1.529
0.470	-1.466	0.470	-1.649	0.470	-1.494
0.469	-1.474	0.469	-1.633	0.469	-1.509
0.468	-1.497	0.468	-1.624	0.468	-1.514
0.467	-1.477	0.467	-1.615	0.467	-1.491
0.466	-1.465	0.466	-1.630	0.466	-1.500
0.465	-1.440	0.465	-1.623	0.465	-1.475
0.464	-1.462	0.464	-1.633	0.464	-1.477
0.463	-1.477	0.463	-1.609	0.463	-1.463
0.462	-1.460	0.462	-1.603	0.462	-1.466
0.461	-1.416	0.461	-1.589	0.461	-1.454
0.460	-1.425	0.460	-1.578	0.460	-1.463
0.459	-1.422	0.459	-1.590	0.459	-1.451
0.458	-1.440	0.458	-1.601	0.458	-1.460
0.457	-1.425	0.457	-1.581	0.457	-1.445
0.456	-1.434	0.456	-1.609	0.456	-1.452
0.455	-1.419	0.455	-1.537	0.455	-1.446
0.454	-1.406	0.454	-1.558	0.454	-1.432
0.453	-1.399	0.453	-1.561	0.453	-1.435
0.452	-1.409	0.452	-1.560	0.452	-1.402
0.451	-1.409	0.451	-1.554	0.451	-1.411
0.450	-1.411	0.450	-1.550	0.450	-1.425
0.449	-1.377	0.449	-1.527	0.449	-1.394
0.448	-1.368	0.448	-1.526	0.448	-1.392
0.447	-1.376	0.447	-1.512	0.447	-1.394
0.446	-1.376	0.446	-1.526	0.446	-1.373
0.445	-1.374	0.445	-1.515	0.445	-1.362
0.444	-1.368	0.444	-1.501	0.444	-1.365
0.443	-1.357	0.443	-1.491	0.443	-1.360
0.442	-1.357	0.442	-1.497	0.442	-1.360
0.441	-1.343	0.441	-1.489	0.441	-1.356
0.440	-1.317	0.440	-1.458	0.440	-1.346
0.439	-1.328	0.439	-1.466	0.439	-1.360
0.438	-1.317	0.438	-1.477	0.438	-1.345
0.437	-1.307	0.437	-1.454	0.437	-1.322
0.436	-1.327	0.436	-1.468	0.436	-1.322
0.435	-1.310	0.435	-1.460	0.435	-1.320
0.434	-1.319	0.434	-1.457	0.434	-1.334
0.433	-1.297	0.433	-1.439	0.433	-1.323
0.432	-1.296	0.432	-1.429	0.432	-1.293
0.431	-1.300	0.431	-1.428	0.431	-1.287
0.430	-1.284	0.430	-1.414	0.430	-1.285
0.429	-1.268	0.429	-1.403	0.429	-1.285
0.428	-1.254	0.428	-1.420	0.428	-1.288
0.427	-1.262	0.427	-1.406	0.427	-1.274
0.426	-1.251	0.426	-1.414	0.426	-1.258
0.425	-1.256	0.425	-1.385	0.425	-1.279
0.424	-1.253	0.424	-1.388	0.424	-1.267
0.423	-1.251	0.423	-1.403	0.423	-1.251
0.422	-1.251	0.422	-1.389	0.422	-1.274
0.421	-1.230	0.421	-1.377	0.421	-1.259
0.420	-1.230	0.420	-1.368	0.420	-1.253
0.419	-1.235	0.419	-1.357	0.419	-1.224
0.418	-1.242	0.418	-1.357	0.418	-1.222
0.417	-1.216	0.417	-1.362	0.417	-1.239
0.416	-1.221	0.416	-1.328	0.416	-1.225
0.415	-1.219	0.415	-1.331	0.415	-1.222
0.414	-1.213	0.414	-1.348	0.414	-1.204
0.413	-1.213	0.413	-1.337	0.413	-1.184
0.412	-1.189	0.412	-1.340	0.412	-1.213
0.411	-1.207	0.411	-1.322	0.411	-1.181
0.410	-1.202	0.410	-1.317	0.410	-1.205
0.409	-1.198	0.409	-1.302	0.409	-1.196
0.408	-1.198	0.408	-1.308	0.408	-1.187
0.407	-1.212	0.407	-1.345	0.407	-1.176
0.406	-1.187	0.406	-1.314	0.406	-1.187
0.405	-1.175	0.405	-1.293	0.405	-1.179
0.404	-1.182	0.404	-1.305	0.404	-1.189
0.403	-1.153	0.403	-1.294	0.403	-1.178
0.402	-1.158	0.402	-1.311	0.402	-1.166
0.401	-1.173	0.401	-1.293	0.401	-1.161
0.400	-1.159	0.400	-1.290	0.400	-1.159
0.399	-1.156	0.399	-1.274	0.399	-1.152
0.398	-1.155	0.398	-1.291	0.398	-1.152
0.397	-1.146	0.397	-1.270	0.397	-1.152
0.396	-1.152	0.396	-1.265	0.396	-1.173
0.395	-1.146	0.395	-1.259	0.395	-1.159
0.394	-1.158	0.394	-1.277	0.394	-1.155
